ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
,variation,1146,,1,,,,"Pre-Filter PRO 150 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,454,24,10,10,,,,21.70,,,LTL Freight,https://hmoonhydro.com/wp-content/uploads/2019/08/profilter.jpg,,,HMH-PRE-FILTER-PRO-CFA6,,,,,,2,,Size,150,,1
,variable,HMH-PRO-FILTER-BACC,PRO Filter,1,0,visible,PRO Filter 100 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies cate,"PRO Filter 100 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,Environment Control,,,https://hmoonhydro.com/wp-content/uploads/2019/08/profilter.jpg,,,,,,,,,0,Nickel City Wholesale Garden Supply,Size,100 | 125 | 150,1,1
,variation,1137,,1,,,,"PRO Filter 100 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,1,,0,,11.02,24,10,10,,,,277.56,,,Medium Freight,https://hmoonhydro.com/wp-content/uploads/2019/08/profilter.jpg,,,HMH-PRO-FILTER-BACC,,,,,,0,,Size,100,,1
,variation,1138,,1,,,,"PRO Filter 125 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,1,,0,,11.02,24,10,10,,,,319.59,,,Medium Freight,https://hmoonhydro.com/wp-content/uploads/2019/08/profilter.jpg,,,HMH-PRO-FILTER-BACC,,,,,,1,,Size,125,,1
,variation,1139,,1,,,,"PRO Filter 150 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,1,,0,,11.02,24,10,10,,,,358.69,,,Medium Freight,https://hmoonhydro.com/wp-content/uploads/2026/02/pre-filter-eveloution-200x133.jpg.webp,,,HMH-PRO-FILTER-BACC,,,,,,2,,Size,150,,1
,variable,HMH-BIOTHRIVE-GROW-7D72,BioThrive Grow,1,0,visible,BioThrive Grow 2.5 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies ,"BioThrive Grow 2.5 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/e598e768__biothrive.jpg,,,,,,,,,0,Nickel City Wholesale Garden Supply,Size,2.5 | 6,1,1
,variation,hmh00162,,1,,,,"BioThrive Grow 2.5 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,31,16,10,7,,,,147.50,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/e598e768__biothrive.jpg,,,HMH-BIOTHRIVE-GROW-7D72,,,,,,0,,Size,2.5,,1
,variation,hmh00672,,1,,,,"BioThrive Grow 6 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,69,18,12,12,,,,271.68,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/e598e768__biothrive.jpg,,,HMH-BIOTHRIVE-GROW-7D72,,,,,,1,,Size,6,,1
,variable,HMH-HARD-WATER-FLORA-MICRO-B6FF,Hard Water Flora Micro,1,0,visible,"Hard Water Flora Micro 2.5 by Hard Water is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this pr","Hard Water Flora Micro 2.5 by Hard Water is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/FloraMicroHW.jpg,,,,,,,,,0,Hard Water,Size,2.5 | 6,1,1
,variation,hmh00168,,1,,,,"Hard Water Flora Micro 2.5 by Hard Water is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,29,16,10,7,,,,64.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/FloraMicroHW.jpg,,,HMH-HARD-WATER-FLORA-MICRO-B6FF,,,,,,0,,Size,2.5,,1
,variation,hmh00169,,1,,,,"Hard Water Flora Micro 6 by Hard Water is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,66,18,12,12,,,,130.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/FloraMicroHW.jpg,,,HMH-HARD-WATER-FLORA-MICRO-B6FF,,,,,,1,,Size,6,,1
,variable,HMH-HUMBOLDT-BIG-UP-POWDER-CB25,Humboldt Big Up Powder,1,0,visible,"Humboldt Big Up Powder 5 lbs is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.","<p>Humboldt Big Up Powder 10 lbs is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/2b78ae0a__humboldt_bigup.jpg,,,,,,,,,0,Humboldt Big,Size,10 | 5,1,1
,variation,hmh00356,,1,,,,"<p>Humboldt Big Up Powder 5 lbs is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,5,4,4,8,,,,200.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/2b78ae0a__humboldt_bigup.jpg,,,HMH-HUMBOLDT-BIG-UP-POWDER-CB25,,,,,,0,,Size,5,,1
,variation,hmh00357,,1,,,,"<p>Humboldt Big Up Powder 10 lbs is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,10,4,4,8,,,,380.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/2b78ae0a__humboldt_bigup.jpg,,,HMH-HUMBOLDT-BIG-UP-POWDER-CB25,,,,,,1,,Size,10,,1
,variable,HMH-HUMBOLDT-MASTER-B-8C7F,Humboldt Master B,1,0,visible,"Humboldt Master B 2.5 by Humboldt Master is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this pr","Humboldt Master B 2.5 by Humboldt Master is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_master_a.jpg,,,,,,,,,0,Humboldt Master,Size,2.5 | 5,1,1
,variation,hmh00370,,1,,,,"Humboldt Master B 2.5 by Humboldt Master is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,30,10,7,16,,,,146.24,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_master_a.jpg,,,HMH-HUMBOLDT-MASTER-B-8C7F,,,,,,0,,Size,2.5,,1
,variation,hmh00371,,1,,,,"Humboldt Master B 5 by Humboldt Master is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,60,12,12,16,,,,257.40,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_master_a.jpg,,,HMH-HUMBOLDT-MASTER-B-8C7F,,,,,,1,,Size,5,,1
,variable,HMH-FLAVOR-FUL-2D4C,Flavor-Ful,1,0,visible,"Flavor-Ful 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable","Flavor-Ful 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_flavor-ful.jpg,,,,,,,,,0,,Size,2.5 | 5,1,1
,variation,hmh00412,,1,,,,"Flavor-Ful 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,25,10,7,16,,,,134.56,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_flavor-ful.jpg,,,HMH-FLAVOR-FUL-2D4C,,,,,,0,,Size,2.5,,1
,variation,hmh00413,,1,,,,"Flavor-Ful 5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,50,12,12,16,,,,234.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_flavor-ful.jpg,,,HMH-FLAVOR-FUL-2D4C,,,,,,1,,Size,5,,1
,variable,HMH-MYCO-MAXIMUM-GRANULAR-C43A,Myco Maximum Granular,1,0,visible,"Myco Maximum Granular 8 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product deli","Myco Maximum Granular 8 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/7a6d884c__humboldt_myco_granular.jpg,,,,,,,,,0,NGW,Size,5 | 8,1,1
,variation,hmh00427,,1,,,,"Myco Maximum Granular 8 by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,0.5,4,4,8,,,,30.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/7a6d884c__humboldt_myco_granular.jpg,,,HMH-MYCO-MAXIMUM-GRANULAR-C43A,,,,,,0,,Size,8,,1
,variation,hmh00429,,1,,,,"<p>Myco Maximum Granular 5 lbs is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,5,4,4,8,,,,200.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/7a6d884c__humboldt_myco_granular.jpg,,,HMH-MYCO-MAXIMUM-GRANULAR-C43A,,,,,,1,,Size,5,,1
,variable,HMH-HUMBOLDT-STICKY-FOLIAR-FE-E93F,Humboldt Sticky Foliar Feed,1,0,visible,Humboldt Sticky Foliar Feed 16 by Humboldt Sticky is a quality hydroponics product designed for serious growers. Part of the growing supplies category,"Humboldt Sticky Foliar Feed 16 by Humboldt Sticky is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/fe096596__humboldt_sticky.jpg,,,,,,,,,0,Humboldt Sticky,Size,1 | 16,1,1
,variation,hmh00442,,1,,,,"Humboldt Sticky Foliar Feed 16 by Humboldt Sticky is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1.3,2,6,6,,,,16.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/fe096596__humboldt_sticky.jpg,,,HMH-HUMBOLDT-STICKY-FOLIAR-FE-E93F,,,,,,0,,Size,16,,1
,variation,hmh00443,,1,,,,"Humboldt Sticky Foliar Feed 1 by Humboldt Sticky is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,3,3,9,9,,,,30.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/fe096596__humboldt_sticky.jpg,,,HMH-HUMBOLDT-STICKY-FOLIAR-FE-E93F,,,,,,1,,Size,1,,1
,variable,HMH-CALCARB-CALCIUM-CARBONATE-B133,CalCarb Calcium Carbonate Foliar Spray,1,0,visible,"CalCarb Calcium Carbonate Foliar Spray 6 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this","CalCarb Calcium Carbonate Foliar Spray 12 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/4a586b88__xtreme_calcarb.jpg,,,,,,,,,0,,Size,12 | 6,1,1
,variation,hmh00459,,1,,,,"CalCarb Calcium Carbonate Foliar Spray 6 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,0.4,4,4,8,,,,19.99,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/4a586b88__xtreme_calcarb.jpg,,,HMH-CALCARB-CALCIUM-CARBONATE-B133,,,,,,0,,Size,6,,1
,variation,hmh00460,,1,,,,"CalCarb Calcium Carbonate Foliar Spray 12 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,0.8,4,4,8,,,,34.99,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/4a586b88__xtreme_calcarb.jpg,,,HMH-CALCARB-CALCIUM-CARBONATE-B133,,,,,,1,,Size,12,,1
,variable,HMH-GARDEN-FUNGICIDE-D1BA,Garden Fungicide,1,0,visible,"Garden Fungicide 32 by Garden Fungicide is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this pro","Garden Fungicide 32 by Garden Fungicide is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,pest_control,,,https://hmoonhydro.com/wp-content/uploads/2026/02/e406b071__safer_garden_fungicide.jpg,,,,,,,,,0,Garden Fungicide,Size,1 | 32,1,1
,variation,hmh00563,,1,,,,"Garden Fungicide 32 by Garden Fungicide is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1.1,6,4,10,,,,9.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/e406b071__safer_garden_fungicide.jpg,,,HMH-GARDEN-FUNGICIDE-D1BA,,,,,,0,,Size,32,,1
,variation,hmh00564,,1,,,,"Garden Fungicide 1 by Garden Fungicide is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1.1,6,4,10,,,,16.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/e406b071__safer_garden_fungicide.jpg,,,HMH-GARDEN-FUNGICIDE-D1BA,,,,,,1,,Size,1,,1
,variable,HMH-BIOBUD-AECB,BioBud,1,0,visible,"BioBud 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable per","BioBud 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/85e7a8cb__biobud.jpg,,,,,,,,,0,,Size,2.5 | 6,1,1
,variation,hmh00674,,1,,,,"BioBud 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,31,16,10,7,,,,406.50,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/85e7a8cb__biobud.jpg,,,HMH-BIOBUD-AECB,,,,,,0,,Size,2.5,,1
,variation,hmh00675,,1,,,,"BioBud 6 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,69,18,12,12,,,,964.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/54e40054__bio-bud-gh.jpg,,,HMH-BIOBUD-AECB,,,,,,1,,Size,6,,1
,variable,HMH-BIOMARINE-21A1,BioMarine,1,0,visible,"BioMarine 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable ","BioMarine 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/e32a8a85__biomarine.jpg,,,,,,,,,0,,Size,2.5 | 6,1,1
,variation,hmh00676,,1,,,,"BioMarine 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,31,16,10,7,,,,112.96,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/e32a8a85__biomarine.jpg,,,HMH-BIOMARINE-21A1,,,,,,0,,Size,2.5,,1
,variation,hmh00677,,1,,,,"BioMarine 6 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,69,18,12,12,,,,229.28,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/e32a8a85__biomarine.jpg,,,HMH-BIOMARINE-21A1,,,,,,1,,Size,6,,1
,variable,HMH-BIOROOT-D76A,BioRoot,1,0,visible,"BioRoot 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable pe","BioRoot 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/fc5e26bc__bioroot.jpg,,,,,,,,,0,,Size,2.5 | 6,1,1
,variation,hmh00678,,1,,,,"BioRoot 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,31,16,10,7,,,,110.16,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/fc5e26bc__bioroot.jpg,,,HMH-BIOROOT-D76A,,,,,,0,,Size,2.5,,1
,variation,hmh00679,,1,,,,"BioRoot 6 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,69,18,12,12,,,,226.16,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/fc5e26bc__bioroot.jpg,,,HMH-BIOROOT-D76A,,,,,,1,,Size,6,,1
,variable,HMH-BIOWEED-2476,BioWeed,1,0,visible,"BioWeed 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable pe","BioWeed 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/03c73b3a__bio-weed.jpg,,,,,,,,,0,,Size,2.5 | 6,1,1
,variation,hmh00680,,1,,,,"BioWeed 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,31,16,10,7,,,,141.24,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/03c73b3a__bio-weed.jpg,,,HMH-BIOWEED-2476,,,,,,0,,Size,2.5,,1
