id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,length,width,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids,brand
,,,Flora Micro 55 gal,1,0,visible,,,,,taxable,standard,1,notify,1,400,0,0,0,0,Thank you for your purchase!,1200,1200,100,Nutrients & Supplements > General Hydroponics,,,,,,,,,,,,,,,,General Hydroponics
,,,Flora Micro 275 gal,1,0,visible,,,,,taxable,standard,1,notify,1,999.99,0,0,0,0,Thank you for your purchase!,3800.95,3800.95,100,Nutrients & Supplements > General Hydroponics,,,,,,,,,,,,,,,,General Hydroponics
,,,CALiMAGic 6 gal,1,0,visible,,,,,taxable,standard,1,notify,1,70,0,0,0,0,Thank you for your purchase!,227.5,227.5,100,Nutrients & Supplements > General Hydroponics,,,,,,,,,,,,,,,,General Hydroponics
,,,CALiMAGic 15 gal,1,0,visible,,,,,taxable,standard,1,notify,1,130,0,0,0,0,Thank you for your purchase!,469.95,469.95,100,Nutrients & Supplements > General Hydroponics,,,,,,,,,,,,,,,,General Hydroponics
,,,BioThrive Bloom 15 gal,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,689.95,689.95,100,Nutrients & Supplements > General Organics,,,,,,,,,,,,,,,,General Hydroponics
,,,BioThrive Bloom 55 gal,1,0,visible,,,,,taxable,standard,1,notify,1,350,0,0,0,0,Thank you for your purchase!,2269.95,2269.95,100,Nutrients & Supplements > General Organics,,,,,,,,,,,,,,,,General Hydroponics
,,,BioThrive Grow 15 gal,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,849.95,849.95,100,Nutrients & Supplements > General Organics,,,,,,,,,,,,,,,,General Hydroponics
,,,BioThrive Grow 55 gal,1,0,visible,,,,,taxable,standard,1,notify,1,400,0,0,0,0,Thank you for your purchase!,2809.95,2809.95,100,Nutrients & Supplements > General Organics,,,,,,,,,,,,,,,,General Hydroponics
,,,Holland Secret Micro 55 gal,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,849,849,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Holland Secret Micro 264 gal,1,0,visible,,,,,taxable,standard,1,notify,1,999.99,0,0,0,0,Thank you for your purchase!,3199.98,3199.98,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Holland Secret Boom 55 gal,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,849,849,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Holland Secret Boom 264 gal,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,3199.98,3199.98,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Holland Secret Grow 55 gal,1,0,visible,,,,,taxable,standard,1,notify,1,420,0,0,0,0,Thank you for your purchase!,849,849,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Holland Secret Grow 264 gal,1,0,visible,,,,,taxable,standard,1,notify,1,999.99,0,0,0,0,Thank you for your purchase!,3199.98,3199.98,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Bud Boom  2.5 gal,1,0,visible,,,,,taxable,standard,1,notify,1,130,0,0,0,0,Thank you for your purchase!,56.98,56.98,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Bud Boom 6 gal,1,0,visible,,,,,taxable,standard,1,notify,1,130,0,0,0,0,Thank you for your purchase!,96.95,96.95,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Bud Boom  55 gal,1,0,visible,,,,,taxable,standard,1,notify,1,180,0,0,0,0,Thank you for your purchase!,835.95,835.95,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Bud Strart 2.5 gal,1,0,visible,,,,,taxable,standard,1,notify,1,30,0,0,0,0,Thank you for your purchase!,140.98,140.98,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Bud Start  6 gal,1,0,visible,,,,,taxable,standard,1,notify,1,66,0,0,0,0,Thank you for your purchase!,239,239,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Bud Start  55 gal,1,0,visible,,,,,taxable,standard,1,notify,1,420,0,0,0,0,Thank you for your purchase!,2000,2000,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Ton-O-Bud 2.5 gal,1,0,visible,,,,,taxable,standard,1,notify,1,30,0,0,0,0,Thank you for your purchase!,140.95,140.95,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Ton O Bud 6 gal,1,0,visible,,,,,taxable,standard,1,notify,1,180,0,0,0,0,Thank you for your purchase!,220.95,220.95,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Ton O Bud 55 gal,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,2000,2000,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Ton O Bud 264 gal,1,0,visible,,,,,taxable,standard,1,notify,1,999.99,0,0,0,0,Thank you for your purchase!,7000.98,7000.98,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,CALNESIUM Defficiency Correction Supplemnt,1,0,visible,,"<p>Calnesium Deficiency Correction Supplement  <p>Calnesium works by providing micro nutrients and trace elements that are missing from your fertilizer schedule  <p>Calnesium contains six of the most common elements to become deficient during vigorous plant growth. Formulated for any system or grow medium Corrects & prevents nutrient deficiency!  <p>  <p>DESCRIPTION  <li>Calnesium is a nutrient additive that will boost both Calcium and Magnesium availability to your plants when added to your feed program.  <p>APPLICATION  <li>It is a powerful blend of Nitrogen, Calcium and Magnesium that is specifically designed to provide an additional nutrient boost to our Future Harvest Holland Secret 3 part hydroponic fertilizer for crops that demand it, and it is an excellent additive to prevent end rot on tomatoes and peppers. Calnesium is l 00% compatible with all high quality nutrients, and it mixes quickly and easily.  <p>Calcium, Magnesium and Iron are incredibly important to photosynthesis (making energy from light) and maintaining the structure of the plant. Calnesium works as part of your feed program and as a foliar spray.  <p>WHY SHOULD YOU BUY ?  <li>It is a powerful blend of Nitrogen, Calcium and Magnesium that is specifically designed to provide an additional nutrient boost to our Future Harvest Holland Secret 3 part hydroponic fertilizer for crops that demand it, and it is an excellent additive to prevent end rot on tomatoes and peppers.   <p>Calnesium is l 00% compatible with all high quality nutrients, and it mixes quickly and easily.   <p>Calnesium works as part of your feed program and as a foliar spray.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,0,0,0,Nutrients & Supplements > Future Harvest Development,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Calnesium (2).jpg,,,,,,,,,Future Harvest Development
,,,CALNESIUM Defficiency Correction Supplemnt Qt.,1,0,visible,,,,,taxable,standard,1,notify,1,10,0,0,0,0,Thank you for your purchase!,15.98,15.98,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,CALNESIUM Defficiency Correction Supplemnt Gal,1,0,visible,,,,,taxable,standard,1,notify,1,30,0,0,0,0,Thank you for your purchase!,43.98,43.98,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,CALNESIUM Defficiency Correction Supplemnt 2.5 Ga,1,0,visible,,,,,taxable,standard,1,notify,1,30,0,0,0,0,Thank you for your purchase!,84.95,84.95,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,CALNESIUM Defficiency Correction Supplemnt 6 gal,1,0,visible,,,,,taxable,standard,1,notify,1,160,0,0,0,0,Thank you for your purchase!,135.95,135.95,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,CALNESIUM Defficiency Correction Supplemnt 55 Gall,1,0,visible,,,,,taxable,standard,1,notify,1,999.99,0,0,0,0,Thank you for your purchase!,1000,1000,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,CALNESIUM Defficiency Correction Supplemnt 264 Gal.Tote,1,0,visible,,,,,taxable,standard,1,notify,1,999.99,0,0,0,0,Thank you for your purchase!,4000,4000,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Carbo Blast 2.5 Gal,1,0,visible,,,,,taxable,standard,1,notify,1,70,0,0,0,0,Thank you for your purchase!,74.95,74.95,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Carbo Blast 6 Gal.,1,0,visible,,,,,taxable,standard,1,notify,1,140,0,0,0,0,Thank you for your purchase!,145,145,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,Future Harvest Development
,,,Liquid Carbo Blast /55 Gal,1,0,visible,,,,,taxable,standard,1,notify,1,140,0,0,0,0,Thank you for your purchase!,1050,1050,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,
,,,Liquid Carbo Blast /264 Gal,1,0,visible,,,,,taxable,standard,1,notify,1,999.99,0,0,0,0,Thank you for your purchase!,4000,4000,100,Nutrients & Supplements > Future Harvest Development,,,,,,,,,,,,,,,,
,,,Magical Butter MB2E Botanical Extractor Machine,1,0,visible,,"<p>What exactly is a MagicalButterÂ® machine?  <p>The MagicalButter machine is the worldâ€™s first countertop Botanical Extractorâ„¢, designed for creating fantastic recipes, infusing the essence of healthy herbs into butter, oil, grain alcohol, lotions, and more!  <p>How does it work?  <p>The MagicalButter machine is scientifically designed for a specific purpose: creating incredible recipes and botanical infusions with little or no labor.   <li>The MagicalButter machine combines an immersion blender with a digital thermostat and heating unit.   <li>The MB grinds, heats, stirs, and steeps your herbal extract, all at the correct time intervals and temperature. So, you achieve your desired infusion easily, safely, and consistently.",,,taxable,standard,1,notify,1,15,12,12,12,0,Thank you for your purchase!,0,0,0,Magical Butter Botanical Extract,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/91GSvG0vksL._SL1500_.jpg,,,,,,,,,
,,,Magical Butter MB2E Botanical Extractor Machine,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,189,189,100,Magical Butter Botanical Extract,,,,,,,,,,,,,,,,
,,,ProZapÂ® Insect Guardâ„¢,1,0,visible,,"Kills flying and crawling insect pests including mosquitoes, flies, moths and spiders. This is long lasting, round the clock protection. Simply remove from package to activate ProzapÂ® and begin controlling action. The best bug control I have ever seen for all indoor pests, no spraying, no bombs. Nothing works better on spider mites!!! They just work! Rick Johnson of Louisville Hydroponics.",,,taxable,standard,1,notify,1,0.5,12,12,12,0,Thank you for your purchase!,0,0,0,Pest Control,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/704545-02 (2).jpg,,,,,,,,,
,,,ProZap Insect Guard 1 card/2months,1,0,visible,,,,,taxable,standard,1,notify,1,0.5,0,0,0,0,Thank you for your purchase!,18.95,18.95,100,Pest Control,,,,,,,,,,,,,,,,UNO
,,,Sticky Thrip Leafminer Traps,1,0,visible,,"The Sticky Thrip Leafminer Traps do the following things: Protects plants from Thrips and Leafminers. Excellent protection for roses. Hang at plant level. Place traps every 7 feet apart or at end of each row. For badly infested plants, shake gently and flies will swarm a few moments before they fly to your nearby trap. Lasts all season, even in rain, or until completely coated with insects or dust.",,,taxable,standard,1,notify,1,0.5,12,12,12,0,Thank you for your purchase!,0,0,0,Pest Control,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/704196-01.jpg,,,,,,,,,
,,,Stick Thrip Leafminer Trap 5/Pack,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,6.49,6.49,100,Pest Control,,,,,,,,,,,,,,,,
,,,Sticky Whitefly Trap 3/Pack,1,0,visible,,"<p>The Sticky Whitefly Traps do the following things:   <li>Protect plants from whiteflies, aphids and other flying insects. Last all season, even in rain, until completely coated with insects.  <p> Non-poisonous and easy to use.",,,taxable,standard,1,notify,1,0.5,12,12,12,0,Thank you for your purchase!,0,0,0,Pest Control,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/yello stivky traps.jpg,,,,,,,,,
,,,Sticky Whitefly Trap 3/Pack,1,0,visible,,,,,taxable,standard,1,notify,1,0.05,0,0,0,0,Thank you for your purchase!,6.4,6.4,100,Pest Control,,,,,,,,,,,,,,,,
,,,2.5 lb. Sluggo Snail and Slug Control,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,18.99,18.99,100,Pest Control,,,,,,,,,,,,,,,,
,,,FoxFarmÂ® Gringo Rastaâ„¢ Funky Broadwayâ„¢ 0 - 5 - 4,1,0,visible,,"Funkafize your plants with Gringo Rastaâ„¢ Funky Broadwayâ„¢. There is nothing better than a plant full of phat, funkalicious blooms and fruit. The nutrients in Funky Broadwayâ„¢ will help your plants develop superior fruit and psychedelic blooms, achieving funkadelic perfection, every time. Itâ€™s time for you to get your groove on with the Funky Broadwayâ„¢ Bloom Thang! For best results, use all three Gringo Rastaâ„¢ Liquids as a 3-Part Feeding Program. Gringo Rastaâ„¢ Funky Broadwayâ„¢ is for a 12 hour light cycle.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,13.09,13.09,0,Nutrients & Supplements > FoxFarm,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/funky broadway.jpg,,,,,,,,,
,,,FoxFarm Gringo Rasta Funky Broadway Quart,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,13.09,13.09,100,Nutrients & Supplements > FoxFarm,,,,,,,,,,,,,,,,Foxfarm
,,,FoxFarm Gringo Rasta Funky Broadway Gallon,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,33.29,33.29,100,Nutrients & Supplements > FoxFarm,,,,,,,,,,,,,,,,Foxfarm
,,,Bush DoctorÂ® Microbe BrewÂ® Qt.,1,0,visible,,,,,taxable,standard,1,notify,1,10,0,0,0,0,Thank you for your purchase!,27.09,27.09,100,Nutrients & Supplements > FoxFarm,,,,,,,,,,,,,,,,Foxfarm
,,,DIGILAMP 945 E39 mogal,1,0,visible,,"<p>DIGILAMP 945 E39 Socket Full Color Spectrum   <li>operating position: Horizontal   Color temperature: 3,200K ,p>PAR: 2,060 Âµmol/m2/s. Runs in any D/E fisture to bring out the UV during Growth stages !   UV light activates a plantâ€™s defense mechanisms.   UV causes plants to produce oils, antioxidant vitamins and flavonoids to protect themselves from the damaging effects of UV.   These compounds produce the vibrant colors,smells and tastes of your plants.   PAR: 2,060 Âµmol/m2/s",,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,0,0,100,Grow Lights Ballast > Bulbs > DigiLamp 945 CMH,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/DP_CMH945.jpg,,,,,,,,,
,,,CMH DIGILAMP 945 E39 mogal,1,0,visible,,"<p>CMH DIGILAMP 945 E39 Socket   <li>Full Color Spectrum   operating position: Horizontal   Color temperature: 3,200K   PAR: 2,060 mol/m2/s. Runs in any E39 fixture to bring out the UV during Growth stages !   <p>UV light activates a plants defense mechanisms.   <p>UV causes plants to produce oils, antioxidant vitamins and flavonoids to protect themselves from the damaging effects of UV.   ,p>These compounds produce the vibrant colors,smells and tastes of your plants.   PAR: 2,060 mol/m2/s.",,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,0,0,100,Grow Lights Ballast > Bulbs,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/39.jpg,,,,,,,,,
,,,,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,0,0,0,Trimmers,,,,,,,,,,,,,,,,
,,,SPEEDEE TRIM Corded- Cordless TRIMMER,1,0,visible,,"<p>SPEEDEE TRIM  <p>PRECISION HAND TRIMMING TOOLS  <li>Until now, growers didn't have any quality alternatives for automated trimming.  <p>All the large scale trimming machines operate under the same principle of either rolling, bouncing, or dragging your flowers across a rotating or oscillating blade that tends to remove more trichomes than leaf material.   <p>No trimmer manufacturer has ever adequately addressed the need for a trimmer that can accurately remove water leaves and stems while at the same time having the ability to volume trim the bulk of the flower.  <p>Unlike any of the other trimmers, Speedee Trim's custom angled teeth at the blade tip allow you to get into the tight spots on your plants removing only what you want to take off while leaving the surrounding foliage intact providing you with a finished trim identical to that of scissors.   <li> Also, the main body of the blade can be used for volume trimming the sides of the flower in a fraction of the time.  No other automated trimmer on the market at any price has the versatility and multiple manicuring functions as the Speedee Trim.  <li> Each Trimmer comes with 1 Blade of  & 1 Blade Scrubber Box  <li>Can also be used in conjunction with any of the larger scale trimming machines for a final trim.ï»¿",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,0,0,0,Trimmers,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/2a.piranha-Corded.jpg logo.jpg,,,,,,,,,UNO
,,,Corded Trimmer with Piranha Blade-Dry Trim,1,0,visible,,,,,taxable,standard,1,notify,1,2,0,0,0,0,Thank you for your purchase!,389,389,100,Trimmers,,,,,,,,,,,,,,,,UNO
,,,CBD FREEZEÂ® Pain Relief,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,69.99,69.99,100,HEMP CBD,,,,,,,,,,,,,,,,UNO
,,,CBDÂ Oil 250mg 1oz Spearment Flavor,1,0,visible,,"CBDÂ Oil 250mg 1oz Spearmint Flavor  <p>250+mg cannabinoids | 5mg of cannabinoids Per Serving  <li>Non GMO and Organic  <li>100% USAÂ OIL  <p>Full Hemp Extract also can Contain CBG, CBN, CBC, Terpenes, Phenols, & Flavonoides to Provide the Entourage Effect  <p>Made from Organic Hemp Cultivated in the USA ONLY Grown and Produced  Supercritical CO2 Extraction Provides the Gentle Approach to Produce the Highest Quality Hemp Oils & Extracts",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,0,0,0,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/tinchers.jpg,,,,,,,,,UNO
,,,CBD Oil 250mg 1oz Spearment Flavor,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,54.99,54.99,0,HEMP CBD,,,,,,,,,,,,,,,,UNO
,,,CBD Full Spectrum Liquid Capsules 25mg,1,0,visible,,"CBD Full Spectrum Liquid Capsules 25mg   <p> CBD Oil Capsules 25mg  <p>CBD Capsules With Full Spectrum CBD Oil With Zero THC  <li>25mg Per Capsule  <li>100% USA Oil  <li>30 Capsule Bottle  <p>Full Spectrum Blend (CBD,CBC,CBN,CBA and more)  Hemp Genix CBDÂ Oil CapsulesÂ contains Full Spectrum CBD HempÂ Oil and natural Hemp Extract.  <p>Since all our products  contains only tiny traces (or no) THC, you canâ€™t possibly get a high or any psychoactive effects from taking them.  Each serving of oneÂ capsules contains 25% phytocannabinoids Rich Full Spectrum Hemp oil",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,0,0,0,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/x25mg-liquid-caps-600x600.png.pagespeed.ic.PKobCB4sTa.png,,,,,,,,,UNO
,,,CBD Full Spectrum Liquid Capsules 25mg,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,72.99,72.99,100,HEMP CBD,,,,,,,,,,,,,,,,
,,,Athletes Total Body CBD Capsules (WADA Compliant),1,0,visible,,<p>Conforms to WADA zero THC regulations  Every Capsule contains the following amounts  <li>100mg CBD  <li>100mg MCT Oil Powder  <li>100mg Acai Powder  <li>100mg Arnica Powder  <li>100mg Creatine + HMB  <li>3000mg CBD Per Bottle,,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,0,0,0,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/perofmance tabs 100gm.jpg,,,,,,,,,UNO
,,,Athletes Total Body CBD Capsules (WADA Compliant),1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,84.99,84.99,100,HEMP CBD,,,,,,,,,,,,,,,,UNO
,,,ABOUT US,1,0,visible,,"<p>Designed to grab, go and fit into daily life. We are committed to only all natural products, distilled to purity from cannabis sativa and cannabis indica plants grown under strict guidelines.  <p>Recovery is more than just a pill, an operation or a regimen; its a way of life, a recognition of the sacred link between mind and body that is central to a healthy existence.  <p> We recognize and strive to enhance that connection with every product we create.   <p>We believe that life should not just be endured, but enjoyed, wholly and without reserve.  <p>We realize our environmental and social responsibilities and examine our use of water, lighting, paper, and expendable resources. We commit to taking care of the people and places where we live and to protect the planet.  <p>We make it a point to help protect the gifts of nature that  we consume for our economic models in care of our business and communities, by integrating environmental preservation into our business processes and practices.  <p>Skyline Botanicals is the OEM white label Company  <p>Our  custom built 30,000sqft hemp extraction and refinement location in Salem Oregon, is one of North  America's largest fully licensed, purpose built CBD production facilities.   <p>Our facility services industry leaders with bulk CBD oil, distillate and derivatives and allows  Skyline Botanicals to provide our customers with the  most cost effective solution for the highest grade source  CBD",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,0,0,0,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/extractors.jpg,,,,,,,,,UNO
,,,Hemplucid Wax Dab 200 gm.,1,0,visible,,"<p>Hemplucid CBD Dab Wax contains 200mg of ultra-refined CBD concentrate.  <p> We use a solvent-less supercritical CO2 extraction process that yields a high potency golden yellow CBD wax that is rich in terpenes.  <li>This product is designed for vape pens, wax chambers, and dab nails..  <p>This product contains trace amounts of THC, less than 0.3% which is the federally allowable limit.   <p>This ingredient may cause a false positive on certain drug tests. Exercise caution when using Hemplucid products.",,,taxable,standard,1,notify,1,0.6,0,0,0,0,Thank you for your purchase!,44.99,44.99,0,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/hemplucid-cbd-wax_preview.jpeg.jpg,,,,,,,,,UNO
,,,Hemplucid CBD Dab Wax contains 200mg,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,0,0,100,HEMP CBD,,,,,,,,,,,,,,,,
,,,Nano Whole-Plant CBD Concentrate,1,0,visible,,"<p> Nano CBD water Mixed with our macro full-spectrum CBD extract in 32oz. Oral administration of CBD in nano form will maximize absorption rates because the super small particles begin onset almost immediately in the mouth.  <p>The ability for nano particles to move throughout the body and affect cells can mean higher potency and faster onset, even for lower doses.Â   *This product contains trace amounts of THC, less than 0.3% which is the federally allowable legal limit. This ingredient may cause a false positive on certain drug tests. Exercise caution when using  products.*",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,199,199,0,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/nano-960_preview.jpeg.jpg,,,,,,,,,
,,,House cutting solution,1,0,visible,,House Cutting Solution  Blend of rooting products and B+  Ready to use  <p>dip cutting in solution for 10 secounds,,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,0,0,0,Propagation Supplies,,,,,,,,,,,,,,,,
,,,House cutting solution 4 oz.,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,3.98,3.98,100,Propagation Supplies,,,,,,,,,,,,,,,,
,,,House cutting solution 16 oz.,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,14,14,0,Propagation Supplies,,,,,,,,,,,,,,,,
,,,Hemplucid Gummies,1,0,visible,,"<p>Hemplucid Whole-Plantâ„¢ CBD Gummies  <p> deliver a carefully pre-measured 25mg dose of cannabidiol right into your Endocannabinoid System (ECS).   <li>After ingestion, CBD interacts with ECS receptors in the brain, nervous system, and immune system.  <p> The ECS has a far reach, playing a part in functions such as pain management, anxiety, depression, inflammation, sleep, and appetite.  ROUTE OF DELIVERY  <li> Oral â€¢ l Inhalation l Sublingual   l Topical  <p>DELIVERY SPEED  <li>Immediate l â€¢ Rapid â€¢ l Extended  <p>CBD BASE  <li> Whole-Plantâ„¢â€¢   l Isoterpâ„¢",,,taxable,standard,1,notify,1,3,12,12,12,0,Thank you for your purchase!,0,0,0,HEMP CBD,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/IMG_5740_66d931a5-8530-4111-834e-756c23c9b8e7_160x.JPG,,,,,,,,,UNO
,,,CBD Gummies 5/pk 25 mg.,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,34.95,34.95,100,HEMP CBD,,,,,,,,,,,,,,,,
,,,CBD Gummies 30ct. 25mg,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,134.95,134.95,100,HEMP CBD,,,,,,,,,,,,,,,,
,,,CMH DIGILAMP 945 E39 mogal,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,179,179,100,Grow Lights Ballast > Bulbs,,,,,,,,,,,,,,,,
,,,microBIOMETERÂ®,1,0,visible,,<p><br>Prolific Earth Sciences  <p>The ultimate tool for determining soil health and fertility  <p>microBIOMETERÂ® allows you to estimate the microbial biomass in your soil in 10 minutes for 10% of the cost of a lab test. Results are read and stored on your cellphone or tablet and in the cloud for access across all your devices.  <p>Why you need the microBIOMETERÂ®  <p>microBIOMETERÂ® measures the amount of microbes less than 100 Âµm in size in a sample of soil or compost tea â€“ these are the microbes that form the basis of the food web.   <p>It is well documented that microbial biomass is the best indicator of soil fertility: nutrition poor and challenged soils have very low microbial populations and that successful remediation results in an increase in the microbial population.   <p>The nutrition available to plants in a growing season is,,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,0,0,0,Soil microBIOMETER,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/family 2.jpg,,,,,,,,,
,,,microBIOMETERÂ®Starter kit,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,199,199,100,Soil microBIOMETER,,,,,,,,,,,,,,,,
,,,microBIOMETERÂ® Refill Kis,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,144,144,100,Soil microBIOMETER,,,,,,,,,,,,,,,,
,,,"SunBlaster | LED Strip Lights 36"" (6/cs)",1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,79.95,79.95,100,Grow Lights Ballast > Fluorescent Fixtures,,,,,,,,,,,,,,,,Sunblaster
,,,CBD Gummies 30 Count/ 25 mg.,1,0,visible,,,,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,134.95,134.95,100,HEMP CBD,,,,,,,,,,,,,,,,
