ID,Title,Content,Excerpt,Date,"Post Type",Permalink
14658,"UNO-VHO 4'-4 Tube Lighting System",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-vho-4-4-tube-lighting-system-2/
14660,"Himalaya VHO 4' T5 Triphosphor Grow 95W 6500K",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/himalaya-vho-4-t5-triphosphor-grow-95w-6500k/
14661,"Himalaya VHO 4' T5 Triphosphor Bloom 95W 2900K",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/himalaya-vho-4-t5-triphosphor-bloom-95w-2900k/
14662,"Himalaya XHO 4' T5 Triphosphor Grow 110W 6500K",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/himalaya-xho-4-t5-triphosphor-grow-110w-6500k/
14663,"Himalaya XHO 4' T5 Triphosphor Bloom 110W 2900K",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/himalaya-xho-4-t5-triphosphor-bloom-110w-2900k/
14664,"TRIMPRO UNPLUGGED","New TRIMPRO Trimmer! Introducing the NEW TRIMPRO UNPLUGGED™! The First Hand-Operated Trimmer from the Makers of the Best Trimmers in the World. Trimpro has introduced their first hand-operated trimming machine. The TRIMPRO UNPLUGGED. Designed similar to the famous Trimpro Rotors, although a little smaller, the economical machine is perfect for the smaller grower that needs a great trimmer at an affordable price. The smaller size makes the trimmer very portable. The hand crank operates a system of gears that enables the fingers that rotate the product at a slower speed than the trimming blades spinning below. This results in complete speed control. With the adjustable blade height, you can customize the final product to match your specifications. Minimum effort is needed to operate the trimmer. TRIMPRO UNPLUGGED is new standard in hand-operated trimmers!     Specifications: Weight: 8 lbs. Diameter: 14 inches Height: 9 inches",,"September 3, 2019",product,http://hmoonhydroponics.com/product/trimpro-unplugged/
14665,"TRIMPRO UNPLUGGED",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/trimpro-unplugged-2/
14668,"All Mesh Extraction Bags","Growers around the world have found the benefits of using extraction bags. Either for bubble bags or guano extraction and tea making. What they have also found, is that heavy sediments quickly clog pumps and filters, resulting in pump failure and clogged emitters. Enjoy the benefits of using guanos and making teas with ease. Our bags our serge seamed to give you years of service. These extraction kits come in multiple micron sizes so you can have the ultimate say in what size particulate you want to strain. All sets come complete with a pressing screen 9"" x 9"" and storage bag.    •25, 73, & 220 mesh count bags Guano Filtration All Mesh Multi-Bags- Multiple Uses   •220 Micron Mesh   •5 Gallon bag capacity   •Works in Washing Machine   •Compost Tea   •Works for wet or Dry Ice Extraction",,"September 3, 2019",product,http://hmoonhydroponics.com/product/all-mesh-extraction-bags/
14669,"All Mesh Extraction Bags - 3 Bag Kit",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/all-mesh-extraction-bags-3-bag-kit/
14670,"EcoPlus Submersible Pumps","This submersible water pump is great for everything from fountains to hydroponic systems. Powerful oil free high magnetic rotor. Ceramic shaft and bearing insures reliability. Trouble free one moving part. Strainer protects impeller from damage. One year warranty. Eco185- 26.5 watts 4ft max height, Eco264- 28 watts 6.5 ft max height, Eco396- 36 watts 6.5 ft max height, Eco633- 35 watts 7.5 ft max height",,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-submersible-pumps/
14671,"EcoPlus 185 GPH",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-185-gph/
14673,"EcoPlus 264 GPH",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-264-gph/
14674,"EcoPlus 396 GPH",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-396-gph/
14675,"EcoPlus 633 GPH",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-633-gph/
14676,"Aqua Heat-Water Heater","Heater tube is fully submersible  Automatic electronic heater  Double heating tube  Very durable and reliable  Easy temperature control  Ideal for saltwater & freshwater  Temp range: 68°F (20°C) to 93°F (34°C)  One year warranty",,"September 3, 2019",product,http://hmoonhydroponics.com/product/aqua-heat-water-heater/
14677,"Aqua Heat 200w",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/aqua-heat-200w/
14679,"Aqua Heat 300w",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/aqua-heat-300w/
14680,"UNO 8"" Big Boy A/C Reflector","This UNO™ Big Boy reflector dwarfs the competition! Size: 41 1/2”x 31 1/2”x 9 2/3” The Giant Among Giant Reflectors • Low Profile! Specially designed under exacting standards to reduce wind drag • 95% reflectivity German aluminum inserts on all 4 sides for maximum reflection • 8”air cooling vents built-in • Hinged tempered glass with steel cable for supporting when opened. • Fully gasketed and sealed for most the most effective heat isolation and cooling. • Aerodynamic lamp and socket holder designed for max airflow • Minimum Hot Spots! Even better, the optimized design minimizes hot spots so your precious garden will stay safe and better lit than ever berfore! • Pre-wired lamp socket and 15ft , 16 # cable • UL listed electric parts  ***DOES NOT QUALIFY FOR FREE SHIPPING***",,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-8-big-boy-a-c-reflector/
14681,"UNO 8"" Big Boy A/C Reflector",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-8-big-boy-a-c-reflector-2/
14683,"Hurricane Inline Fan 4""","Hurricane™ Inline Fans are commercial grade, high performance fans. The housings are made of steel with a durable powder coated finish. Made with quality UL components for quiet operation. Include mounting brackets with easy to follow instructions. Easily installs in minutes.    These fans come with an 8 ft. 120 volt power cord.  5 year manufacturer warranty  Extremely reliable, high performance operation.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/hurricane-inline-fan-4/
14684,"Hydroton (Clay Pebbles)","Hydroton is a clay aggregate manufactured at high-temperature kilns. Clean and dust free Strong pebble structure doesn’t crush 8-16mm pebble size range  <p>  The pellets are uniform in size and have an attractive, natural appearance. Hydroton is a chemically inert medium with a neutral pH, and is reusable, clean and odorless.  <p>  ***THIS ITEM DOES NOT QUALIFY FOR FREE SHIPPING***",,"September 3, 2019",product,http://hmoonhydroponics.com/product/hydroton-clay-pebbles/
14685,"Hydroton 45L Bag",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/hydroton-45l-bag/
14687,"Safer End All 32oz RTU Spray","Kills over 45 different types of insects indoors and out. Wipes out insects & eggs with the combined killing power of pyrethrin & neem oil. Can be used up to day of harvest. For use on fruits, vegetables, flowers, trees & ornamentals.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/safer-end-all-32oz-rtu-spray/
14688,"Dyna-Gro Grow","Liquid Grow™ is an all purpose complete nutrition formula used to promote both foliage and blooms. Ideal for poor, rocky soils, container grown plants and hydroponics. Excellent as a rapid cure for nutrient deficiencies. If you are looking for a single formula to use all of the time on all of your plants, this is the one.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/dyna-gro-grow/
14689,"Dyna Grow Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/dyna-grow-quart/
14691,"Dyna Grow Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/dyna-grow-gallon/
14692,"Dyna Bloom Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/dyna-bloom-quart/
14693,"Dyna-Gro Bloom","Liquid Bloom™ is a low nitrogen, high phosphorus complete nutrition formula specifically formulated to encourage the development of large vibrant blooms. It is ideal for roses, orchids, African violets and all other flowering plants. Liquid Bloom™ supplies a high ratio of nitrate to ammoniacal nitrogen needed to avoid stem elongation in flowering plants and vegetables. Apply Liquid Bloom™ before flower buds appear to help initiate flowering.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/dyna-gro-bloom/
14694,"Dyna Bloom Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/dyna-bloom-gallon/
14696,"Dyna-Gro Pro Tekt","Pro-Tekt® The Silicon Solution® a silicon supplement, supplies higher levels of potassium and silicon to build stronger plant walls. Pro-Tekt® helps increase stem strength and leaf positioning, which improves photosynthesis. It also increases heat, drought and cold tolerance. Use as a supplement with any fertilizer. Recommended for all plants.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/dyna-gro-pro-tekt/
14697,"Earth Juice Grow","Nitrogen formulation for vigorous green growth. It may also be used as a superior general purpose fertilizer that will provide vigorous growth and outstanding production of flowers, vegetables and fruit. It is the best choice for those who prefer to use a single formula.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/earth-juice-grow/
14698,"Earth Juice Bloom","A no nitrogen phosphorous formula that is used to promote buds, flowers, fruit and vegetables. Use at first sign of budding and throughout the production period. Also good for plants that do not require any nitrogen, such as cactus and legumes.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/earth-juice-bloom/
14699,"Earth Juice Meta K","A natural potassium-based formulation for maturing, fruiting, and flowering plants that require more potassium. Increase use prior to and during flowering/fruiting to improve the plant’s ability to support greater yields, build heat and drought tolerances, and to maximize nutrient assimilation.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/earth-juice-meta-k/
14700,"Earth Juice Catalyst","A premium kelp-molasses nutrient based supplement that aids in plant growth and production. For indoor/outdoor plants in soil and hydroponics. To be used as part of a complete fertilization program through all stages of plant development. Also functions as an ideal finishing formula for determinate plants.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/earth-juice-catalyst/
14701,"Earth Juice Microblast","A proprietary liquid micronutrient formula designed to be used to prevent and correct micronutrient deficiencies. For indoor/outdoor plants in soil and hydroponics. May be added to reservoirs, watered in or used as a foliage spray.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/earth-juice-microblast/
14702,"EJ Microblast Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ej-microblast-gallon/
14704,"EJ Meta K Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ej-meta-k-quart/
14706,"EJ Meta K Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ej-meta-k-gallon/
14707,"EJ Bloom Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ej-bloom-quart/
14709,"EJ Bloom Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ej-bloom-gallon/
14710,"EJ Grow Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ej-grow-quart/
14712,"EJ Grow Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ej-grow-gallon/
14713,"EJ Catalyst Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ej-catalyst-quart/
14715,"EJ Catalyst Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ej-catalyst-gallon/
14716,"EJ Microblast Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ej-microblast-quart/
14717,"EcoPlus Leader High Volume Pumps","Eco Plus 230 and 240 are High Volume, Self Priming Multi Stage Pumps that employ Non-Corrosive and Rust-Proof Construction. Illuminated Watertight Off/On Switch makes working in low light a snap. Built In Thermal & Amp Protectors ensure your site stays safe.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-leader-high-volume-pumps/
14718,"2mm Thick 25' Mylar Roll",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/2mm-thick-25-mylar-roll/
14719,"UNO Rope Ratchets","Our new UNO Reflector Hangers compact rope ratchets 1/8"" rope (2 per pack) are perfect for hanging  lights, filters, and other equipment. They have metal components for longer life and strength,the pully system  pulls tight, locks in place, and adjusts easily. Each ratchet holds 75 lbs. so the pair can handle jobs up  to 150 lbs. Great fot hoisting and securing Lighting or carbon filters    Carabiner clips make attaching or removing equipment a snap.  Comes in attractive clam shell packaging.  Package includes:  2 ratchets  4 easy-to-use carabiner clips  2 six-foot 1/8"" Heavy duty cords",,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-rope-ratchets/
14720,"UNO Rope Ratchets",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-rope-ratchets-2/
14722,"Bond 3-Way Soil Meter","Measures moisture content of soil. Lets you know to water. Helps you determine if plant is getting adequate light. Helps you control pH level in soil. No batteries need. For indoor or outdoor use.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/bond-3-way-soil-meter/
14723,"Bond 3-Way Soil Meter",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/bond-3-way-soil-meter-2/
14727,"Green Eye LED Headlight","Ideal for viewing plants at night without disturbing their growth cycle. The lightweight, compact Green Eye™ Headlight easily adjusts with its elastic band and tilting light mount. Ultra bright LED bulbs with 100,000+ hours of burn time. Customize your lamp settings with one click of the button. The settings are 4 lamps, 8 lamps, all lamps and flashing. Water resistant. Allows hands-free tasking. Use three AAA batteries (not included)",,"September 3, 2019",product,http://hmoonhydroponics.com/product/green-eye-led-headlight/
14728,"Green Eye LED Headlight",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/green-eye-led-headlight-2/
14730,"Green Eye LED Flashlight","Ideal for viewing plants at night without disturbing their growth cycle. Light-weight and water-resistant. Each high-intensity LED green bulb lasts over 100,000+ hours. Uses three AAA batteries (not included).",,"September 3, 2019",product,http://hmoonhydroponics.com/product/green-eye-led-flashlight/
14731,"Green Eye LED Flashlight",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/green-eye-led-flashlight-2/
14733,"Green LED Caplight","Ideal for viewing plants at night without disturbing their growth cycle. The lightweight, compact Cap Light easily attaches to hat brims. Made for rugged treatment and powered with 2 lithium coin batteries for up to 96 hours use. Ultra bright LED bulbs with 100,000+ hours of burn time. Completely water resistant. Allows hands-free tasking.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/green-led-caplight/
14734,"Green LED Caplight",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/green-led-caplight-2/
14736,"EcoPlus Pump Filter Bags","Protect your pumps! A submersible pump is inserted into this filter bag to prevent sediment from clogging it. Use of the filter bag will prolong the life and reduce cleaning/maintenance of the pump. A must have for EVERY pump!    Small Filter Bag works with the following pumps: Eco 66, Eco 100 and Eco 132.    Large Filter Bag works with the following pumps: Eco 185, Eco 264, Eco 396, Eco 633, Mag Drive 250 & 350, Little Giant PE-1, LG 1, NK-1 and NK-2.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-pump-filter-bags/
14737,"EcoPlus Small Pump filter Bag",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-small-pump-filter-bag/
14739,"EcoPlus Large Pump Filter Bag",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-large-pump-filter-bag/
14740,"G.H. Growforce Single Outlet Air Pump","Grow Force offers you the options of controlling the flow of the air with a adjustable dial!",,"September 3, 2019",product,http://hmoonhydroponics.com/product/g-h-growforce-single-outlet-air-pump/
14741,"Growforce Single Outlet",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/growforce-single-outlet/
14743,"EcoPlus Air Pumps","Widely used to provide oxygen in aquariums, fish farms and hydroponic systems.     Convenient to operate without oil or much noise.  Cylinders and pistons are made of excellent materials, making the pump strong, durable.  Will meet many requirements of pumps with air dividers from four to twenty-two outlets.  One year warranty.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-air-pumps/
14744,"Eco Air-2 Two Outlet",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/eco-air-2-two-outlet/
14746,"EcoPlus Commercial Air Pumps","Widely used to provide oxygen in aquariums, fish farms and hydroponic systems. One year warranty.  Will meet many requirements of pumps with air dividers from four to twenty-two outlets.  Cylinders and pistons are made of excellent materials, making the pump strong, durable. Convenient to operate without oil or much noise.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/ecoplus-commercial-air-pumps/
14747,"Eco Commercial Air-3",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/eco-commercial-air-3/
14749,"Eco Commercial Air-5",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/eco-commercial-air-5/
14750,"UNO Grow Tents","<ul><li >Larger than competitive huts to accommodate any 4’ x 4’ tray or other growing systems.  <li >Thick black canvas Oxford material exterior.   <li>Silver interior is 30% more reflective than white plastic interior. <li>Heavy-duty zippers.   <p><li>Metal framing is made of strong and durable steel tubing with spring inside.   <li>Venting and cord holes offer sleeves with draw strings to seal the exit ports around ducting and cords.   <li> zipper doors in the back for easy access on both sides of the Grow Tent (not on 2x4 model)  <li>Includes bracket to support exhaust fan and filter.</ul>  <p>***THIS ITEM DOES NOT QUALIFY FOR FREE SHIPPING***</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-grow-tents/
14751,"UNO 4' X 4' X 6.5' (48"" X 48"" X 78"") Grow Tent",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-4-x-4-x-6-5-48-x-48-x-78-grow-tent/
14753,"Digital Timers","The digital timer is capable of 8 different programs per day and can be set for daily use or for a multitude of different weekly programs. The digital timer has a built in battery backup to protect your programming during power interruptions.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/digital-timers/
14754,"UNO Single Mechanical Timer",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-single-mechanical-timer/
14756,"6"" Net Pot",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/6-net-pot/
14757,"5"" Net Pot",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/5-net-pot/
14758,"3"" Net Pot",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/3-net-pot/
14759,"18"" Max-Fan, 3490 CFM",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/18-max-fan-3490-cfm/
14760,"10 in. hose clamps",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/10-in-hose-clamps/
14761,"12 in. hose clamps",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/12-in-hose-clamps/
14762,"Q-Max Ultra Quiet Fans","New Q-Max Fans from Can Fan have a built in Silencer for Ultra quiet scrubbing!    5 year warranty  Built-in silencer/muffler  German Engineered  </script>CFM RPM Max Watts Amps Diameter Length Blade Design Housing Inlet/Outlet  Q-Max 10"" 1019 2990 228 1.9 12.25"" 26.75"" Mixed Flow Galvanized 10""  Q-Max 12"" 1708 3374 489 4.1 13.75"" 26.50"" Mixed Flow Galvanized 12""",,"September 3, 2019",product,http://hmoonhydroponics.com/product/q-max-ultra-quiet-fans/
14764,"14"" Can-Duct Premium 3-ply Ducting w/ clamps",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/14-can-duct-premium-3-ply-ducting-w-clamps/
14765,"16"" Can-Duct 3-ply Premium Ducting w/ clamps",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/16-can-duct-3-ply-premium-ducting-w-clamps/
14766,"18"" Can-Duct 3-ply Premium Ducting w/ Clamps",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/18-can-duct-3-ply-premium-ducting-w-clamps/
14767,"Long Term Storage Bags","These metallic long term storage bags are suitable for storage of any fresh or dried food products that require a completely impervious seal for long term storage.  These bags can be cut down to specific sizes and permanently soldered closed at any length with a hot iron. Some come with a ziploc enclosure",,"September 3, 2019",product,http://hmoonhydroponics.com/product/long-term-storage-bags/
14768,"22.5"" x 18"" Storage Bag",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/22-5-x-18-storage-bag/
14770,"12"" x 18"" x 3"" Storage Bag (ziploc)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/12-x-18-x-3-storage-bag-ziploc/
14771,"Liquid Bud Start 500ml",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-bud-start-500ml/
14772,"Liquid Bud Start 1L",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-bud-start-1l/
14773,"Liquid Bud Start 4L",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-bud-start-4l/
14774,"Liquid Bud Start 250ml",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-bud-start-250ml/
14775,"Liquid Bud Boom 250ml",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-bud-boom-250ml/
14776,"Liquid Bud Boom 1L",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-bud-boom-1l/
14777,"Liquid Bud Boom 4L",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-bud-boom-4l/
14778,"Liquid Ton-O-Bud 250ml",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-ton-o-bud-250ml/
14779,"Liquid Ton-O-Bud 500ml",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-ton-o-bud-500ml/
14780,"Liquid Ton-O-Bud 1L",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-ton-o-bud-1l/
14781,"Liquid Ton-O-Bud 4L",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-ton-o-bud-4l/
14782,"Liquid Carbo Blast 250ml",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-carbo-blast-250ml/
14783,"Liquid Carbo Blast 500ml",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-carbo-blast-500ml/
14784,"Liquid Carbo Blast 1L",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-carbo-blast-1l/
14785,"Liquid Carbo Blast 4L",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-carbo-blast-4l/
14786,"Liquid Bud Boom 500ml",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/liquid-bud-boom-500ml/
14787,"Carbo Blast 300g",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/carbo-blast-300g/
14788,"ONA Spray","Would you like the air in your car, home or office to smell fresh and clean? Then use the ONA Spray -Pro scent or Fresh Linen scent! It leaves a clean smelling scent while neutralizing odors",,"September 3, 2019",product,http://hmoonhydroponics.com/product/ona-spray/
14789,"ONA Fresh Linen Spray 8oz",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ona-fresh-linen-spray-8oz/
14791,"ONA Pro Spray 8oz",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ona-pro-spray-8oz/
14792,"Clonex Clone Solution","Clonex® Clone Solution is a clone specific nutrient (food) formulated using a special blend of minerals, vitamins, wetting agents, and a root promoter.   Used with Clonex® Rooting Gel Compound or any other rooting agent, it encourages rapid root development while helping to minimize stress. Clonex® Clone Solution is the result of extensive horticultural research and is designed to work together with Clonex Rooting Compound (above) or other rooting agents for outstanding results.   Clonex® Clone Solution contains specific micro nutrients and root enhancing agents, carefully formulated to initiate and nourish new root cells.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/clonex-clone-solution/
14793,"Clonex Solution 32oz",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/clonex-solution-32oz/
14795,"Clonex Solution Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/clonex-solution-gallon/
14796,"Hydrodyamics Clonex Mist","<p>Clonex® Mist is a root stimulator to be used on both your mother plants and clones.  <li> It is designed to work in conjunction with Clonex® Gel to produce vigorous healthy cuttings with strong roots.   <li>It is used to mist cuttings at regular intervals during the rooting process. Clonex® Mist contains no hormones and is completely safe and non-toxic.   <li>It is supplied in a black mister bottle 100Ml, 300ml, 750ml,- ready to use - with a full, illustrated instruction sheet.   Now also in concentrated Quart size (makes 5 gallon)",,"September 3, 2019",product,http://hmoonhydroponics.com/product/hydrodyamics-clonex-mist/
14797,"Clonex Mist 100ml Spray Bottle",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/clonex-mist-100ml-spray-bottle/
14799,"Clonex Clone Kit","<br>The Clonex Kit -is an all-inclusive cloning kit for both beginners and experienced growers alike. It containes the items necessary to take cuttings and root them successfully. Use the included Clonex Clone Solution, Clonex Mist, and Clonex Rooting Compound to help your cuttings get the necessary nutrients they need for explosive root growth.   In adition there is an instruction card to help you with questions, a clone tray and a shot glass for dipping. The Clonex Clone Kit ensures that you will have a successful cloning experience each and every time. Success will be fast and easy with this all-inclusive kit.  <br>EVERY GROWER WOULD LOVE TO HAVE THIS KIT!  <br>INCLUDES:  <br>15 ml. Clonex Rooting Compond Gel.  <br>Clonex Mist Spray  <br>Clonex Clone Solution  <br>Shot Glass  <br>Cutting Tray  <br>Instruction Card",,"September 3, 2019",product,http://hmoonhydroponics.com/product/clonex-clone-kit/
14800,"Clonex Clone Kit",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/clonex-clone-kit-2/
14802,Vitamino,"VITAMINO’S 20 aminos- glycine, alanine, valine, leucine, isoleucine, serine, threonine, aspartic acid, glutamic acid, asparagine, glutamine, lysine, arginine, histidine, cysteine, cystine, methionine, proline, phenylalanine, tyrosine, tryptophan.    Botanicare developed Vitamino to preserve balanced plant growth and optimal plant heath in accelerated growth environments. Vitamino uses high impact supplements including select vitamins and all 20 essential amino acids to act either directly, or as cofactors for enzymes that trigger biochemical pathways commonly used in plant tissue culture and lead to the synthesis of essential macromolecules.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/vitamino/
14803,"Vitamino Amino Acid Supplement Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/vitamino-amino-acid-supplement-quart/
14805,"Vitamino Amino Acid Supplement Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/vitamino-amino-acid-supplement-gallon/
14806,"Sun System Galaxy Amp Digital Ballast","<p> SUMMER SALE PRICING  li>Galaxy® state-of-the-art HID ballasts are manufactured to provide today’s serious grower with maximum flexibility & performance.   <li>The Galaxy® Select-A-Watt® is the preferred electronic ballast on the market, offering the ability to run multiple wattage lamps or dim the highest wattage (defined by model).   <li>Galaxy ballasts have an incorporated staggered low current starting feature to avoid inrush problems when running multiple ballasts. The Galaxy low voltage ignition is easier on the lamp start, reducing arc tube wall blackening resulting in a longer more stable lamp life.   <li>Galaxy® Grow Amp ballasts feature the industry’s lowest RFI broadband emissions.  <li>The Galaxy® brand name carries a strong reputation of reliability and performance. Galaxy® Grow Amp™ ballasts come pre-wired with a Sun System® lamp cord receptacle.  <li>ETL listed ballasts  <li>Lightweight  <li>5 year warranty(3 years full & 2 years pro-rated) </ul>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/sun-system-galaxy-amp-digital-ballast/
14807,"Galaxy Amp 400/600/1000/Turbo",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/galaxy-amp-400-600-1000-turbo/
14809,"UNO XXL 8"" Piper","FOR THE SERIOUS GARDNER!  UNO offers an XXL 8” PIPER Air cooled reflector that has hinged glass,Premium Gaskets-Aerodynamic Socket Assembly for Streamlined Airflow.    A Highley Reflective 95% German Alumium Inserts Stoping Hot Sports! Giving a Outsanding Growth Rate and equal distribution of light & A Lifetime Warranty!    <br>-8” air cooling vent built-in  <br>-Interior high reflectivity aluminum offers excellent reflectivity and diffusion  <br>-White powder coated steel housing  <br>-Spring screw for easy bulb installation  <br>-Complete sealed with neoprene gasket for most effective heat isolation and cooling  <br>-Tempered removeable glass with steel cable supporting when opened  <br>-Aerodynamic junction box designed for max airflow  <br>-Air cooling flanges have a bead ring to keep ducting securely in place  <br>-Pre-wired lamp socket and 15ft cable",,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-xxl-8-piper/
14810,"UNO XXL 8"" Piper",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/uno-xxl-8-piper-2/
14812,"Flashgro 50' Roll",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/flashgro-50-roll/
14813,"Flashgro 100' Roll",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/flashgro-100-roll/
