Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Cost per item,Status
cri-series-dli-cri-series-630w-cmh-120v-240v,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/25fd5afc__DLI-CRI-Series-630W-CMH-lamp-view.webp?v=1766351766,2,CRI-Series DLI CRI-Series 630W CMH 120V-240V,,,,,,
cst-1-chrono-sequential-timer,CST-1 Chrono Sequential Timer,"CST-1 Chrono Sequential Timer by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,controllers_timers,"lighting equipment, controllers_timers, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1 Box,,,,,1224,0,shopify,0,continue,manual,99.00,,TRUE,TRUE,0741559020094,https://hmoonhydro.com/wp-content/uploads/2019/08/Sunleaves_SunDial2_Dual_Digital_Timer-1200x675.jpg,,CST-1 Chrono Sequential Timer,FALSE,CST-1 Chrono Sequential Timer,,lb,89.38,active
cst-1-p-timer-frequency-duration,CST-1(P) Timer / frequency & duration,"The CST-1P has solved the age old problem of accurate short cycle timing. The only unit of it's kind designed specifically for the control of grow systems. It is easy to set up and operate. It is equipped with a solid-state time counter with adjustable frequency and duration. The CST-1P function timer has many uses and only a few of them include: fogging or misting, spray stakes or drip system timing, air pumps, CO2 equipment and intake / exhaust fan control. <p> The CST-1P may be set for frequency and duration of timed events. Frequency is the time between the ""on"" and ""off"" cycles. The frequency knob may be set from 7 minutes to 8 hours. Set this for desired time between functions. Duration is the length of time that a specific function or condition must be maintained. Duration may be set from 5 seconds to 30 minutes. Reset feature allows function synchronizing with other system controls. The right side of timer operates short cycle ""on"" times and left side outlets are ""on"" when right side is ""off"". This feature provides an interesting variety of timing combinations. Available with photo sensor to limit operation to daylight periods only (CST-1P) and/or built-in solenoid for emitter system timing. <p> This unit operates on 110V AC with 15 amp switching capacity.",,,catalog_index,"catalog_index; controllers_timers, brand:Unknown",TRUE,,,,,,,hmh00631,2268,shopify,0,continue,manual,305.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/cst-1p.jpg,1,CST-1(P) Timer / frequency & duration,FALSE,CST-1(P) Timer / frequency & duration,The CST-1P has solved the age old problem of accurate short cycle timing. The only unit of it's kind designed specifically for the control of grow systems. It i,lb,,active
cst-1p-chrono-seqential-photo,CST-1P Chrono Seqential Photo,"CST-1P Chrono Seqential Photo by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Lighting Equipment,lighting equipment,TRUE,Size,1 Box,,,,,1225,0,shopify,1,deny,manual,125.00,,TRUE,TRUE,0741559020100,https://hmoonhydro.com/wp-content/uploads/2025/07/SuperBud_Landrace-PHOTO-768x1006.jpg.webp,,CST-1P Chrono Seqential Photo,FALSE,CST-1P Chrono Seqential Photo,,lb,79.29,active
ct-ct-1p-day-night-w-photo,CT-CT-1P Day/Night w/ Photo,"CT-CT-1P Day/Night w/ Photo by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Environment Control,environment control,TRUE,Size,1 Box,,,,,1259,0,shopify,3,deny,manual,181.13,,TRUE,TRUE,0741559010019,https://hmoonhydro.com/wp-content/uploads/2019/09/Green-Hornet-LED-night-light-1200x1200.jpg,,CT-CT-1P Day/Night w/ Photo,FALSE,CT-CT-1P Day/Night w/ Photo,,lb,77.50,active
ct-ct-3p,CT-CT-3P,"CT-CT-3P by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Environment Control,environment control,TRUE,Size,1 Box,,,,,1927,0,shopify,3,deny,manual,241.50,,TRUE,TRUE,0741559010644,,,CT-CT-3P,FALSE,CT-CT-3P,,lb,135.00,active
ct-ct-3p,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/e406b071__safer_garden_fungicide.jpg?v=1766352287,2,CT-CT-3P,,,,,,
ct-dh-1-thermostat-dehumid,CT-DH-1 Thermostat & Dehumid,"CT-DH-1 Thermostat & Dehumid by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,controllers_timers,"environment control, controllers_timers, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1 Box,,,,,1260,0,shopify,2,deny,manual,165.03,,TRUE,TRUE,0741559010026,,,CT-DH-1 Thermostat & Dehumid,FALSE,CT-DH-1 Thermostat & Dehumid,,lb,125.00,active
ct-dh-2-independent-4-outlet,CT-DH-2 Independent 4 Outlet,"CT-DH-2 Independent 4 Outlet by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,electrical_supplies,"environment control, electrical_supplies, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1 Box,,,,,1261,0,shopify,0,continue,manual,181.13,,TRUE,TRUE,0741559010057,,,CT-DH-2 Independent 4 Outlet,FALSE,CT-DH-2 Independent 4 Outlet,,lb,,active
ct-dh-3-syncronized-therm-dehum,CT-DH-3 Syncronized Therm/Dehum,"CT-DH-3 Syncronized Therm/Dehum by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Environment Control,environment control,TRUE,Size,1 Box,,,,,1262,0,shopify,1,deny,manual,184.35,,TRUE,TRUE,0741559010071,,,CT-DH-3 Syncronized Therm/Dehum,FALSE,CT-DH-3 Syncronized Therm/Dehum,,lb,,active
ct-dh-3p-w-photosensor,CT-DH-3P w/ Photosensor,"CT-DH-3P w/ Photosensor by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,controllers_timers,"environment control, controllers_timers, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1 Box,,,,,1263,0,shopify,0,continue,manual,229.43,,TRUE,TRUE,0741559010088,,,CT-DH-3P w/ Photosensor,FALSE,CT-DH-3P w/ Photosensor,,lb,,active
ct-dh-3x,CT-DH-3X,"CT-DH-3X by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Environment Control,environment control,TRUE,Size,1 Box,,,,,1840,0,shopify,0,continue,manual,233.45,,TRUE,TRUE,0741559010132,,,CT-DH-3X,FALSE,CT-DH-3X,,lb,,active
ct-dh-4-syncronized-multi-funct,CT-DH-4 Syncronized Multi-Funct,"CT-DH-4 Syncronized Multi-Funct by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Environment Control,environment control,TRUE,Size,1 Box,,,,,1254,0,shopify,1,deny,manual,201.25,,TRUE,TRUE,0741559010156,https://hmoonhydro.com/wp-content/uploads/2023/06/DLI-Multi-Layer-630-Callout-200x124.webp,,CT-DH-4 Syncronized Multi-Funct,FALSE,CT-DH-4 Syncronized Multi-Funct,,lb,123.75,active
ct-dh-4p-multi-w-photosensor,CT-DH-4P Multi w/ Photosensor,"CT-DH-4P Multi w/ Photosensor by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,controllers_timers,"environment control, controllers_timers, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1 Box,,,,,1255,0,shopify,1,deny,manual,229.43,,TRUE,TRUE,0741559010163,https://hmoonhydro.com/wp-content/uploads/2023/06/DLI-Multi-Layer-630-Callout-200x124.webp,,CT-DH-4P Multi w/ Photosensor,FALSE,CT-DH-4P Multi w/ Photosensor,,lb,,active
ct-ht-2-independent-thermostats,CT-HT-2 Independent Thermostats,"CT-HT-2 Independent Thermostats by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Environment Control,environment control,TRUE,Size,1 Box,,,,,1253,0,shopify,0,continue,manual,165.03,,TRUE,TRUE,0741559010255,,,CT-HT-2 Independent Thermostats,FALSE,CT-HT-2 Independent Thermostats,,lb,104.17,active
curved-trimmers,Curved Trimmers,"Curved Trimmers by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Accessories,accessories,TRUE,,,,,,,,0,shopify,17,deny,manual,12.95,12.99,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/trimeter.jpg,1,Curved Trimmers,FALSE,Curved Trimmers,,lb,,active
cw-503-ph-3-handheld-meter,CW-503 pH-3 Handheld Meter,"CW-503 pH-3 Handheld Meter by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,ph_meters,"environment control, catalog_index; ph_meters, brand:HM Digital",TRUE,Size,1 Pc,,,,,1048,0,shopify,0,continue,manual,58.95,,TRUE,TRUE,0691111997651,https://hmoonhydro.com/wp-content/uploads/2025/03/Starter-Kit-scaled-600x800jpgmicobio-meter-200x267.jpg.webp,,CW-503 pH-3 Handheld Meter,FALSE,CW-503 pH-3 Handheld Meter,,lb,34.98,active
cw-503-ph-3-handheld-meter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/5bc805a9__control_wizard_ph3.jpg?v=1766351523,2,CW-503 pH-3 Handheld Meter,,,,,,
cw495-ph-meterw-remote-probe,CW495 pH MeterW/Remote Probe,"CW495 pH MeterW/Remote Probe by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,ph_meters,"accessories, ph_meters, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1 Pc,,,,,2222,0,shopify,8,deny,manual,62.95,74.95,TRUE,TRUE,0691111065605,https://hmoonhydro.com/wp-content/uploads/2019/08/630-REMOTE-and-adpter-for-print-2017-1214x1214.jpg,,CW495 pH MeterW/Remote Probe,FALSE,CW495 pH MeterW/Remote Probe,,lb,40.76,active
cwp-1382-ppm-solution,CWP 1382 PPM Solution,"CWP 1382 PPM Solution by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,4 oz,,,,,2248,0,shopify,3,deny,manual,5.82,,TRUE,TRUE,0711320201359,https://hmoonhydro.com/wp-content/uploads/2019/09/house_cutting_solution-1070x1070.jpg,,CWP 1382 PPM Solution,FALSE,CWP 1382 PPM Solution,,lb,3.30,active
cyc-4p-repeat-cycle-timer,CYC-4P - Repeat Cycle Timer,"The CycleStat 4P repeat cycle timer has solved the age old problem of accurate short cycle timing. Perfect for plant zone environments, reptile habitats or any other application requiring automatic short cycle switching. No programming required. Easy to set and operate. Microprocessor time counter with adjustable frequency and duration. The CycleStat 4P timer has many uses. Only a few of them include: fogging or misting, spray stakes or drip system timing, air pumps, CO2 equipment and intake or exhaust fan control. The CycleStat may be set for interval and cycle of timed events. Interval is the time between the ""on"" and ""off"" cycles. The interval knob may be set from 5 minutes to 8 hours. Set this for desired time between functions. Cycle is the length of time that a specific function or condition must be maintained. Cycle may be set from 5 seconds to 30 minutes. <p> Automatic reset feature allows function synchronizing with other system controls. Turn the switch off and on again for manual operation. The CycleStat 4P has a built-in photosensor to defeat timing during darkness hours. Photosensor may be switched in or out as desired. Operates on 115V AC with 15A switching capacity. <p> The CycleStat 4P utilizes a duplex piggy-back power cord which provides a combination plug and receptacle design. Insert plug into 115V wall outlet and plug equipment into piggy back receptacle.",Nickel City Wholesale Garden Supply,,catalog_index,"catalog_index; controllers_timers, brand:Unknown",TRUE,,,,,,,hmh00630,2268,shopify,0,continue,manual,190.00,,TRUE,TRUE,0741559020179,https://hmoonhydro.com/wp-content/uploads/2019/08/Sunleaves_SunDial2_Dual_Digital_Timer-1200x675.jpg,,CYC-4P - Repeat Cycle Timer,FALSE,CYC-4P - Repeat Cycle Timer,"The CycleStat 4P repeat cycle timer has solved the age old problem of accurate short cycle timing. Perfect for plant zone environments, reptile habitats or any",lb,95.83,active
cyc-4p-cycle-timer-w-photo,CYC-4P Cycle Timer w/ Photo,"The CycleStat 4P repeat cycle timer has solved the age old problem of accurate short cycle timing. Perfect for plant zone environments, reptile habitats or any other application requiring automatic short cycle switching. No programming required. Easy to set and operate. Microprocessor time counter with adjustable frequency and duration. The CycleStat 4P timer has many uses. Only a few of them include: fogging or misting, spray stakes or drip system timing, air pumps, CO2 equipment and intake or exhaust fan control. The CycleStat may be set for interval and cycle of timed events. Interval is the time between the ""on"" and ""off"" cycles. The interval knob may be set from 5 minutes to 8 hours. Set this for desired time between functions. Cycle is the length of time that a specific function or condition must be maintained. Cycle may be set from 5 seconds to 30 minutes. <p> Automatic reset feature allows function synchronizing with other system controls. Turn the switch off and on again for manual operation. The CycleStat 4P has a built-in photosensor to defeat timing during darkness hours. Photosensor may be switched in or out as desired. Operates on 115V AC with 15A switching capacity. <p> The CycleStat 4P utilizes a duplex piggy-back power cord which provides a combination plug and receptacle design. Insert plug into 115V wall outlet and plug equipment into piggy back receptacle.",Nickel City Wholesale Garden Supply,,catalog_index,"lighting equipment, catalog_index; controllers_timers, brand:Unknown",TRUE,Size,1 Box,,,,,1215,1028747,shopify,0,continue,manual,152.95,,TRUE,TRUE,0741559020179,https://hmoonhydro.com/wp-content/uploads/2019/08/Sunleaves_SunDial2_Dual_Digital_Timer-1200x675.jpg,,CYC-4P Cycle Timer w/ Photo,FALSE,CYC-4P Cycle Timer w/ Photo,"The CycleStat 4P repeat cycle timer has solved the age old problem of accurate short cycle timing. Perfect for plant zone environments, reptile habitats or any",lb,95.83,active
cycodr-repair-3-0-0-treat-chlor,CycoDr.Repair(3-0-0)treat chlor,"CycoDr.Repair(3-0-0)treat chlor by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,nutrients,"nutrients, nutrients, brand:BFG",TRUE,Size,liter,,,,,3364,0,shopify,0,continue,manual,26.95,,TRUE,TRUE,9356312000247,,,CycoDr.Repair(3-0-0)treat chlor,FALSE,CycoDr.Repair(3-0-0)treat chlor,,lb,12.53,active
d-papillon-double-630-240v,D-Papillon Double 630/ 240V,"D-Papillon Double 630/ 240V by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Lighting Equipment,lighting equipment,TRUE,Size,630 Watt CMH,,,,,2886,0,shopify,4,deny,manual,599.00,,TRUE,TRUE,222222299999999999,https://hmoonhydro.com/wp-content/uploads/2019/08/e-papillon-600w-1200x675.jpg,,D-Papillon Double 630/ 240V,FALSE,D-Papillon Double 630/ 240V,,lb,486.00,active
d-papillon-double-630-240v,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/942783a8__Double-dPapillon-630w.jpg?v=1766351599,2,D-Papillon Double 630/ 240V,,,,,,
d-papillon-full-spectrum-240v,D‐Papillon FULL SPECTRUM 240V,"<p>D‐Papillon 315W FULL SPECTRUM Full spectrum <li> “daylight” lamps including UV and Farred <li>Very high lamp eﬃciency of up to 1,90 µmol/W <p>Ultra durable electronic ballast, 50.000 hours average rated life with > 90% survival rate <p>IP23 aluminium housing Bulb rated average life of 16,000 hours with 80% Light output remaining <p>Specifications: <li>Input voltage : 220 ‐ 240 Volt (line—neutral) Input frequency : 50/60 Hz <li>Relative humidity : 25 – 90% (non‐condensing) <li>Reflector material : VEGA™ alu‐ minium high eﬃciency reflector <p>Light source: <li>Luminous flux : 36,000 lumen PPF : DAYLIGHT: 550 μmol; <li>GreenPower 600 µmol <li>Colour temperature : DAYLIGHT 4200K; GreenPower 3100K",Nickel City Wholesale Garden Supply,,grow_lights,"lighting equipment, grow_lights, brand:Nickel City Wholesale Garden Supply",TRUE,Size,315W,,,,,hmh01636,0,shopify,4,deny,manual,350.00,,TRUE,TRUE,122212222222222222,https://hmoonhydro.com/wp-content/uploads/2019/08/d-papillon.jpg,,D‐Papillon FULL SPECTRUM 240V,FALSE,D‐Papillon FULL SPECTRUM 240V,"D‐Papillon 315W FULL SPECTRUM Full spectrum “daylight” lamps including UV and Farred Very high lamp eﬃciency of up to 1,90 µmol/W Ultra durable electronic balla",lb,300.00,active
d-t-e-fish-bone-meal3-16-0,D.T.E Fish Bone Meal3-16-0,"D.T.E Fish Bone Meal3-16-0 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,25 lb,,,,,2835,0,shopify,1,deny,manual,29.19,,TRUE,TRUE,0714360229321,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/aa39b0f9__fish-bone-meal.jpg?v=1766351388,1,D.T.E Fish Bone Meal3-16-0,FALSE,D.T.E Fish Bone Meal3-16-0,,lb,19.26,active
d-t-e-neem-seed-meal-20,D.T.E Neem Seed Meal-20,"D.T.E Neem Seed Meal-20 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,1 lb,,,,,2826,0,shopify,0,continue,manual,48.06,,TRUE,TRUE,0714360013128,https://hmoonhydro.com/wp-content/uploads/2019/08/neem-meal.jpg,,D.T.E Neem Seed Meal-20,FALSE,D.T.E Neem Seed Meal-20,,lb,31.72,active
d-t-e-acid-mix-4-3-6-5,D.T.E. Acid Mix 4 - 3 - 6/5,"D.T.E. Acid Mix 4 - 3 - 6/5 by Hawthorne Hydoponics LLC is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Hawthorne Hydoponics LLC,,nutrients,"nutrients, nutrients, brand:Hawthorne Hydoponics LLC",TRUE,Size,1 lb,,,,,3417,0,shopify,5,deny,manual,14.99,,TRUE,TRUE,0714360078240,https://hmoonhydro.com/wp-content/uploads/2025/04/Silicium-silicic-acid_5.8-DISTRIBUTION-1200x1200.webp,,D.T.E. Acid Mix 4 - 3 - 6/5,FALSE,D.T.E. Acid Mix 4 - 3 - 6/5,,lb,9.00,active
d-t-e-bat-guano-9-3-1-2,D.T.E. Bat Guano 9 - 3 - 1 2,"D.T.E. Bat Guano 9 - 3 - 1 2 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, catalog_index; nutrients, brand:General Hydroponics",TRUE,Size,1 lb,,,,,2903,0,shopify,6,deny,manual,8.85,,TRUE,TRUE,0714360078868,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/fc055205__bat-guano-nitrogen-high.jpg?v=1766351244,1,D.T.E. Bat Guano 9 - 3 - 1 2,FALSE,D.T.E. Bat Guano 9 - 3 - 1 2,,lb,5.08,active
d-t-e-bat-guano-9-3-1-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/c44d567c__bat-guano-phosop-high.jpg?v=1766351246,2,D.T.E. Bat Guano 9 - 3 - 1 2,,,,,,
d-t-e-bio-fish-7-7-2,D.T.E. Bio-Fish 7-7-2/,"D.T.E. Bio-Fish 7-7-2/ by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,nutrients,nutrients,TRUE,Size,5 lb,,,,,2015,0,shopify,0,continue,manual,16.99,,TRUE,TRUE,0714360078042,https://hmoonhydro.com/wp-content/uploads/2019/08/fish-bone-meal-1200x1628.jpg,,D.T.E. Bio-Fish 7-7-2/,FALSE,D.T.E. Bio-Fish 7-7-2/,,lb,7.33,active
d-t-e-kelp-meal-20,D.T.E. Kelp Meal - 20,"D.T.E. Kelp Meal - 20 by Hawthorne Hydoponics LLC is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Hawthorne Hydoponics LLC,,nutrients,"nutrients, nutrients, brand:Hawthorne Hydoponics LLC",TRUE,Size,1 lb,,,,,3190,0,shopify,2,deny,manual,85.99,,TRUE,TRUE,0714360019663,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/153241f1__kelp-meal.jpg?v=1766351954,1,D.T.E. Kelp Meal - 20,FALSE,D.T.E. Kelp Meal - 20,,lb,36.00,active
d-t-e-kelp-meal-1-01-1,D.T.E. Kelp Meal 1-01.-1,"D.T.E. Kelp Meal 1-01.-1 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,5 lb,,,,,3013,0,shopify,4,deny,manual,30.35,,TRUE,TRUE,0714360078134,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/153241f1__kelp-meal.jpg?v=1766351954,1,D.T.E. Kelp Meal 1-01.-1,FALSE,D.T.E. Kelp Meal 1-01.-1,,lb,15.95,active
d-t-e-liquid-bloom-2-6-4-1qt,D.T.E. LIQUID BLOOM 2-6-4 1QT,"D.T.E. LIQUID BLOOM 2-6-4 1QT by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,Quart,,,,,3014,0,shopify,8,deny,manual,16.95,,TRUE,TRUE,0714360132645,https://hmoonhydro.com/wp-content/uploads/2019/08/x25mg-liquid-caps-600x600.png.pagespeed.ic_.PKobCB4sTa-1200x1200.png,,D.T.E. LIQUID BLOOM 2-6-4 1QT,FALSE,D.T.E. LIQUID BLOOM 2-6-4 1QT,,lb,9.95,active
d-t-e-liquid-micronutrient-1qt,D.T.E. LIQUID MICRONUTRIENT 1QT,"D.T.E. LIQUID MICRONUTRIENT 1QT by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,Quart,,,,,3018,0,shopify,3,deny,manual,16.95,,TRUE,TRUE,0714360132225,https://hmoonhydro.com/wp-content/uploads/2019/08/x25mg-liquid-caps-600x600.png.pagespeed.ic_.PKobCB4sTa-1200x1200.png,,D.T.E. LIQUID MICRONUTRIENT 1QT,FALSE,D.T.E. LIQUID MICRONUTRIENT 1QT,,lb,8.95,active
d-t-e-neem-seed-meal-6-1-2,D.T.E. Neem Seed Meal 6-1-2/,"D.T.E. Neem Seed Meal 6-1-2/ by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,seeds,"nutrients, catalog_index; seeds, brand:H Moon Hydro",TRUE,Size,5 lb,,,,,2823,0,shopify,0,continue,manual,24.85,,TRUE,TRUE,0714360078257,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/5c772bd2__neem-meal.jpg?v=1766351905,1,D.T.E. Neem Seed Meal 6-1-2/,FALSE,D.T.E. Neem Seed Meal 6-1-2/,,lb,13.48,active
d-t-e-bat-guano-9-3-1-10,D.T.E.Bat Guano 9 -3 -1: 10,"D.T.E.Bat Guano 9 -3 -1: 10 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,nutrients,"nutrients, nutrients, brand:Sunlight Supply inc.",TRUE,Size,1 lb,,,,,2904,0,shopify,4,deny,manual,34.95,,TRUE,TRUE,0714360027866,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/fc055205__bat-guano-nitrogen-high.jpg?v=1766351244,1,D.T.E.Bat Guano 9 -3 -1: 10,FALSE,D.T.E.Bat Guano 9 -3 -1: 10,,lb,21.38,active
d-t-e-bat-guano-9-3-1-10,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/c44d567c__bat-guano-phosop-high.jpg?v=1766351246,2,D.T.E.Bat Guano 9 -3 -1: 10,,,,,,
d-t-e-bat-guano-9-3-1-10,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/1941f858__guano_bags.jpg?v=1766351249,3,D.T.E.Bat Guano 9 -3 -1: 10,,,,,,
d-t-e-granular-humic-acids,D.T.E.Granular Humic Acids,"D.T.E.Granular Humic Acids by dte is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",dte,,nutrients,"nutrients, nutrients, brand:dte",TRUE,Size,5 lb,,,,,3007,0,shopify,0,continue,manual,12.95,,TRUE,TRUE,222222222222222222,https://hmoonhydro.com/wp-content/uploads/2019/08/humic-meal-mix.jpg,,D.T.E.Granular Humic Acids,FALSE,D.T.E.Granular Humic Acids,,lb,4.87,active
d-t-e-high-nitrogen-bat-25,D.T.E.High Nitrogen Bat 25,"D.T.E.High Nitrogen Bat 25 by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,nutrients,"nutrients, catalog_index; nutrients, brand:General Hydroponics",TRUE,Size,1 lb,,,,,1556,0,shopify,6,deny,manual,86.95,,TRUE,TRUE,0714360127870,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/fc055205__bat-guano-nitrogen-high.jpg?v=1766351244,1,D.T.E.High Nitrogen Bat 25,FALSE,D.T.E.High Nitrogen Bat 25,,lb,49.79,active
