Variant SKU,Handle,Title,Variant Price,Variant Inventory Qty,Top Candidate Item Number,Top Candidate Item Name,Top Candidate Score,Top Candidate Qty Total,Top Candidate Regular Price,POS Item Number,POS Item Name,POS Size,POS Qty Total,POS Regular Price,POS On Order Qty,POS Vendor,Match Score,Confidence,Review Notes,Alt1 Item Number,Alt1 Item Name,Alt1 Score,Alt2 Item Number,Alt2 Item Name,Alt2 Score,Review Status,Status Reason,Score Delta vs Alt
hmh00207,floraduo-a-6-gal,FloraDuo A 6 gal,158.5,0.0,1916.0,FloraDuo (Part-B) 6Gal,1.003,2.0,146.63,1916,FloraDuo (Part-B) 6Gal,6 Gal,2.0,146.63,0,Nickel City Wholesale Garden Supply,1.003,needs-review,Needs review: close alt 1917 (Δ=0.000),1917,FloraDuo (Part-A) 6Gal,1.003,196.0,FloraDuo (Part-B) Gal,0.996,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0749 <= alt 0.0749; fuzzy ratio: best 0.5151515151515151 >= alt 0.5151515151515151; Score delta 0.000,0.0
hmh00210,floraduo-b-1-gal,FloraDuo B 1 gal,35.89,0.0,196.0,FloraDuo (Part-B) Gal,1.336,7.0,40.96,196,FloraDuo (Part-B) Gal,1 Gal,7.0,40.96,0,NGW,1.336,needs-review,Needs review: close alt 197 (Δ=0.010),197,FloraDuo (Part-A) Gal,1.326,3138.0,Athena Grow A 4-0-1 Gal.,1.114,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.1413 <= alt 0.1418; fuzzy ratio: best 0.5740740740740741 >= alt 0.5555555555555556; Score delta 0.010,0.010000000000000009
hmh00209,floraduo-b-1-qt,FloraDuo B 1 qt,15.89,0.0,193.0,FloraDuo (Part-B) Qt,1.327,21.0,16.37,193,FloraDuo (Part-B) Qt,1 Qt,21.0,16.37,0,NGW,1.327,needs-review,Needs review: close alt 195 (Δ=0.011),195,FloraDuo (Part-A) Qt,1.316,196.0,FloraDuo (Part-B) Gal,0.911,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0302 <= alt 0.0302; fuzzy ratio: best 0.5576923076923077 >= alt 0.5384615384615384; Score delta 0.011,0.010999999999999899
hmh00208,floraduo-b-16-oz,FloraDuo B 16 oz,11.09,0.0,3154.0,ph up 16 oz,0.826,0.0,11.73,3154,ph up 16 oz,16 oz,0.0,11.73,0,Nickel City Wholesale Garden Supply,0.826,needs-review,Needs review: close alt 2900 (Δ=0.003),29,Physan 20™ 16 oz,0.824,3229.0,Orca® Liquid Mycorrhizae 16 oz.,0.77,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0577 <= alt 0.0812; fuzzy ratio: best 0.375 >= alt 0.3703703703703703; Score delta 0.002,0.0020000000000000018
hmh00212,floraduo-b-6-gal,FloraDuo B 6 gal,170.0,0.0,1916.0,FloraDuo (Part-B) 6Gal,1.003,2.0,146.63,1916,FloraDuo (Part-B) 6Gal,6 Gal,2.0,146.63,0,Nickel City Wholesale Garden Supply,1.003,needs-review,Needs review: close alt 1917 (Δ=0.008),1917,FloraDuo (Part-A) 6Gal,0.995,196.0,FloraDuo (Part-B) Gal,0.986,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.1375 <= alt 0.1375; fuzzy ratio: best 0.5151515151515151 >= alt 0.5; Score delta 0.008,0.007999999999999896
hmh00175,floragro-16-oz,FloraGro 16 oz,10.39,0.0,3154.0,ph up 16 oz,0.823,0.0,11.73,3154,ph up 16 oz,16 oz,0.0,11.73,0,Nickel City Wholesale Garden Supply,0.823,needs-review,Needs review: close alt 2900 (Δ=0.002),29,Physan 20™ 16 oz,0.821,3229.0,Orca® Liquid Mycorrhizae 16 oz.,0.76,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.1290 <= alt 0.1540; fuzzy ratio: best 0.3695652173913043 >= alt 0.3653846153846153; Score delta 0.002,0.0020000000000000018
hmh00232,florakleen-1-gal,FloraKleen 1 gal,24.29,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.096,4.0,45.0,3138,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.096,needs-review,Needs review: close alt 3139 (Δ=0.000),3139,Athena Grow B 1-3-5 Gal.,1.096,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.095,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.8526 <= alt 0.8526; fuzzy ratio: best 0.3801652892561983 >= alt 0.3801652892561983; Score delta 0.000,0.0
hmh00189,floranova-bloom-16-oz,FloraNova Bloom 16 oz,15.89,0.0,2900.0,Physan 20™ 16 oz,0.777,1.0,11.99,29,Physan 20™ 16 oz,16 oz.,1.0,11.99,0,Sunlight Supply inc.,0.777,needs-review,Verify vs alt 3154 (score 0.740),3154,ph up 16 oz,0.74,3229.0,Orca® Liquid Mycorrhizae 16 oz.,0.723,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.2454 <= alt 0.2618; fuzzy ratio: best 0.4067796610169492 >= alt 0.3396226415094339; Score delta 0.037,0.03700000000000003
hmh00187,floranova-grow-1-gal,FloraNova Grow 1 gal,92.3,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.16,4.0,45.0,3138,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.16,needs-review,Needs review: close alt 3139 (Δ=0.000),3139,Athena Grow B 1-3-5 Gal.,1.16,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.156,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.5125 <= alt 0.5125; fuzzy ratio: best 0.4961240310077519 >= alt 0.4961240310077519; Score delta 0.000,0.0
hmh00185,floranova-grow-16-oz,FloraNova Grow 16 oz,15.89,0.0,2900.0,Physan 20™ 16 oz,0.829,1.0,11.99,29,Physan 20™ 16 oz,16 oz.,1.0,11.99,0,Sunlight Supply inc.,0.829,needs-review,Needs review: close alt 3154 (Δ=0.018),3154,ph up 16 oz,0.81,3229.0,Orca® Liquid Mycorrhizae 16 oz.,0.758,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.2454 <= alt 0.2618; fuzzy ratio: best 0.3793103448275862 >= alt 0.3461538461538461; Score delta 0.019,0.018999999999999906
hmh01391,gaia-mania-gallon,Gaia Mania Gallon,50.0,0.0,2349.0,Gaia Mania Gal,0.755,6.0,51.32,2349,Gaia Mania Gal,1 Gal,6.0,51.32,0,,0.755,needs-review,Verify vs alt 2350 (score 0.706),235,Gaia Mania 2.5Gal,0.706,3462.0,Rainmaker 2 Gallon (8 Liter),0.669,ready-alt-validated,token overlap: best 3 >= alt 3.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0264 <= alt 1.0528; fuzzy ratio: best 0.3809523809523809 >= alt 0.375; Score delta 0.049,0.049000000000000044
hmh00564,garden-fungicide-1-gal,Garden Fungicide 1 gal,16.95,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.11,4.0,45.0,3138,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.11,needs-review,Needs review: close alt 3139 (Δ=0.000),3139,Athena Grow B 1-3-5 Gal.,1.11,3632.0,Athena Grow B 1-3-5 /5 Gal.,1.108,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 1.6549 <= alt 1.6549; fuzzy ratio: best 0.4060150375939849 >= alt 0.4060150375939849; Score delta 0.000,0.0
,gmo-og-auto-seed-8-pack,,,,3579.0,AUTO GMO Auto,1.385,0.0,,3579,AUTO GMO Auto,8 PK,0.0,,0,@Flowers-HEMP,1.385,needs-review,Needs review: close alt 3257 (Δ=0.008),3257,"G.M.O. Auto ""OG""",1.377,,Cannabis Seed AUTO,1.054,ready-alt-validated,token overlap: alt missing; number overlap: alt missing; size overlap: alt missing; price delta: alt missing; fuzzy ratio: alt missing; Score delta 0.008,0.008000000000000007
,grease-gun-auto-seed-8pk,Grease Gun Auto-Seed 8pk,50.0,0.0,3560.0,Facefat Strain Auto FEM,0.691,0.0,,356,Facefat Strain Auto FEM,8pk,0.0,,0,@Flowers-HEMP,0.691,needs-review,Verify vs alt 3545 (score 0.532),3545,NANO SULFURTERPENE Boost 250ml.,0.532,3648.0,GREASE yellow Finisher 1 liter,0.528,ready-strong-gap,Match score exceeds alt by 0.159,0.15899999999999992
,grease-gun-auto-seed-8pk,,,,3560.0,Facefat Strain Auto FEM,0.664,0.0,,356,Facefat Strain Auto FEM,8pk,0.0,,0,@Flowers-HEMP,0.664,needs-review,Verify vs alt  (score 0.567),,Cannabis Seed AUTO,0.567,3579.0,AUTO GMO Auto,0.566,ready-no-alt,No alternate candidate available,0.09700000000000009
,grodan-gro-block-improved-gr22-jumbo-with-hole-6-x-6-x-4-case-of-64,"Grodan Gro-Block Improved  Jumbo with Hole, 6"" x 6"" x 4"" - Case of 64",5.4,0.0,1459.0,Grodan Gro 6 x 6 x 6 HUGO,0.677,0.0,3.75,1459,Grodan Gro 6 x 6 x 6 HUGO,6x6x6,0.0,3.75,0,Hawthorne Hydoponics LLC,0.677,needs-review,Verify vs alt 1460 (score 0.590),146,Grodan Gro 6x6x4 Jumbo,0.59,3434.0,"PARAGRO Jumbo, 6"" x 6""x4""",0.502,ready-strong-gap,Match score exceeds alt by 0.087,0.08700000000000008
,grow-grease-fermented-vegetative-plant-juice,Grow Grease * Fermented Vegetative Plant Juice,29.97,100.0,3542.0,GREASE CANNABLOOM FERMENTED 250,0.675,0.0,29.95,3542,GREASE CANNABLOOM FERMENTED 250,250 ml.,0.0,29.95,0,GEASE,0.675,needs-review,Verify vs alt 3544 (score 0.629),3544,Fermented vegetative canna 250,0.629,3605.0,GREASE Fermented Cannabis Kit,0.598,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best inf <= alt inf; fuzzy ratio: best 0.4642857142857143 >= alt 0.3926380368098159; Score delta 0.046,0.04600000000000004
,gummibears-auto-seed-8pk,Gummibears Auto-Seed 8pk,50.0,0.0,3560.0,Facefat Strain Auto FEM,0.666,0.0,,3563,Gummibears 41.2% Day-50/50-11G.,12 gram,0.0,50.0,0,@Flowers-HEMP,0.653,needs-review,auto-resolved: alt price proximity,3563,Gummibears 41.2% Day-50/50-11G.,0.653,3582.0,G.M.O. X MendoBreath/ Auto,0.494,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best inf <= alt inf; fuzzy ratio: best 0.5039370078740157 >= alt 0.5039370078740157; Score delta 0.000,0.0
,gummibears-auto-seed-8pk,,,,3560.0,Facefat Strain Auto FEM,0.635,0.0,,356,Facefat Strain Auto FEM,8pk,0.0,,0,@Flowers-HEMP,0.635,needs-review,Verify vs alt 3563 (score 0.598),3563,Gummibears 41.2% Day-50/50-11G.,0.598,3579.0,AUTO GMO Auto,0.545,manual-alt-stronger,token overlap: best 2 >= alt 2.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best inf <= alt inf; fuzzy ratio: alt 0.3529411764705882 > best 0.2954545454545454,0.03700000000000003
hmh01395,herculean-harvest-gallon,Herculean Harvest Gallon,36.0,0.0,2358.0,Herculean Harvest Gal,0.761,4.0,38.99,2358,Herculean Harvest Gal,1 Gal,4.0,38.99,0,Nickel City Wholesale Garden Supply,0.761,needs-review,auto-resolved: price proximity,2359,Herculean Harvest 2.5Gal,0.748,1366.0,Neptune's Fish  2 - 4 -1,0.705,manual-review,Needs human confirmation,0.013000000000000012
hmh01394,herculean-harvest-quart,Herculean Harvest Quart,17.0,0.0,2357.0,Herculean Harvest Qt,0.761,-1.0,12.32,2357,Herculean Harvest Qt,1 Qt,-1.0,12.32,0,Nickel City Wholesale Garden Supply,0.761,needs-review,auto-resolved: text similarity,1714,Harvest Moon-All Purpose Qt,0.735,3384.0,Neptunes Harvest 32oz 2-4-2,0.698,ready-gap,Match score exceeds alt by 0.026,0.026000000000000023
hmh00293,holland-secret-grow-4l,Holland Secret Grow 4L,37.95,0.0,1575.0,Holland Secret Micro 4L. 5-0-2,1.154,13.0,42.98,1575,Holland Secret Micro 4L. 5-0-2,4 Liter,13.0,42.98,0,Nickel City Wholesale Garden Supply,1.154,needs-review,Needs review: close alt 1579 (Δ=0.015),1579,Holland Secret Bloom 4L. 0-6-4,1.139,1577.0,Holland Secret Grow 4L 2-1-7,0.957,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 0.1325 <= alt 0.1325; fuzzy ratio: best 0.6438356164383562 >= alt 0.6164383561643836; Score delta 0.015,0.014999999999999902
hmh01518,hortilux-lu400-watt-htl-en,Hortilux LU400 Watt/HTL/EN,45.5,0.0,3039.0,Hortilux® LU 1000 DE/HTL Double,0.701,7.0,149.95,3039,Hortilux® LU 1000 DE/HTL Double,1,7.0,149.95,0,Nickel City Wholesale Garden Supply,0.701,needs-review,auto-resolved: price proximity,138,HORTILUX DE 1000-VS,0.679,3454.0,HORTILUX DE 1000-VS,0.679,ready-gap,Match score exceeds alt by 0.022,0.02199999999999991
hmh01517,hortilux-lu600-watt-htl-en-hps,Hortilux LU600 Watt/HTL/EN HPS,45.5,0.0,3039.0,Hortilux® LU 1000 DE/HTL Double,0.661,7.0,149.95,3039,Hortilux® LU 1000 DE/HTL Double,1,7.0,149.95,0,Nickel City Wholesale Garden Supply,0.661,needs-review,auto-resolved: text similarity,3512,Hortilux 600W CHM lamp,0.632,1380.0,HORTILUX DE 1000-VS,0.629,ready-gap,Match score exceeds alt by 0.029,0.029000000000000026
hmh00353,humboldt-bloom-5-gal,Humboldt Bloom 5 gal,117.0,0.0,3281.0,Athena Bloom A 5 Gal,1.502,1.0,200.0,3281,Athena Bloom A 5 Gal,5 gallon,1.0,200.0,0,Athena,1.502,needs-review,Needs review: close alt 3282 (Δ=0.000),3282,Athena Bloom B 5 Gal,1.502,3136.0,Athena Bloom A 4-0-5 Gal.,1.48,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.7094 <= alt 0.7094; fuzzy ratio: best 0.512 >= alt 0.512; Score delta 0.000,0.0
hmh00342,humboldt-grow-1-gal,Humboldt Grow 1 gal,29.84,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.471,4.0,45.0,3138,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.471,needs-review,Needs review: close alt 3139 (Δ=0.000),3139,Athena Grow B 1-3-5 Gal.,1.471,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.468,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.5080 <= alt 0.5080; fuzzy ratio: best 0.4566929133858268 >= alt 0.4566929133858268; Score delta 0.000,0.0
hmh00365,humboldt-master-a-1-gal,Humboldt Master A 1 gal,70.2,0.0,563.0,Master-A Gal,1.189,-19.0,73.0,563,Master-A Gal,1 Gal,-19.0,73.0,0,Nickel City Wholesale Garden Supply,1.189,needs-review,Needs review: close alt 567 (Δ=0.008),567,Master-B Gal,1.181,3138.0,Athena Grow A 4-0-1 Gal.,1.099,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0399 <= alt 0.0399; fuzzy ratio: best 0.549618320610687 >= alt 0.5343511450381679; Score delta 0.008,0.008000000000000007
hmh00364,humboldt-master-a-1-qt,Humboldt Master A 1 qt,23.4,0.0,562.0,Master-A Qt,1.181,10.0,22.87,562,Master-A Qt,1 Qt,10.0,22.87,0,Nickel City Wholesale Garden Supply,1.181,needs-review,Needs review: close alt 566 (Δ=0.009),566,Master-B Qt,1.172,574.0,FlavorFul Qt,0.93,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0226 <= alt 0.0226; fuzzy ratio: best 0.5354330708661418 >= alt 0.5196850393700787; Score delta 0.009,0.009000000000000119
hmh00366,humboldt-master-a-2-5-gal,Humboldt Master A 2.5 gal,146.24,0.0,564.0,Master-A 2.5Gal,1.114,2.0,142.95,564,Master-A 2.5Gal,2.5 Gal,2.0,142.95,0,Nickel City Wholesale Garden Supply,1.114,needs-review,Needs review: close alt 568 (Δ=0.008),568,Master-B 2.5Gal,1.106,3411.0,Athena I.P.M. /5 Gal,1.01,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 2 >= alt 2.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0225 <= alt 0.0225; fuzzy ratio: best 0.5857142857142857 >= alt 0.5714285714285714; Score delta 0.008,0.008000000000000007
hmh00369,humboldt-master-b-1-gal,Humboldt Master B 1 gal,70.2,0.0,567.0,Master-B Gal,1.189,5.0,73.0,567,Master-B Gal,1 Gal,5.0,73.0,0,Nickel City Wholesale Garden Supply,1.189,needs-review,Needs review: close alt 563 (Δ=0.008),563,Master-A Gal,1.181,3138.0,Athena Grow A 4-0-1 Gal.,1.107,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0399 <= alt 0.0399; fuzzy ratio: best 0.549618320610687 >= alt 0.5343511450381679; Score delta 0.008,0.008000000000000007
hmh00368,humboldt-master-b-1-qt,Humboldt Master B 1 qt,23.4,0.0,566.0,Master-B Qt,1.181,9.0,22.87,566,Master-B Qt,1 Qt,9.0,22.87,0,Nickel City Wholesale Garden Supply,1.181,needs-review,Needs review: close alt 562 (Δ=0.009),562,Master-A Qt,1.172,574.0,FlavorFul Qt,0.93,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0226 <= alt 0.0226; fuzzy ratio: best 0.5354330708661418 >= alt 0.5196850393700787; Score delta 0.009,0.009000000000000119
hmh00370,humboldt-master-b-2-5-gal,Humboldt Master B 2.5 gal,146.24,0.0,568.0,Master-B 2.5Gal,1.114,2.0,142.95,568,Master-B 2.5Gal,2.5 Gal,2.0,142.95,0,Nickel City Wholesale Garden Supply,1.114,needs-review,Needs review: close alt 564 (Δ=0.008),564,Master-A 2.5Gal,1.106,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.014,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 2 >= alt 2.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0225 <= alt 0.0225; fuzzy ratio: best 0.5857142857142857 >= alt 0.5714285714285714; Score delta 0.008,0.008000000000000007
hmh00376,humboldt-oneness-1-gal,Humboldt Oneness 1 gal,85.08,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.085,4.0,45.0,3138,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.085,needs-review,Needs review: close alt 3139 (Δ=0.000),3139,Athena Grow B 1-3-5 Gal.,1.085,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.085,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.4711 <= alt 0.4711; fuzzy ratio: best 0.3609022556390977 >= alt 0.3609022556390977; Score delta 0.000,0.0
hmh00442,humboldt-sticky-foliar-feed-16-oz,Humboldt Sticky Foliar Feed 16 oz,16.0,0.0,2900.0,Physan 20™ 16 oz,0.668,1.0,11.99,29,Physan 20™ 16 oz,16 oz.,1.0,11.99,0,Sunlight Supply inc.,0.668,needs-review,Needs review: close alt 3154 (Δ=0.002),3154,ph up 16 oz,0.666,3229.0,Orca® Liquid Mycorrhizae 16 oz.,0.656,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.2506 <= alt 0.2669; fuzzy ratio: best 0.2957746478873239 >= alt 0.2923076923076923; Score delta 0.002,0.0020000000000000018
hmh00387,hydro-deuce-16-oz,Hydro-Deuce 16 oz,12.62,0.0,3154.0,ph up 16 oz,0.844,0.0,11.73,3154,ph up 16 oz,16 oz,0.0,11.73,0,Nickel City Wholesale Garden Supply,0.844,needs-review,Needs review: close alt 2900 (Δ=0.004),29,Physan 20™ 16 oz,0.84,3229.0,Orca® Liquid Mycorrhizae 16 oz.,0.726,manual-alt-stronger,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: alt 0.0499 closer than best 0.0705; fuzzy ratio: best 0.4081632653061224 >= alt 0.4,0.0040000000000000036
,hydro-logic-110v-pressure-booster-pump-for-stealth,Hydro-Logic® 110V Pressure Booster Pump for Stealth,180.0,0.0,1010.0,Booster Pump for Stealth RO,0.732,7.0,184.75,101,Booster Pump for Stealth RO,1 Pc,7.0,184.75,0,Nickel City Wholesale Garden Supply,0.732,needs-review,Verify vs alt 1009 (score 0.529),1009,Booster Pump for Merlin Garden,0.529,1247.0,Subterra Root Booster 0-1-1,0.407,ready-strong-gap,Match score exceeds alt by 0.203,0.20299999999999996
hmh01745,hydrodyamics-clonex-mist-300ml,Hydrodyamics Clonex Mist 300Ml,25.26,0.0,2993.0,Clonex Mist 750 ML,0.69,5.0,52.0,2993,Clonex Mist 750 ML,740 ml,5.0,52.0,0,Nickel City Wholesale Garden Supply,0.69,needs-review,Verify vs alt 3036 (score 0.593),3036,Clonex Mist Concentrate Qt.,0.593,2892.0,Clonex Mist 300 grams,0.589,ready-strong-gap,Match score exceeds alt by 0.097,0.09699999999999998
hmh01608,hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient-2-5-gallon,HydroDynamics Ionic® Grow 3-1-5 Premium Plant Nutrient 2.5 gallon,100.0,0.0,2449.0,Ionic Grow Gal. 3-1-5,0.709,15.0,56.1,2449,Ionic Grow Gal. 3-1-5,1 Gal,15.0,56.1,0,Nickel City Wholesale Garden Supply,0.709,needs-review,auto-resolved: stronger numeric overlap,3357,Ionic PK Boost 2.5 Gallon,0.691,2225.0,Ionic Siol Bloom 5 gallon,0.674,manual-review,Needs human confirmation,0.018000000000000016
hmh01606,hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient-qt,HydroDynamics Ionic® Grow 3-1-5 Premium Plant Nutrient Qt.,22.44,0.0,2446.0,Ionic Grow Qt 3-1-5,0.772,39.0,22.44,2446,Ionic Grow Qt 3-1-5,1 Qt,39.0,22.44,0,Nickel City Wholesale Garden Supply,0.772,needs-review,Verify vs alt 2452 (score 0.677),2452,Ionic Soil/Coco Grow Qt3-1-5,0.677,3553.0,Ionic® Bloom 3 - 2 - 6 Qt.,0.641,ready-strong-gap,Match score exceeds alt by 0.095,0.09499999999999997
,introducing-the-scietetics-coco-8-block-1-5gal,"Introducing the SCIETETICS COCO 8"" BLOCK / 1.5Gal,",4.88,0.0,2624.0,Mother Earth® Coco 1.8 cu.Ft.,0.677,0.0,30.23,2624,Mother Earth® Coco 1.8 cu.Ft.,1.8 cu. ft.,0.0,30.23,0,Hawthorne Hydoponics LLC,0.677,needs-review,Verify vs alt 1644 (score 0.617),1644,Mother Earth Coco + Perlite Mix,0.617,2454.0,Ionic Soil/Coco Grow Gal. 3-1-5,0.573,ready-strong-gap,Match score exceeds alt by 0.060,0.06000000000000005
,introducing-the-scietetics-coco-8-block-1-5gal,,,,2624.0,Mother Earth® Coco 1.8 cu.Ft.,0.64,0.0,30.23,2624,Mother Earth® Coco 1.8 cu.Ft.,1.8 cu. ft.,0.0,30.23,0,Hawthorne Hydoponics LLC,0.64,needs-review,Verify vs alt 1644 (score 0.579),1644,Mother Earth Coco + Perlite Mix,0.579,2263.0,Big Mama  8 in x 8 in x 8  1 pi,0.558,ready-strong-gap,Match score exceeds alt by 0.061,0.061000000000000054
hmh00305,jungle-green-10-kg,Jungle Green 10 kg,400.0,0.0,1617.0,Jungle Green 2kg,0.705,6.0,56.4,1617,Jungle Green 2kg,2 Kg,6.0,56.4,0,Nickel City Wholesale Garden Supply,0.705,needs-review,Verify vs alt 2847 (score 0.610),2847,Yield Up 10 Kg.,0.61,1616.0,Jungle Green 500g,0.536,ready-strong-gap,Match score exceeds alt by 0.095,0.09499999999999997
hmh00237,koolbloom-16-lb,KoolBloom 16 lb,235.0,0.0,104.0,MaxiBloom 16Lb,0.694,5.0,124.5,105,Kool Bloom Soluable 16Lb,16 Lb,7.0,229.71,0,Nickel City Wholesale Garden Supply,0.692,needs-review,auto-resolved: alt price proximity,105,Kool Bloom Soluable 16Lb,0.692,103.0,MaxiGro 16Lb,0.642,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0225 <= alt 0.0225; fuzzy ratio: best 0.4545454545454545 >= alt 0.4545454545454545; Score delta 0.000,0.0
hmh00236,koolbloom-2-2-lb,KoolBloom 2.2 lb,31.09,0.0,2903.0,D.T.E. Bat Guano 9 - 3 - 1 2 lb,0.796,6.0,8.85,413,Granular Mycorrhizae 3 - 1 - 2,1 pound,0.0,19.99,0,,0.775,needs-review,auto-resolved: alt price proximity,413,Granular Mycorrhizae 3 - 1 - 2,0.775,3586.0,D.T.E.Bio-Live™ 5-4-2 - 25lb,0.768,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.3570 <= alt 0.3570; fuzzy ratio: best 0.28125 >= alt 0.28125; Score delta 0.000,0.0
hmh00346,mayan-microzyme1-gal,Mayan Microzyme1 gal,250.0,0.0,3411.0,Athena I.P.M. /5 Gal,0.714,0.0,425.0,3411,Athena I.P.M. /5 Gal,5 gal,0.0,425.0,0,Athena,0.714,needs-review,auto-resolved: price proximity,3138,Athena Grow A 4-0-1 Gal.,0.705,3139.0,Athena Grow B 1-3-5 Gal.,0.705,manual-review,Needs human confirmation,0.009000000000000008
,meet-source-turbo,Meet Source Turbo,600.0,0.0,1113.0,Source Extracter,0.774,3.0,599.0,1113,Source Extracter,1 oz.,3.0,599.0,0,Nickel City Wholesale Garden Supply,0.774,needs-review,Verify vs alt 3009 (score 0.398),3009,TurboKloneT24 ClonerTurbo &Dome,0.398,2358.0,Herculean Harvest Gal,0.291,ready-strong-gap,Match score exceeds alt by 0.376,0.376
hmh01903,microbiometer-refill-kit,microBIOMETER® Refill Kit,100.0,0.0,439.0,microBIOMETER®Starter kit,0.663,10.0,135.0,439,microBIOMETER®Starter kit,10 test,10.0,135.0,0,Nickel City Wholesale Garden Supply,0.663,needs-review,Verify vs alt 2019 (score 0.571),2019,Advanced Nutrients Starter Kit,0.571,339.0,Micro Irrigation Kit,0.548,ready-strong-gap,Match score exceeds alt by 0.092,0.09200000000000008
