Product Title,SKU,Price,Handle,Product URL
Humboldt Grow 5 gal,hmh00344,$117.00,humboldt-grow-5-gal,https://h-moon-hydro.myshopify.com/products/humboldt-grow-5-gal
Humboldt Bloom 1 qt,hmh00350,$11.70,humboldt-bloom-1-qt,https://h-moon-hydro.myshopify.com/products/humboldt-bloom-1-qt
Hum-Bolt 2.5 gal,hmh00409,$134.56,hum-bolt-2-5-gal,https://h-moon-hydro.myshopify.com/products/hum-bolt-2-5-gal
Humboldt DueceDuece 1 gal,hmh00373,$70.00,humboldt-dueceduece-1-gal,https://h-moon-hydro.myshopify.com/products/humboldt-dueceduece-1-gal
Hum-Bolt 1 qt,hmh00407,$17.56,hum-bolt-1-qt,https://h-moon-hydro.myshopify.com/products/hum-bolt-1-qt
Great White Shark (Feminised) Super Skunk x Brazilian x South Indian.-5 SEED,,$45.00,great-white-shark-feminised-super-skunk-x-brazilian-x-south-indian-5-seed,https://h-moon-hydro.myshopify.com/products/great-white-shark-feminised-super-skunk-x-brazilian-x-south-indian-5-seed
Grease Gun Auto-Seed 8pk,,$50.00,grease-gun-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/grease-gun-auto-seed-8pk
,,$0.00,grease-gun-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/grease-gun-auto-seed-8pk
Garden Fungicide 32 oz,hmh00563,$9.95,garden-fungicide-32-oz,https://h-moon-hydro.myshopify.com/products/garden-fungicide-32-oz
Holland Secret Micro H.W 10L,hmh00291,$150.00,holland-secret-micro-h-w-10l,https://h-moon-hydro.myshopify.com/products/holland-secret-micro-h-w-10l
Hard Water Flora Micro 6 gal,hmh00169,$130.00,hard-water-flora-micro-6-gal,https://h-moon-hydro.myshopify.com/products/hard-water-flora-micro-6-gal
Holy Punch (Feminised) The Church x Grape Photo 5 Seed,,$45.00,holy-punch-feminised-the-church-x-grape-photo-5-seed,https://h-moon-hydro.myshopify.com/products/holy-punch-feminised-the-church-x-grape-photo-5-seed
,,$0.00,holy-punch-feminised-the-church-x-grape-photo-5-seed,https://h-moon-hydro.myshopify.com/products/holy-punch-feminised-the-church-x-grape-photo-5-seed
General Organics Starter Box,hmh00038,$56.25,general-organics-starter-box,https://h-moon-hydro.myshopify.com/products/general-organics-starter-box
Gaia Mania Gallon,hmh01391,$50.00,gaia-mania-gallon,https://h-moon-hydro.myshopify.com/products/gaia-mania-gallon
Gaia Mania Quart,hmh01390,$17.00,gaia-mania-quart,https://h-moon-hydro.myshopify.com/products/gaia-mania-quart
Grow Natural 2.5 gal,hmh00399,$222.30,grow-natural-2-5-gal,https://h-moon-hydro.myshopify.com/products/grow-natural-2-5-gal
Holland Secret Micro H.W. 1L,hmh00289,$29.00,holland-secret-micro-h-w-1l,https://h-moon-hydro.myshopify.com/products/holland-secret-micro-h-w-1l
GMO Auto-Seed 8pk,,$50.00,gmo-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/gmo-auto-seed-8pk
,,$0.00,gmo-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/gmo-auto-seed-8pk
Holland Secret Micro 23L,hmh00288,$299.00,holland-secret-micro-23l,https://h-moon-hydro.myshopify.com/products/holland-secret-micro-23l
Hard Water Flora Micro 1 gal,hmh00167,$36.58,hard-water-flora-micro-1-gal,https://h-moon-hydro.myshopify.com/products/hard-water-flora-micro-1-gal
Grow Natural 1 qt,hmh00397,$26.32,grow-natural-1-qt,https://h-moon-hydro.myshopify.com/products/grow-natural-1-qt
Grow Big Liquid Plant Food (1 qt),hmh01087,$35.99,grow-big-liquid-plant-food-1-qt,https://h-moon-hydro.myshopify.com/products/grow-big-liquid-plant-food-1-qt
Froot by the Foot Auto -Seed-8 pk,,$50.00,froot-by-the-foot-auto-seed-8-pk,https://h-moon-hydro.myshopify.com/products/froot-by-the-foot-auto-seed-8-pk
,,$0.00,froot-by-the-foot-auto-seed-8-pk,https://h-moon-hydro.myshopify.com/products/froot-by-the-foot-auto-seed-8-pk
GMO OG-Auto – Seed-8 Pack,,$50.00,gmo-og-auto-seed-8-pack,https://h-moon-hydro.myshopify.com/products/gmo-og-auto-seed-8-pack
,,$0.00,gmo-og-auto-seed-8-pack,https://h-moon-hydro.myshopify.com/products/gmo-og-auto-seed-8-pack
Hard Water Flora Micro 2.5 gal,hmh00168,$64.95,hard-water-flora-micro-2-5-gal,https://h-moon-hydro.myshopify.com/products/hard-water-flora-micro-2-5-gal
Herculean Harvest Gallon,hmh01395,$36.00,herculean-harvest-gallon,https://h-moon-hydro.myshopify.com/products/herculean-harvest-gallon
Holland Secret Bloom 1 L,hmh00296,$24.99,holland-secret-bloom-1-l,https://h-moon-hydro.myshopify.com/products/holland-secret-bloom-1-l
Gardening Indoors with Cuttings,hmh00006,$14.95,gardening-indoors-with-cuttings,https://h-moon-hydro.myshopify.com/products/gardening-indoors-with-cuttings
Holland Secret Micro 1L,hmh00285,$28.00,holland-secret-micro-1l,https://h-moon-hydro.myshopify.com/products/holland-secret-micro-1l
Grow Big Liquid Plant Food (1 gal),hmh01088,$70.29,grow-big-liquid-plant-food-1-gal,https://h-moon-hydro.myshopify.com/products/grow-big-liquid-plant-food-1-gal
Holland Secret Starter Pack,hmh01486,$49.95,holland-secret-starter-pack-2,https://h-moon-hydro.myshopify.com/products/holland-secret-starter-pack-2
Hortilux- 1000 W Blue Daylight Metal Halide,hmh01520,$110.00,hortilux-1000-w-blue-daylight-metal-halide,https://h-moon-hydro.myshopify.com/products/hortilux-1000-w-blue-daylight-metal-halide
Hortilux LU600 Watt/HTL/EN HPS,hmh01517,$45.50,hortilux-lu600-watt-htl-en-hps,https://h-moon-hydro.myshopify.com/products/hortilux-lu600-watt-htl-en-hps
Hortilux LU400 Watt/HTL/EN,hmh01518,$45.50,hortilux-lu400-watt-htl-en,https://h-moon-hydro.myshopify.com/products/hortilux-lu400-watt-htl-en
Garlic Jam Auto-Seed 8pk,,$50.00,garlic-jam-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/garlic-jam-auto-seed-8pk
,,$0.00,garlic-jam-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/garlic-jam-auto-seed-8pk
Hawaiian Snow (Feminised) Hawaiian sativa x Laos,,$60.00,hawaiian-snow-feminised-hawaiian-sativa-x-laos,https://h-moon-hydro.myshopify.com/products/hawaiian-snow-feminised-hawaiian-sativa-x-laos
,,$0.00,hawaiian-snow-feminised-hawaiian-sativa-x-laos,https://h-moon-hydro.myshopify.com/products/hawaiian-snow-feminised-hawaiian-sativa-x-laos
Holland Secret Grow 1L,hmh00292,$24.99,holland-secret-grow-1l,https://h-moon-hydro.myshopify.com/products/holland-secret-grow-1l
Holland Secret Grow 10L,hmh00294,$150.00,holland-secret-grow-10l,https://h-moon-hydro.myshopify.com/products/holland-secret-grow-10l
GMO 8+ Auto-Seed 8pk,,$50.00,gmo-8-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/gmo-8-auto-seed-8pk
,,$0.00,gmo-8-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/gmo-8-auto-seed-8pk
,,$0.00,gmo-8-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/gmo-8-auto-seed-8pk
Holland Secret Bloom 23L,hmh00299,$250.00,holland-secret-bloom-23l,https://h-moon-hydro.myshopify.com/products/holland-secret-bloom-23l
Grow Natural 5 gal,hmh00400,$421.20,grow-natural-5-gal,https://h-moon-hydro.myshopify.com/products/grow-natural-5-gal
Holland Secret Grow 4L,hmh00293,$37.95,holland-secret-grow-4l,https://h-moon-hydro.myshopify.com/products/holland-secret-grow-4l
Holland Secret Bloom 10L,hmh00298,$189.00,holland-secret-bloom-10l,https://h-moon-hydro.myshopify.com/products/holland-secret-bloom-10l
GREENPOWERLUMINAIRES  630 double 240V with 1-3K &1-4K lamps,hmh01671,$299.00,greenpowerluminaires-630-double-240v-with-1-3k-1-4k-lamps,https://h-moon-hydro.myshopify.com/products/greenpowerluminaires-630-double-240v-with-1-3k-1-4k-lamps
Garden Fungicide 1 gal,hmh00564,$16.95,garden-fungicide-1-gal,https://h-moon-hydro.myshopify.com/products/garden-fungicide-1-gal
Hard Water Flora Micro 1 qt,hmh00166,$15.94,hard-water-flora-micro-1-qt,https://h-moon-hydro.myshopify.com/products/hard-water-flora-micro-1-qt
Heat Mat Dual Tray,hmh01418,$46.95,heat-mat-dual-tray,https://h-moon-hydro.myshopify.com/products/heat-mat-dual-tray
"GRO PRO 12"" AIR POT",hmh01760,$8.95,gro-pro-12-air-pot,https://h-moon-hydro.myshopify.com/products/gro-pro-12-air-pot
Herculean Harvest Quart,hmh01394,$17.00,herculean-harvest-quart,https://h-moon-hydro.myshopify.com/products/herculean-harvest-quart
GREENPOWERLUNIMAIRES -315 REMOTE ballast,hmh01710,$169.00,greenpowerlunimaires-315-remote-ballast-2,https://h-moon-hydro.myshopify.com/products/greenpowerlunimaires-315-remote-ballast-2
Herculean Harvest 2.5 Gallon,hmh01396,$75.00,herculean-harvest-2-5-gallon,https://h-moon-hydro.myshopify.com/products/herculean-harvest-2-5-gallon
Heat Mat Single Tray,hmh01417,$24.95,heat-mat-single-tray,https://h-moon-hydro.myshopify.com/products/heat-mat-single-tray
Holland Secret Micro 4L,hmh00286,$74.00,holland-secret-micro-4l,https://h-moon-hydro.myshopify.com/products/holland-secret-micro-4l
Holland Secret Grow 23L,hmh00295,$251.00,holland-secret-grow-23l,https://h-moon-hydro.myshopify.com/products/holland-secret-grow-23l
Holland Secret Micro H.W 4L,hmh00290,$74.00,holland-secret-micro-h-w-4l,https://h-moon-hydro.myshopify.com/products/holland-secret-micro-h-w-4l
Holland Secret Micro 10L,hmh00287,$150.00,holland-secret-micro-10l,https://h-moon-hydro.myshopify.com/products/holland-secret-micro-10l
Green Sensation 500ml,hmh01655,$138.00,green-sensation-500ml,https://h-moon-hydro.myshopify.com/products/green-sensation-500ml
Gummibears Auto-Seed 8pk,,$50.00,gummibears-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/gummibears-auto-seed-8pk
,,$0.00,gummibears-auto-seed-8pk,https://h-moon-hydro.myshopify.com/products/gummibears-auto-seed-8pk
FloraNova Grow 2.5 gal,hmh00188,$203.50,floranova-grow-2-5-gal,https://h-moon-hydro.myshopify.com/products/floranova-grow-2-5-gal
Ginormous 2.5 gal,hmh00395,$220.00,ginormous-2-5-gal,https://h-moon-hydro.myshopify.com/products/ginormous-2-5-gal
Fog Dog Auto - Seed-  8 pk,,$50.00,fog-dog-auto-seed-8-pk,https://h-moon-hydro.myshopify.com/products/fog-dog-auto-seed-8-pk
,,$0.00,fog-dog-auto-seed-8-pk,https://h-moon-hydro.myshopify.com/products/fog-dog-auto-seed-8-pk
Grow Natural 1 gal,hmh00398,$93.60,grow-natural-1-gal,https://h-moon-hydro.myshopify.com/products/grow-natural-1-gal
Grandma Enggy's H-2 (1 lt),hmh01010,$29.76,grandma-enggys-h-2-1-lt,https://h-moon-hydro.myshopify.com/products/grandma-enggys-h-2-1-lt
FloraNova Bloom 1 gal,hmh00191,$92.50,floranova-bloom-1-gal,https://h-moon-hydro.myshopify.com/products/floranova-bloom-1-gal
Franco's Lemon Cheese (Feminised) Super Lemon Haze x Exodus Cheese -5 sed,,$50.00,francos-lemon-cheese-feminised-super-lemon-haze-x-exodus-cheese-5-sed,https://h-moon-hydro.myshopify.com/products/francos-lemon-cheese-feminised-super-lemon-haze-x-exodus-cheese-5-sed
"Grodan Gro-Block Improved  Jumbo with Hole, 6"" x 6"" x 4"" - Case of 64",,$5.40,grodan-gro-block-improved-gr22-jumbo-with-hole-6-x-6-x-4-case-of-64,https://h-moon-hydro.myshopify.com/products/grodan-gro-block-improved-gr22-jumbo-with-hole-6-x-6-x-4-case-of-64
Flowerbomb Kush (Feminised) Green Crack x OG Kush photo 5 Seed,,$50.00,flowerbomb-kush-feminised-green-crack-x-og-kush-photo-5-seed,https://h-moon-hydro.myshopify.com/products/flowerbomb-kush-feminised-green-crack-x-og-kush-photo-5-seed
,,$0.00,flowerbomb-kush-feminised-green-crack-x-og-kush-photo-5-seed,https://h-moon-hydro.myshopify.com/products/flowerbomb-kush-feminised-green-crack-x-og-kush-photo-5-seed
Gardening Indoors with Soil & Hydroponics,hmh00003,$24.95,gardening-indoors-with-soil-hydroponics,https://h-moon-hydro.myshopify.com/products/gardening-indoors-with-soil-hydroponics
Holland Secret Bloom 4L,hmh00297,$89.96,holland-secret-bloom-4l,https://h-moon-hydro.myshopify.com/products/holland-secret-bloom-4l
Gardening Indoors with Rockwool,hmh00009,$14.95,gardening-indoors-with-rockwool,https://h-moon-hydro.myshopify.com/products/gardening-indoors-with-rockwool
Gaia Mania 2.5 Gallon,hmh01392,$100.00,gaia-mania-2-5-gallon,https://h-moon-hydro.myshopify.com/products/gaia-mania-2-5-gallon
Heat Mat Thermostat,hmh01419,$34.95,heat-mat-thermostat,https://h-moon-hydro.myshopify.com/products/heat-mat-thermostat
GREENPOWERLUNIMAIRES -315 REMOTE ballast,hmh01696,$80.00,greenpowerlunimaires-315-remote-ballast,https://h-moon-hydro.myshopify.com/products/greenpowerlunimaires-315-remote-ballast
Guano Filtration 220U Washer Bag - 5 gallon,hmh00817,$33.00,guano-filtration-220u-washer-bag-5-gallon,https://h-moon-hydro.myshopify.com/products/guano-filtration-220u-washer-bag-5-gallon
FloraNectar Natural Sugar 2.5 gal,hmh01153,$132.30,floranectar-natural-sugar-2-5-gal,https://h-moon-hydro.myshopify.com/products/floranectar-natural-sugar-2-5-gal
Floralicious Plus 16 oz,hmh00220,$36.39,floralicious-plus-16-oz,https://h-moon-hydro.myshopify.com/products/floralicious-plus-16-oz
FloraNova Bloom 2.5 gal,hmh00192,$203.50,floranova-bloom-2-5-gal,https://h-moon-hydro.myshopify.com/products/floranova-bloom-2-5-gal
Flowmaster - Gallon Meter 3/8 in,hmh00583,$54.00,flowmaster-gallon-meter-3-8-in,https://h-moon-hydro.myshopify.com/products/flowmaster-gallon-meter-3-8-in
FloraNova Grow 1 gal,hmh00187,$92.30,floranova-grow-1-gal,https://h-moon-hydro.myshopify.com/products/floranova-grow-1-gal
FloraNova Grow 1 qt,hmh00186,$29.09,floranova-grow-1-qt,https://h-moon-hydro.myshopify.com/products/floranova-grow-1-qt
FloraNectar Pineapple 1 qt,hmh00226,$22.19,floranectar-pineapple-1-qt,https://h-moon-hydro.myshopify.com/products/floranectar-pineapple-1-qt
FloraNova Grow 16 oz,hmh00185,$15.89,floranova-grow-16-oz,https://h-moon-hydro.myshopify.com/products/floranova-grow-16-oz
FloraNectar Natural Sugar 1 gal,hmh01152,$62.00,floranectar-natural-sugar-1-gal,https://h-moon-hydro.myshopify.com/products/floranectar-natural-sugar-1-gal
Fullgas! (Feminised) Exodus Cheese X Sherbert OG Photo -5 Seed,,$66.00,fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed,https://h-moon-hydro.myshopify.com/products/fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed
,,$0.00,fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed,https://h-moon-hydro.myshopify.com/products/fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed
FloraNova Bloom 1 qt,hmh00190,$29.09,floranova-bloom-1-qt,https://h-moon-hydro.myshopify.com/products/floranova-bloom-1-qt
FloraNova Bloom 16 oz,hmh00189,$15.89,floranova-bloom-16-oz,https://h-moon-hydro.myshopify.com/products/floranova-bloom-16-oz
FloraNectar FruitnFusion 2.5 gal,hmh00225,$139.95,floranectar-fruitnfusion-2-5-gal,https://h-moon-hydro.myshopify.com/products/floranectar-fruitnfusion-2-5-gal
FloraNectar Pineapple 1 gal,hmh00227,$62.00,floranectar-pineapple-1-gal,https://h-moon-hydro.myshopify.com/products/floranectar-pineapple-1-gal
Floralicious Plus 32 oz,hmh00221,$64.20,floralicious-plus-32-oz,https://h-moon-hydro.myshopify.com/products/floralicious-plus-32-oz
Floralicious Plus 8 oz,hmh00219,$23.09,floralicious-plus-8-oz,https://h-moon-hydro.myshopify.com/products/floralicious-plus-8-oz
FloraNectar Coconut 1 gal,hmh01149,$62.00,floranectar-coconut-1-gal,https://h-moon-hydro.myshopify.com/products/floranectar-coconut-1-gal
Floralicious Grow 1 gal,hmh00217,$84.90,floralicious-grow-1-gal,https://h-moon-hydro.myshopify.com/products/floralicious-grow-1-gal
FloraNectar Coconut 1 qt,hmh01148,$21.00,floranectar-coconut-1-qt,https://h-moon-hydro.myshopify.com/products/floranectar-coconut-1-qt
Floralicious Grow 2.5 gal,hmh00218,$194.50,floralicious-grow-2-5-gal,https://h-moon-hydro.myshopify.com/products/floralicious-grow-2-5-gal
FloraNectar FruitnFusion 1 qt,hmh00223,$22.99,floranectar-fruitnfusion-1-qt,https://h-moon-hydro.myshopify.com/products/floranectar-fruitnfusion-1-qt
FloraNectar Coconut 2.5 gal,hmh01150,$139.50,floranectar-coconut-2-5-gal,https://h-moon-hydro.myshopify.com/products/floranectar-coconut-2-5-gal
Floralicious Grow 1 qt,hmh00216,$28.39,floralicious-grow-1-qt,https://h-moon-hydro.myshopify.com/products/floralicious-grow-1-qt
FloraNectar FruitnFusion 1 gal,hmh00224,$62.99,floranectar-fruitnfusion-1-gal,https://h-moon-hydro.myshopify.com/products/floranectar-fruitnfusion-1-gal
Floralicious Plus 1 gal,hmh00222,$224.50,floralicious-plus-1-gal,https://h-moon-hydro.myshopify.com/products/floralicious-plus-1-gal
Floralicious Bloom 2.5 gal,hmh00215,$194.50,floralicious-bloom-2-5-gal,https://h-moon-hydro.myshopify.com/products/floralicious-bloom-2-5-gal
Floralicious Bloom 1 qt,hmh00213,$28.39,floralicious-bloom-1-qt,https://h-moon-hydro.myshopify.com/products/floralicious-bloom-1-qt
Flora Shield 1 gal,hmh00230,$80.50,flora-shield-1-gal,https://h-moon-hydro.myshopify.com/products/flora-shield-1-gal
Flora Bloom 1 gal,hmh00182,$40.99,flora-bloom-1-gal,https://h-moon-hydro.myshopify.com/products/flora-bloom-1-gal
FloraDuo A 1 qt,hmh00204,$15.89,floraduo-a-1-qt,https://h-moon-hydro.myshopify.com/products/floraduo-a-1-qt
FloraKleen 6 gal,hmh00234,$131.50,florakleen-6-gal,https://h-moon-hydro.myshopify.com/products/florakleen-6-gal
FloraDuo A 1 gal,hmh00205,$35.89,floraduo-a-1-gal,https://h-moon-hydro.myshopify.com/products/floraduo-a-1-gal
Flora Micro 16 oz,hmh00170,$11.22,flora-micro-16-oz,https://h-moon-hydro.myshopify.com/products/flora-micro-16-oz
Flavor-Ful 5 gal,hmh00413,$234.00,flavor-ful-5-gal,https://h-moon-hydro.myshopify.com/products/flavor-ful-5-gal
FloraDuo A 6 gal,hmh00207,$158.50,floraduo-a-6-gal,https://h-moon-hydro.myshopify.com/products/floraduo-a-6-gal
FloraDuo B 1 gal,hmh00210,$35.89,floraduo-b-1-gal,https://h-moon-hydro.myshopify.com/products/floraduo-b-1-gal
Flora Micro 1 gal,hmh00172,$46.90,flora-micro-1-gal,https://h-moon-hydro.myshopify.com/products/flora-micro-1-gal
Flavor-Ful 2.5 gal,hmh00412,$134.56,flavor-ful-2-5-gal,https://h-moon-hydro.myshopify.com/products/flavor-ful-2-5-gal
Floralicious Bloom 1 gal,hmh00214,$84.90,floralicious-bloom-1-gal,https://h-moon-hydro.myshopify.com/products/floralicious-bloom-1-gal
FloraKleen 2.5 gal,hmh00233,$57.65,florakleen-2-5-gal,https://h-moon-hydro.myshopify.com/products/florakleen-2-5-gal
FloraKleen 1 gal,hmh00232,$24.29,florakleen-1-gal,https://h-moon-hydro.myshopify.com/products/florakleen-1-gal
Flavor-Ful 1 qt,hmh00410,$17.56,flavor-ful-1-qt,https://h-moon-hydro.myshopify.com/products/flavor-ful-1-qt
Flora Shield 1 pt,hmh00228,$14.95,flora-shield-1-pt,https://h-moon-hydro.myshopify.com/products/flora-shield-1-pt
Extension Fitting (bag of 10),hmh00838,$4.50,extension-fitting-bag-of-10,https://h-moon-hydro.myshopify.com/products/extension-fitting-bag-of-10
FLOAT VALVE 3/8 in. QC -TALL BOY,hmh00946,$19.00,float-valve-3-8-in-qc-tall-boy,https://h-moon-hydro.myshopify.com/products/float-valve-3-8-in-qc-tall-boy
FloraDuo B 1 qt,hmh00209,$15.89,floraduo-b-1-qt,https://h-moon-hydro.myshopify.com/products/floraduo-b-1-qt
Flora Bloom 275 gal,hmh01828,$3215.95,flora-bloom-275-gal,https://h-moon-hydro.myshopify.com/products/flora-bloom-275-gal
EJ Meta K Quart,hmh01287,$12.34,ej-meta-k-quart,https://h-moon-hydro.myshopify.com/products/ej-meta-k-quart
FloraGro 55 gal,hmh01826,$1219.95,floragro-55-gal,https://h-moon-hydro.myshopify.com/products/floragro-55-gal
Flora Bloom 2.5 gal,hmh00183,$73.20,flora-bloom-2-5-gal,https://h-moon-hydro.myshopify.com/products/flora-bloom-2-5-gal
Flashgro 50' Roll,hmh01369,$51.00,flashgro-50-roll,https://h-moon-hydro.myshopify.com/products/flashgro-50-roll
Flora Micro 2.5 gal,hmh00173,$84.30,flora-micro-2-5-gal,https://h-moon-hydro.myshopify.com/products/flora-micro-2-5-gal
FloraGro 2.5 gal,hmh00178,$73.23,floragro-2-5-gal,https://h-moon-hydro.myshopify.com/products/floragro-2-5-gal
FloraBlend 6 gal,hmh00014,$151.50,florablend-6-gal,https://h-moon-hydro.myshopify.com/products/florablend-6-gal
EcoPlus 396 GPH,hmh01263,$27.95,ecoplus-396-gph,https://h-moon-hydro.myshopify.com/products/ecoplus-396-gph
Eye Hortilux e-Start Metal Halide Lamps,hmh01713,$50.00,eye-hortilux-e-start-metal-halide-lamps-2,https://h-moon-hydro.myshopify.com/products/eye-hortilux-e-start-metal-halide-lamps-2
FloraGro 16 oz,hmh00175,$10.39,floragro-16-oz,https://h-moon-hydro.myshopify.com/products/floragro-16-oz
FloraGro 1 gal,hmh00177,$40.99,floragro-1-gal,https://h-moon-hydro.myshopify.com/products/floragro-1-gal
FloraGro 15 gal,hmh01825,$369.50,floragro-15-gal,https://h-moon-hydro.myshopify.com/products/floragro-15-gal
Final Phase (1 gal),hmh01039,$50.54,final-phase-1-gal,https://h-moon-hydro.myshopify.com/products/final-phase-1-gal
Eye Hortilux® LU 1000 DE/HTL Double-Ended,hmh01788,$60.50,eye-hortilux-lu-1000-de-htl-double-ended-2,https://h-moon-hydro.myshopify.com/products/eye-hortilux-lu-1000-de-htl-double-ended-2
Flora Micro 55 gal,hmh01830,$1200.00,flora-micro-55-gal,https://h-moon-hydro.myshopify.com/products/flora-micro-55-gal
FloraGro 6 gal,hmh00179,$147.50,floragro-6-gal,https://h-moon-hydro.myshopify.com/products/floragro-6-gal
FloraBlend gal,hmh00012,$31.69,florablend-gal,https://h-moon-hydro.myshopify.com/products/florablend-gal
Flora Bloom 16 oz,hmh00180,$10.39,flora-bloom-16-oz,https://h-moon-hydro.myshopify.com/products/flora-bloom-16-oz
FloraGro 275 gal,hmh01827,$4908.76,floragro-275-gal,https://h-moon-hydro.myshopify.com/products/floragro-275-gal
Equinox Gallon,hmh01451,$56.60,equinox-gallon,https://h-moon-hydro.myshopify.com/products/equinox-gallon
FloraDuo B 2.5 gal,hmh00211,$79.10,floraduo-b-2-5-gal,https://h-moon-hydro.myshopify.com/products/floraduo-b-2-5-gal
EtOH Pro REV2 Ethanol Botanical Extractor - Odorless Closed-Loop High Volume,,$1900.00,etoh-pro-rev2-ethanol-botanical-extractor-odorless-closed-loop-high-volume,https://h-moon-hydro.myshopify.com/products/etoh-pro-rev2-ethanol-botanical-extractor-odorless-closed-loop-high-volume
,,$0.00,etoh-pro-rev2-ethanol-botanical-extractor-odorless-closed-loop-high-volume,https://h-moon-hydro.myshopify.com/products/etoh-pro-rev2-ethanol-botanical-extractor-odorless-closed-loop-high-volume
"F.H.D. Super Saucer 8""",hmh01190,$1.00,f-h-d-super-saucer-8,https://h-moon-hydro.myshopify.com/products/f-h-d-super-saucer-8
Flora Micro 1 qt,hmh00171,$15.94,flora-micro-1-qt,https://h-moon-hydro.myshopify.com/products/flora-micro-1-qt
Flora Shield 1 qt,hmh00229,$28.75,flora-shield-1-qt,https://h-moon-hydro.myshopify.com/products/flora-shield-1-qt
Face Fat Auto –  8 Seed pk,,$50.00,face-fat-auto-8-seed-pk,https://h-moon-hydro.myshopify.com/products/face-fat-auto-8-seed-pk
,,$0.00,face-fat-auto-8-seed-pk,https://h-moon-hydro.myshopify.com/products/face-fat-auto-8-seed-pk
,,$0.00,face-fat-auto-8-seed-pk,https://h-moon-hydro.myshopify.com/products/face-fat-auto-8-seed-pk
Flora Bloom 1 qt,hmh00181,$13.19,flora-bloom-1-qt,https://h-moon-hydro.myshopify.com/products/flora-bloom-1-qt
FloraDuo B 6 gal,hmh00212,$170.00,floraduo-b-6-gal,https://h-moon-hydro.myshopify.com/products/floraduo-b-6-gal
FloraBlend 2.5 gal,hmh00013,$73.80,florablend-2-5-gal,https://h-moon-hydro.myshopify.com/products/florablend-2-5-gal
Flashgro 100' Roll,hmh01370,$93.80,flashgro-100-roll,https://h-moon-hydro.myshopify.com/products/flashgro-100-roll
FloraDuo B 16 oz,hmh00208,$11.09,floraduo-b-16-oz,https://h-moon-hydro.myshopify.com/products/floraduo-b-16-oz
Final Phase (1 lt),hmh01038,$20.80,final-phase-1-lt,https://h-moon-hydro.myshopify.com/products/final-phase-1-lt
FloraDuo A 2.5 gal,hmh00206,$79.10,floraduo-a-2-5-gal,https://h-moon-hydro.myshopify.com/products/floraduo-a-2-5-gal
FloraDuo A 16 oz,hmh00203,$11.09,floraduo-a-16-oz,https://h-moon-hydro.myshopify.com/products/floraduo-a-16-oz
Flora Micro 6 gal,hmh00174,$120.00,flora-micro-6-gal,https://h-moon-hydro.myshopify.com/products/flora-micro-6-gal
FloraBlend qt,hmh00011,$13.07,florablend-qt,https://h-moon-hydro.myshopify.com/products/florablend-qt
EcoPlus 633 GPH,hmh01264,$48.95,ecoplus-633-gph,https://h-moon-hydro.myshopify.com/products/ecoplus-633-gph
Eye Hortilux® CMH 315 Lamp,hmh01934,$99.00,eye-hortilux-cmh-315-lamp-4,https://h-moon-hydro.myshopify.com/products/eye-hortilux-cmh-315-lamp-4
FloraGro 1 qt,hmh00176,$13.19,floragro-1-qt,https://h-moon-hydro.myshopify.com/products/floragro-1-qt
Flavor-Ful 1 gal,hmh00411,$58.50,flavor-ful-1-gal,https://h-moon-hydro.myshopify.com/products/flavor-ful-1-gal
Flora Bloom 6 gal,hmh00184,$147.50,flora-bloom-6-gal,https://h-moon-hydro.myshopify.com/products/flora-bloom-6-gal
Flora Bloom 15 gal,hmh01823,$240.00,flora-bloom-15-gal,https://h-moon-hydro.myshopify.com/products/flora-bloom-15-gal
Eye Hortilux e-Start Metal Halide  1000Watt,hmh01712,$45.50,eye-hortilux-e-start-metal-halide-1000watt,https://h-moon-hydro.myshopify.com/products/eye-hortilux-e-start-metal-halide-1000watt
Flora Micro 15 gal,hmh01829,$250.00,flora-micro-15-gal,https://h-moon-hydro.myshopify.com/products/flora-micro-15-gal
FLOAT KIT MERLIN GARDEN PRO,hmh00948,$42.00,float-kit-merlin-garden-pro,https://h-moon-hydro.myshopify.com/products/float-kit-merlin-garden-pro
Dyna Bloom Quart,hmh01277,$19.00,dyna-bloom-quart,https://h-moon-hydro.myshopify.com/products/dyna-bloom-quart
Flora Series Performance Pack (Complete 8 week grow/bloom starter kit),hmh01422,$52.95,flora-series-performance-pack-complete-8-week-grow-bloom-starter-kit,https://h-moon-hydro.myshopify.com/products/flora-series-performance-pack-complete-8-week-grow-bloom-starter-kit
Eco Commercial Air-5,hmh01317,$78.95,eco-commercial-air-5,https://h-moon-hydro.myshopify.com/products/eco-commercial-air-5
