handle,title,issue_type,severity,field,current_value,suggested_action
floragro-2-5-gal,FloraGro 2.5 gal,missing_description,minor,description,,Add product description
floragro-2-5-gal,FloraGro 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
florablend-6-gal,FloraBlend 6 gal,missing_description,minor,description,,Add product description
florablend-6-gal,FloraBlend 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
floragro-16-oz,FloraGro 16 oz,missing_description,minor,description,,Add product description
floragro-16-oz,FloraGro 16 oz,missing_sku,info,sku,,Will be auto-generated if needed
floragro-1-gal,FloraGro 1 gal,missing_description,minor,description,,Add product description
floragro-1-gal,FloraGro 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
floragro-15-gal,FloraGro 15 gal,missing_images,minor,images,,Add product images
floragro-15-gal,FloraGro 15 gal,missing_description,minor,description,,Add product description
floragro-15-gal,FloraGro 15 gal,missing_sku,info,sku,,Will be auto-generated if needed
final-phase-1-gal,Final Phase (1 gal),unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
final-phase-1-gal,Final Phase (1 gal),missing_description,minor,description,,Add product description
final-phase-1-gal,Final Phase (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
flora-micro-55-gal,Flora Micro 55 gal,missing_images,minor,images,,Add product images
flora-micro-55-gal,Flora Micro 55 gal,missing_description,minor,description,,Add product description
flora-micro-55-gal,Flora Micro 55 gal,missing_sku,info,sku,,Will be auto-generated if needed
floragro-6-gal,FloraGro 6 gal,missing_description,minor,description,,Add product description
floragro-6-gal,FloraGro 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
florablend-gal,FloraBlend gal,missing_description,minor,description,,Add product description
florablend-gal,FloraBlend gal,missing_sku,info,sku,,Will be auto-generated if needed
flora-bloom-16-oz,Flora Bloom 16 oz,missing_description,minor,description,,Add product description
flora-bloom-16-oz,Flora Bloom 16 oz,missing_sku,info,sku,,Will be auto-generated if needed
floragro-275-gal,FloraGro 275 gal,missing_images,minor,images,,Add product images
floragro-275-gal,FloraGro 275 gal,missing_description,minor,description,,Add product description
floragro-275-gal,FloraGro 275 gal,missing_sku,info,sku,,Will be auto-generated if needed
floraduo-b-2-5-gal,FloraDuo B 2.5 gal,missing_description,minor,description,,Add product description
floraduo-b-2-5-gal,FloraDuo B 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
flora-micro-1-qt,Flora Micro 1 qt,missing_description,minor,description,,Add product description
flora-micro-1-qt,Flora Micro 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
flora-shield-1-qt,Flora Shield 1 qt,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
flora-shield-1-qt,Flora Shield 1 qt,missing_description,minor,description,,Add product description
flora-shield-1-qt,Flora Shield 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
flora-bloom-1-qt,Flora Bloom 1 qt,missing_description,minor,description,,Add product description
flora-bloom-1-qt,Flora Bloom 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
floraduo-b-6-gal,FloraDuo B 6 gal,missing_description,minor,description,,Add product description
floraduo-b-6-gal,FloraDuo B 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
florablend-2-5-gal,FloraBlend 2.5 gal,missing_description,minor,description,,Add product description
florablend-2-5-gal,FloraBlend 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
floraduo-b-16-oz,FloraDuo B 16 oz,missing_description,minor,description,,Add product description
floraduo-b-16-oz,FloraDuo B 16 oz,missing_sku,info,sku,,Will be auto-generated if needed
final-phase-1-lt,Final Phase (1 lt),unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
final-phase-1-lt,Final Phase (1 lt),missing_description,minor,description,,Add product description
final-phase-1-lt,Final Phase (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
floraduo-a-2-5-gal,FloraDuo A 2.5 gal,missing_description,minor,description,,Add product description
floraduo-a-2-5-gal,FloraDuo A 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
floraduo-a-16-oz,FloraDuo A 16 oz,missing_description,minor,description,,Add product description
floraduo-a-16-oz,FloraDuo A 16 oz,missing_sku,info,sku,,Will be auto-generated if needed
flora-micro-6-gal,Flora Micro 6 gal,missing_description,minor,description,,Add product description
flora-micro-6-gal,Flora Micro 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
florablend-qt,FloraBlend qt,missing_description,minor,description,,Add product description
florablend-qt,FloraBlend qt,missing_sku,info,sku,,Will be auto-generated if needed
floragro-1-qt,FloraGro 1 qt,missing_description,minor,description,,Add product description
floragro-1-qt,FloraGro 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
flavor-ful-1-gal,Flavor-Ful 1 gal,missing_description,minor,description,,Add product description
flavor-ful-1-gal,Flavor-Ful 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
flora-bloom-6-gal,Flora Bloom 6 gal,missing_description,minor,description,,Add product description
flora-bloom-6-gal,Flora Bloom 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
flora-bloom-15-gal,Flora Bloom 15 gal,missing_images,minor,images,,Add product images
flora-bloom-15-gal,Flora Bloom 15 gal,missing_description,minor,description,,Add product description
flora-bloom-15-gal,Flora Bloom 15 gal,missing_sku,info,sku,,Will be auto-generated if needed
flora-micro-15-gal,Flora Micro 15 gal,missing_images,minor,images,,Add product images
flora-micro-15-gal,Flora Micro 15 gal,missing_description,minor,description,,Add product description
flora-micro-15-gal,Flora Micro 15 gal,missing_sku,info,sku,,Will be auto-generated if needed
flora-series-performance-pack-complete-8-week-grow-bloom-starter-kit,Flora Series Performance Pack (Complete 8 week grow/bloom starter kit),missing_images,minor,images,,Add product images
flora-series-performance-pack-complete-8-week-grow-bloom-starter-kit,Flora Series Performance Pack (Complete 8 week grow/bloom starter kit),missing_description,minor,description,,Add product description
flora-series-performance-pack-complete-8-week-grow-bloom-starter-kit,Flora Series Performance Pack (Complete 8 week grow/bloom starter kit),missing_sku,info,sku,,Will be auto-generated if needed
equilibrium-natural-1-gal,Equilibrium Natural 1 gal,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
equilibrium-natural-1-gal,Equilibrium Natural 1 gal,missing_description,minor,description,,Add product description
equilibrium-natural-1-gal,Equilibrium Natural 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
dyna-gro-pro-tekt-1gal,Dyna-Gro Pro Tekt 1gal,missing_description,minor,description,,Add product description
dyna-gro-pro-tekt-1gal,Dyna-Gro Pro Tekt 1gal,missing_sku,info,sku,,Will be auto-generated if needed
equinox-2-5-gallon,Equinox 2.5 Gallon,missing_images,minor,images,,Add product images
equinox-2-5-gallon,Equinox 2.5 Gallon,missing_description,minor,description,,Add product description
equinox-2-5-gallon,Equinox 2.5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
dyna-gro-pro-tekt-1qt,Dyna-Gro Pro Tekt 1qt,missing_description,minor,description,,Add product description
dyna-gro-pro-tekt-1qt,Dyna-Gro Pro Tekt 1qt,missing_sku,info,sku,,Will be auto-generated if needed
down-to-earth-high-nitrogen-bat-guano-10-lb,Down To Earth High Nitrogen Bat Guano - 10 lb,missing_images,minor,images,,Add product images
down-to-earth-high-nitrogen-bat-guano-10-lb,Down To Earth High Nitrogen Bat Guano - 10 lb,missing_description,minor,description,,Add product description
down-to-earth-high-nitrogen-bat-guano-10-lb,Down To Earth High Nitrogen Bat Guano - 10 lb,missing_sku,info,sku,,Will be auto-generated if needed
clonex-solution-32oz,Clonex Solution 32oz,missing_images,minor,images,,Add product images
clonex-solution-32oz,Clonex Solution 32oz,missing_description,minor,description,,Add product description
clonex-solution-32oz,Clonex Solution 32oz,missing_sku,info,sku,,Will be auto-generated if needed
diamond-nectar-1-gal,Diamond Nectar 1 gal,missing_description,minor,description,,Add product description
diamond-nectar-1-gal,Diamond Nectar 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
double-super-b-4-liter,Double Super B+ 4 liter,missing_description,minor,description,,Add product description
double-super-b-4-liter,Double Super B+ 4 liter,missing_sku,info,sku,,Will be auto-generated if needed
diamond-nectar-6-gal,Diamond Nectar 6 gal,missing_description,minor,description,,Add product description
diamond-nectar-6-gal,Diamond Nectar 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
cocotek-bloom-b-gal,CocoTek Bloom B Gal.,missing_images,minor,images,,Add product images
cocotek-bloom-b-gal,CocoTek Bloom B Gal.,missing_description,minor,description,,Add product description
cocotek-bloom-b-gal,CocoTek Bloom B Gal.,missing_sku,info,sku,,Will be auto-generated if needed
double-super-b-10-liter,Double Super B+ 10 liter,missing_description,minor,description,,Add product description
double-super-b-10-liter,Double Super B+ 10 liter,missing_sku,info,sku,,Will be auto-generated if needed
diamond-black-1-qt,Diamond Black 1 qt,missing_description,minor,description,,Add product description
diamond-black-1-qt,Diamond Black 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
diamond-black-6-gal,Diamond Black 6 gal,missing_description,minor,description,,Add product description
diamond-black-6-gal,Diamond Black 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
diamond-black-1-gal,Diamond Black 1 gal,missing_description,minor,description,,Add product description
diamond-black-1-gal,Diamond Black 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
cocotek-grow-a-gal,CocoTek Grow A Gal.,missing_images,minor,images,,Add product images
cocotek-grow-a-gal,CocoTek Grow A Gal.,missing_description,minor,description,,Add product description
cocotek-grow-a-gal,CocoTek Grow A Gal.,missing_sku,info,sku,,Will be auto-generated if needed
cocotek-grow-b-gal,CocoTek Grow B Gal.,missing_images,minor,images,,Add product images
cocotek-grow-b-gal,CocoTek Grow B Gal.,missing_description,minor,description,,Add product description
cocotek-grow-b-gal,CocoTek Grow B Gal.,missing_sku,info,sku,,Will be auto-generated if needed
double-super-b-1-liter,Double Super B+ 1 liter,missing_description,minor,description,,Add product description
double-super-b-1-liter,Double Super B+ 1 liter,missing_sku,info,sku,,Will be auto-generated if needed
carboload-1-gal,CarboLoad (1 gal),missing_description,minor,description,,Add product description
carboload-1-gal,CarboLoad (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
carb-o-naria-0-0-0-3-2-5-gall,"CAR-BEAU-NARIA 0-0-0.3 , 2.5 Gall",unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
carb-o-naria-0-0-0-3-2-5-gall,"CAR-BEAU-NARIA 0-0-0.3 , 2.5 Gall",missing_description,minor,description,,Add product description
carb-o-naria-0-0-0-3-2-5-gall,"CAR-BEAU-NARIA 0-0-0.3 , 2.5 Gall",missing_sku,info,sku,,Will be auto-generated if needed
diamond-nectar-1-qt,Diamond Nectar 1 qt,missing_description,minor,description,,Add product description
diamond-nectar-1-qt,Diamond Nectar 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
car-beau-naria-0-0-0-3-5-gall,"Car- Beau- Naria 0-0-0.3 , 5 Gall",unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
car-beau-naria-0-0-0-3-5-gall,"Car- Beau- Naria 0-0-0.3 , 5 Gall",missing_description,minor,description,,Add product description
car-beau-naria-0-0-0-3-5-gall,"Car- Beau- Naria 0-0-0.3 , 5 Gall",missing_sku,info,sku,,Will be auto-generated if needed
diamond-black-2-5-gal,Diamond Black 2.5 gal,missing_description,minor,description,,Add product description
diamond-black-2-5-gal,Diamond Black 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
carboload-1-lt,CarboLoad (1 lt),missing_description,minor,description,,Add product description
carboload-1-lt,CarboLoad (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
diamond-nectar-2-5-gal,Diamond Nectar 2.5 gal,missing_description,minor,description,,Add product description
diamond-nectar-2-5-gal,Diamond Nectar 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
decision-2-5-gallon,Decision 2.5 Gallon,missing_images,minor,images,,Add product images
decision-2-5-gallon,Decision 2.5 Gallon,missing_description,minor,description,,Add product description
decision-2-5-gallon,Decision 2.5 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
cocotek-bloom-a-gal,CocoTek Bloom A Gal.,missing_images,minor,images,,Add product images
cocotek-bloom-a-gal,CocoTek Bloom A Gal.,missing_description,minor,description,,Add product description
cocotek-bloom-a-gal,CocoTek Bloom A Gal.,missing_sku,info,sku,,Will be auto-generated if needed
camg-1-qt,CaMg+ 1 qt,missing_description,minor,description,,Add product description
camg-1-qt,CaMg+ 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
camg-2-5-gal,CaMg+ 2.5 gal,missing_description,minor,description,,Add product description
camg-2-5-gal,CaMg+ 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
camg-6-gal,CaMg+ 6 gal,missing_description,minor,description,,Add product description
camg-6-gal,CaMg+ 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
camg-1-gal,CaMg+ 1 gal,missing_description,minor,description,,Add product description
camg-1-gal,CaMg+ 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
calnesium-defficiency-correction-supplemnt-6-gal,CALNESIUM Defficiency Correction Supplemnt 6 gal,missing_images,minor,images,,Add product images
calnesium-defficiency-correction-supplemnt-6-gal,CALNESIUM Defficiency Correction Supplemnt 6 gal,missing_description,minor,description,,Add product description
calnesium-defficiency-correction-supplemnt-6-gal,CALNESIUM Defficiency Correction Supplemnt 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
biothrive-bloom-1-qt,BioThrive Bloom 1 qt,missing_description,minor,description,,Add product description
biothrive-bloom-1-qt,BioThrive Bloom 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
bioroot-1-qt,BioRoot 1 qt,missing_description,minor,description,,Add product description
bioroot-1-qt,BioRoot 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
biomarine-1-qt,BioMarine 1 qt,missing_description,minor,description,,Add product description
biomarine-1-qt,BioMarine 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
biothrive-grow-1-gal,BioThrive Grow 1 gal,missing_description,minor,description,,Add product description
biothrive-grow-1-gal,BioThrive Grow 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
cal-mag-plus-gal,Cal-Mag Plus Gal.,missing_description,minor,description,,Add product description
cal-mag-plus-gal,Cal-Mag Plus Gal.,missing_sku,info,sku,,Will be auto-generated if needed
bioweed-2-5-gal,BioWeed 2.5 gal,missing_description,minor,description,,Add product description
bioweed-2-5-gal,BioWeed 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
calimagic-2-5-gal,CALiMAGic 2.5 gal,missing_description,minor,description,,Add product description
calimagic-2-5-gal,CALiMAGic 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
biothrive-grow-6-gal,BioThrive Grow 6 gal,missing_description,minor,description,,Add product description
biothrive-grow-6-gal,BioThrive Grow 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
bioweed-6-gal,BioWeed 6 gal,missing_description,minor,description,,Add product description
bioweed-6-gal,BioWeed 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
biothrive-grow-1-qt,BioThrive Grow 1 qt,missing_description,minor,description,,Add product description
biothrive-grow-1-qt,BioThrive Grow 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
biothrive-bloom-1-gal,BioThrive Bloom 1 gal,missing_description,minor,description,,Add product description
biothrive-bloom-1-gal,BioThrive Bloom 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
bloom-natural-5-gal,Bloom Natural 5 gal,missing_description,minor,description,,Add product description
bloom-natural-5-gal,Bloom Natural 5 gal,missing_sku,info,sku,,Will be auto-generated if needed
calimagic-6-gal,CALiMAGic 6 gal,missing_images,minor,images,,Add product images
calimagic-6-gal,CALiMAGic 6 gal,missing_description,minor,description,,Add product description
calimagic-6-gal,CALiMAGic 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
bioroot-2-5-gal,BioRoot 2.5 gal,missing_description,minor,description,,Add product description
bioroot-2-5-gal,BioRoot 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
bud-candy-1-lt,Bud Candy (1 lt),missing_description,minor,description,,Add product description
bud-candy-1-lt,Bud Candy (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
block-cocos-nucifera-1-gal,Block Cocos Nucifera 1 GAL,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
block-cocos-nucifera-1-gal,Block Cocos Nucifera 1 GAL,missing_description,minor,description,,Add product description
block-cocos-nucifera-1-gal,Block Cocos Nucifera 1 GAL,missing_sku,info,sku,,Will be auto-generated if needed
bioweed-1-qt,BioWeed 1 qt,missing_description,minor,description,,Add product description
bioweed-1-qt,BioWeed 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
bioroot-6-gal,BioRoot 6 gal,missing_description,minor,description,,Add product description
bioroot-6-gal,BioRoot 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
bud-ignitor-1-lt,Bud Ignitor 1 Lt,missing_description,minor,description,,Add product description
bud-ignitor-1-lt,Bud Ignitor 1 Lt,missing_sku,info,sku,,Will be auto-generated if needed
bloom-natural-1-gal,Bloom Natural 1 gal,missing_description,minor,description,,Add product description
bloom-natural-1-gal,Bloom Natural 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
biomarine-2-5-gal,BioMarine 2.5 gal,missing_description,minor,description,,Add product description
biomarine-2-5-gal,BioMarine 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
biothrive-bloom-2-5-gal,BioThrive Bloom 2.5 gal,missing_description,minor,description,,Add product description
biothrive-bloom-2-5-gal,BioThrive Bloom 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
biothrive-bloom-6-gal,BioThrive Bloom 6 gal,missing_description,minor,description,,Add product description
biothrive-bloom-6-gal,BioThrive Bloom 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
biothrive-grow-2-5-gal,BioThrive Grow 2.5 gal,missing_description,minor,description,,Add product description
biothrive-grow-2-5-gal,BioThrive Grow 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
bloom-natural-1-qt,Bloom Natural 1 qt,missing_description,minor,description,,Add product description
bloom-natural-1-qt,Bloom Natural 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
bioweed-1-gal,BioWeed 1 gal,missing_description,minor,description,,Add product description
bioweed-1-gal,BioWeed 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
bud-candy-2-5-gal,Bud Candy (2.5 gal),missing_description,minor,description,,Add product description
bud-candy-2-5-gal,Bud Candy (2.5 gal),missing_sku,info,sku,,Will be auto-generated if needed
bloom-natural-2-5-gal,Bloom Natural 2.5 gal,missing_description,minor,description,,Add product description
bloom-natural-2-5-gal,Bloom Natural 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
calimagic-16oz,CALiMAGic 16oz,missing_description,minor,description,,Add product description
calimagic-16oz,CALiMAGic 16oz,missing_sku,info,sku,,Will be auto-generated if needed
block-cocos-nucifera-1-5-gal-8,"Block Cocos Nucifera 1.5 GAL 8""",unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
block-cocos-nucifera-1-5-gal-8,"Block Cocos Nucifera 1.5 GAL 8""",missing_description,minor,description,,Add product description
block-cocos-nucifera-1-5-gal-8,"Block Cocos Nucifera 1.5 GAL 8""",missing_sku,info,sku,,Will be auto-generated if needed
biomarine-6-gal,BioMarine 6 gal,missing_description,minor,description,,Add product description
biomarine-6-gal,BioMarine 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
bud-candy-1-gal,Bud Candy (1 gal),missing_description,minor,description,,Add product description
bud-candy-1-gal,Bud Candy (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
bloom-natural-15-gal,Bloom Natural 15 gal,missing_description,minor,description,,Add product description
bloom-natural-15-gal,Bloom Natural 15 gal,missing_sku,info,sku,,Will be auto-generated if needed
botanicare-growilla-bud-12-lb,Botanicare Growilla Bud 12 lb,missing_images,minor,images,,Add product images
botanicare-growilla-bud-12-lb,Botanicare Growilla Bud 12 lb,missing_description,minor,description,,Add product description
botanicare-growilla-bud-12-lb,Botanicare Growilla Bud 12 lb,missing_sku,info,sku,,Will be auto-generated if needed
big-bud-bloom-booster-1-gal,Big Bud Bloom Booster (1 gal),missing_description,minor,description,,Add product description
big-bud-bloom-booster-1-gal,Big Bud Bloom Booster (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
big-bud-bloom-booster-500g-powder,Big Bud Bloom Booster (500g powder),missing_description,minor,description,,Add product description
big-bud-bloom-booster-500g-powder,Big Bud Bloom Booster (500g powder),missing_sku,info,sku,,Will be auto-generated if needed
big-bud-bloom-booster-1-lt,Big Bud Bloom Booster (1 lt),missing_description,minor,description,,Add product description
big-bud-bloom-booster-1-lt,Big Bud Bloom Booster (1 lt),missing_sku,info,sku,,Will be auto-generated if needed
biomarine-1-gal,BioMarine 1 gal,missing_description,minor,description,,Add product description
biomarine-1-gal,BioMarine 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
biobud-2-5-gal,BioBud 2.5 gal,missing_description,minor,description,,Add product description
biobud-2-5-gal,BioBud 2.5 gal,missing_sku,info,sku,,Will be auto-generated if needed
biobud-1-qt,BioBud 1 qt,missing_description,minor,description,,Add product description
biobud-1-qt,BioBud 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
big-bud-bloom-booster-2-5-gal,Big Bud Bloom Booster (2.5 gal),missing_description,minor,description,,Add product description
big-bud-bloom-booster-2-5-gal,Big Bud Bloom Booster (2.5 gal),missing_sku,info,sku,,Will be auto-generated if needed
bioroot-1-gal,BioRoot 1 gal,missing_description,minor,description,,Add product description
bioroot-1-gal,BioRoot 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
big-bloom-liquid-plant-food-1-qt,Big Bloom Liquid Plant Food (1 qt),missing_description,minor,description,,Add product description
big-bloom-liquid-plant-food-1-qt,Big Bloom Liquid Plant Food (1 qt),missing_sku,info,sku,,Will be auto-generated if needed
biobud-6-gal,BioBud 6 gal,missing_description,minor,description,,Add product description
biobud-6-gal,BioBud 6 gal,missing_sku,info,sku,,Will be auto-generated if needed
biobud-1-gal,BioBud 1 gal,missing_description,minor,description,,Add product description
biobud-1-gal,BioBud 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
big-bud-bloom-booster-130g-powder,Big Bud Bloom Booster (130g powder),missing_description,minor,description,,Add product description
big-bud-bloom-booster-130g-powder,Big Bud Bloom Booster (130g powder),missing_sku,info,sku,,Will be auto-generated if needed
big-bloom-liquid-plant-food-1-gal,Big Bloom Liquid Plant Food (1 gal),missing_description,minor,description,,Add product description
big-bloom-liquid-plant-food-1-gal,Big Bloom Liquid Plant Food (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
badboy-t-5-4-ft-4-lamp-fixture-216-w,BADBOY T-5 4 ft - 4 Lamp Fixture 216 W,missing_description,minor,description,,Add product description
badboy-t-5-4-ft-4-lamp-fixture-216-w,BADBOY T-5 4 ft - 4 Lamp Fixture 216 W,missing_sku,info,sku,,Will be auto-generated if needed
bcuzz-hydro-b-1l,B'Cuzz Hydro B 1L,missing_description,minor,description,,Add product description
bcuzz-hydro-b-1l,B'Cuzz Hydro B 1L,missing_sku,info,sku,,Will be auto-generated if needed
athena-balance-1-gallon,Athena Balance 1 Gallon,missing_description,minor,description,,Add product description
athena-balance-1-gallon,Athena Balance 1 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
bcuzz-root-stimulator-1-qt,B'Cuzz Root Stimulator - 1 qt,missing_description,minor,description,,Add product description
bcuzz-root-stimulator-1-qt,B'Cuzz Root Stimulator - 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
athena-grow-a,Athena Grow A 1 Gallon,missing_price,major,price,,Add price from inventory or set draft status
athena-grow-a,Athena Grow A 1 Gallon,missing_description,minor,description,,Add product description
athena-grow-a,Athena Grow A 1 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
bcuzz-growth-stimulator-1-qt,B'Cuzz Growth Stimulator - 1 qt,missing_description,minor,description,,Add product description
bcuzz-growth-stimulator-1-qt,B'Cuzz Growth Stimulator - 1 qt,missing_sku,info,sku,,Will be auto-generated if needed
b-52-vitamin-1-gal,B-52 Vitamin (1 gal),missing_description,minor,description,,Add product description
b-52-vitamin-1-gal,B-52 Vitamin (1 gal),missing_sku,info,sku,,Will be auto-generated if needed
bcuzz-root-stimulator-1-gal,B'Cuzz Root Stimulator - 1 gal,missing_description,minor,description,,Add product description
bcuzz-root-stimulator-1-gal,B'Cuzz Root Stimulator - 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
athena-bloom-a-1-gallon,Athena Bloom A - 1 Gallon,missing_description,minor,description,,Add product description
athena-bloom-a-1-gallon,Athena Bloom A - 1 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
athena-mildew-control-32-oz,Athena Mildew Control 32 oz.,missing_description,minor,description,,Add product description
athena-mildew-control-32-oz,Athena Mildew Control 32 oz.,missing_sku,info,sku,,Will be auto-generated if needed
athena-pro-bloom-10-lb,Athena Pro Bloom 10 lb.,missing_description,minor,description,,Add product description
athena-pro-bloom-10-lb,Athena Pro Bloom 10 lb.,missing_sku,info,sku,,Will be auto-generated if needed
bcuzz-growth-stimulator-1-gal,B'Cuzz Growth Stimulator - 1 gal,missing_description,minor,description,,Add product description
bcuzz-growth-stimulator-1-gal,B'Cuzz Growth Stimulator - 1 gal,missing_sku,info,sku,,Will be auto-generated if needed
athena-camg-1-gallon,Athena CaMg 1 Gallon,missing_description,minor,description,,Add product description
athena-camg-1-gallon,Athena CaMg 1 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
bcuzz-hydro-a-1l,B'Cuzz Hydro A 1L,missing_description,minor,description,,Add product description
bcuzz-hydro-a-1l,B'Cuzz Hydro A 1L,missing_sku,info,sku,,Will be auto-generated if needed
bcuzz-bio-nrg-bloom-c-1l,B'Cuzz BIO-NRG Bloom-C 1L,missing_description,minor,description,,Add product description
bcuzz-bio-nrg-bloom-c-1l,B'Cuzz BIO-NRG Bloom-C 1L,missing_sku,info,sku,,Will be auto-generated if needed
atami-rootblastic-250-ml,Atami RootBlastic 250 ml,missing_images,minor,images,,Add product images
atami-rootblastic-250-ml,Atami RootBlastic 250 ml,missing_description,minor,description,,Add product description
atami-rootblastic-250-ml,Atami RootBlastic 250 ml,missing_sku,info,sku,,Will be auto-generated if needed
athena-stack-32-oz,Athena Stack 32 oz,missing_description,minor,description,,Add product description
athena-stack-32-oz,Athena Stack 32 oz,missing_sku,info,sku,,Will be auto-generated if needed
athena-bloom-b,Athena Bloom B 1 Gallon,missing_description,minor,description,,Add product description
athena-bloom-b,Athena Bloom B 1 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
athena-pk-bloom-booster,Athena PK Bloom Booster-1 gallon,missing_description,minor,description,,Add product description
athena-pk-bloom-booster,Athena PK Bloom Booster-1 gallon,missing_sku,info,sku,,Will be auto-generated if needed
athena-grow-b,Athena Grow B 1 Gallon,missing_description,minor,description,,Add product description
athena-grow-b,Athena Grow B 1 Gallon,missing_sku,info,sku,,Will be auto-generated if needed
agrowlyte-5-gallon,AGrowLyte 5 gallon,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
agrowlyte-5-gallon,AGrowLyte 5 gallon,missing_description,minor,description,,Add product description
agrowlyte-5-gallon,AGrowLyte 5 gallon,missing_sku,info,sku,,Will be auto-generated if needed
b-52-vitamin-2-5-gal,B-52 Vitamin (2.5 gal),missing_description,minor,description,,Add product description
b-52-vitamin-2-5-gal,B-52 Vitamin (2.5 gal),missing_sku,info,sku,,Will be auto-generated if needed
agrowlyte-stop-pm-5-gallon,Agrowlyte Stop PM 5 Gallon,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
