Handle,Title,SKU,Price,Inventory_Qty,Status
jacks-dream-feminised-jack-herer-x-a-m-s-5-seed,Jack’s Dream (Feminised) Jack Herer x A.M.S-5 Seed,,50.0,0,active
koolbloom-16-lb,KoolBloom 16 lb,hmh00237,235.0,0,active
humboldt-master-b-5-gal,Humboldt Master B 5 gal,hmh00371,257.4,0,active
humboldt-roots-50-ml,Humboldt Roots 50 ml,hmh00438,22.0,0,active
hydroplex-qt,Hydroplex Qt.,hmh01174,39.89,0,active
jack-herer-feminised-haze-x-red-skunk-5-pk-seed,Jack Herer (Feminised) Haze x Red Skunk-5 pk Seed,,44.0,0,active
humboldt-sea-cal-2-5-gal,Humboldt Sea Cal 2.5 gal,hmh00360,315.0,0,active
humboldt-oneness-1-gal,Humboldt Oneness 1 gal,hmh00376,85.08,0,active
hydro-logic-110v-pressure-booster-pump-for-stealth,Hydro-Logic® 110V Pressure Booster Pump for Stealth,,180.0,0,active
hydro-logic-evolution-ro1000-1000-gpd,Hydro-Logic® Evolution RO1000™ - 1000 GPD,,700.0,0,active
hygrozyme-4-l,HYGROZYME 4 L,hmh00446,135.25,0,active
humboldt-sea-cal-1-gal,Humboldt Sea Cal 1 gal,hmh00359,130.0,0,active
humboldt-micro-1-qt,Humboldt Micro 1 qt,hmh00345,15.8,0,active
humboldt-oneness-15-gal,Humboldt Oneness 15 gal,hmh00379,1050.0,0,active
humboldt-sea-cal-1-qt,Humboldt Sea Cal 1 qt,hmh00358,34.0,0,active
humboldt-sticky-foliar-feed-16-oz,Humboldt Sticky Foliar Feed 16 oz,hmh00442,16.0,0,active
ionic-coco-grow-soil-hydro-gal,Ionic Coco Grow Soil/Hydro Gal.,hmh01619,56.1,0,active
ionic-bloom-3-2-6-premium-plant-nutrient-qt,Ionic® Bloom 3-2-6 Premium Plant Nutrient Qt.,hmh01602,22.44,0,active
humboldt-master-b-1-gal,Humboldt Master B 1 gal,hmh00369,70.2,0,active
ionic-coco-bloom-soil-hydro-gal,Ionic Coco Bloom Soil/hydro Gal,hmh01618,56.1,0,active
ionic-bloom-3-2-6-premium-plant-nutrient-2-5-gallon,Ionic® Bloom 3-2-6 Premium Plant Nutrient 2.5 Gallon,hmh01604,112.0,0,active
humboldt-nutrients-calyx-magnum-2-0-0-qt,Humboldt Nutrients Calyx Magnum 2 - 0 - 0/Qt.,hmh01662,19.3,0,active
hurricane-inline-fan-8,"Hurricane Inline Fan 8""",hmh01246,169.95,0,active
humboldt-bloom-2-5-gal,Humboldt Bloom  2.5 gal,hmh00352,65.52,0,active
humboldt-honey-hydro-carbs-1-qt,Humboldt Honey Hydro Carbs 1 qt,hmh00430,12.88,0,active
humboldt-honey-hydro-carbs-2-5-gal,Humboldt Honey Hydro Carbs 2.5 gal,hmh00432,93.6,0,active
humboldt-master-a-1-qt,Humboldt Master A 1 qt,hmh00364,23.4,0,active
humboldt-micro-2-5-gal,Humboldt Micro  2.5 gal,hmh00348,83.06,0,active
humboldt-master-b-2-5-gal,Humboldt Master B 2.5 gal,hmh00370,146.24,0,active
humboldt-master-a-2-5-gal,Humboldt Master A 2.5 gal,hmh00366,146.24,0,active
humboldt-bloom-5-gal,Humboldt Bloom 5 gal,hmh00353,117.0,0,active
humboldt-master-a-1-gal,Humboldt Master A 1 gal,hmh00365,70.2,0,active
humboldt-honey-es-1-gal,Humboldt Honey ES 1 gal,hmh00435,73.72,0,active
humboldt-grow-1-qt,Humboldt Grow 1 qt,hmh00341,11.7,0,active
humboldt-honey-hydro-carbs-1-gal,Humboldt Honey Hydro Carbs 1 gal,hmh00431,43.28,0,active
humboldt-bloom-1-gal,Humboldt Bloom 1 gal,hmh00351,29.84,0,active
humboldt-honey-es-5-gal,Humboldt Honey ES 5 gal,hmh00437,301.86,0,active
hum-bolt-1-gal,Hum-Bolt 1 gal,hmh00408,58.0,0,active
humboldt-honey-es-1-qt,Humboldt Honey ES 1 qt,hmh00434,23.4,0,active
humboldt-grow-1-gal,Humboldt Grow 1 gal,hmh00342,29.84,0,active
humboldt-dueceduece-1-qt,Humboldt DueceDuece 1 qt,hmh00372,20.0,0,active
humboldt-big-up-powder-5-lbs,Humboldt Big Up Powder 5 lbs,hmh00356,200.0,0,active
humboldt-big-up-powder-1-lb,Humboldt Big Up Powder 1 lb,hmh00355,50.0,0,active
humboldt-big-up-powder-10-lbs,Humboldt Big Up Powder 10 lbs,hmh00357,380.0,0,active
humboldt-grow-2-5-gal,Humboldt Grow 2.5 gal,hmh00343,65.52,0,active
humboldt-grow-5-gal,Humboldt Grow 5 gal,hmh00344,117.0,0,active
humboldt-bloom-1-qt,Humboldt Bloom 1 qt,hmh00350,11.7,0,active
hum-bolt-2-5-gal,Hum-Bolt 2.5 gal,hmh00409,134.56,0,active
humboldt-dueceduece-1-gal,Humboldt DueceDuece 1 gal,hmh00373,70.0,0,active
hum-bolt-1-qt,Hum-Bolt 1 qt,hmh00407,17.56,0,active
great-white-shark-feminised-super-skunk-x-brazilian-x-south-indian-5-seed,Great White Shark (Feminised) Super Skunk x Brazilian x South Indian.-5 SEED,,45.0,0,active
grease-gun-auto-seed-8pk,Grease Gun Auto-Seed 8pk,,50.0,0,active
grease-gun-auto-seed-8pk,,,0.0,0,
garden-fungicide-32-oz,Garden Fungicide 32 oz,hmh00563,9.95,0,active
holland-secret-micro-h-w-10l,Holland Secret Micro H.W 10L,hmh00291,150.0,0,active
hard-water-flora-micro-6-gal,Hard Water Flora Micro 6 gal,hmh00169,130.0,0,active
holy-punch-feminised-the-church-x-grape-photo-5-seed,Holy Punch (Feminised) The Church x Grape Photo 5 Seed,,45.0,0,active
holy-punch-feminised-the-church-x-grape-photo-5-seed,,,0.0,0,
general-organics-starter-box,General Organics Starter Box,hmh00038,56.25,0,active
gaia-mania-gallon,Gaia Mania Gallon,hmh01391,50.0,0,active
gaia-mania-quart,Gaia Mania Quart,hmh01390,17.0,0,active
grow-natural-2-5-gal,Grow Natural 2.5 gal,hmh00399,222.3,0,active
holland-secret-micro-h-w-1l,Holland Secret Micro H.W. 1L,hmh00289,29.0,0,active
gmo-auto-seed-8pk,GMO Auto-Seed 8pk,,50.0,0,active
gmo-auto-seed-8pk,,,0.0,0,
holland-secret-micro-23l,Holland Secret Micro 23L,hmh00288,299.0,0,active
hard-water-flora-micro-1-gal,Hard Water Flora Micro 1 gal,hmh00167,36.58,0,active
grow-natural-1-qt,Grow Natural 1 qt,hmh00397,26.32,0,active
grow-big-liquid-plant-food-1-qt,Grow Big Liquid Plant Food (1 qt),hmh01087,35.99,0,active
froot-by-the-foot-auto-seed-8-pk,Froot by the Foot Auto -Seed-8 pk,,50.0,0,active
froot-by-the-foot-auto-seed-8-pk,,,0.0,0,
gmo-og-auto-seed-8-pack,GMO OG-Auto – Seed-8 Pack,,50.0,0,active
gmo-og-auto-seed-8-pack,,,0.0,0,
hard-water-flora-micro-2-5-gal,Hard Water Flora Micro 2.5 gal,hmh00168,64.95,0,active
herculean-harvest-gallon,Herculean Harvest Gallon,hmh01395,36.0,0,active
holland-secret-bloom-1-l,Holland Secret Bloom 1 L,hmh00296,24.99,0,active
gardening-indoors-with-cuttings,Gardening Indoors with Cuttings,hmh00006,14.95,0,active
holland-secret-micro-1l,Holland Secret Micro 1L,hmh00285,28.0,0,active
grow-big-liquid-plant-food-1-gal,Grow Big Liquid Plant Food (1 gal),hmh01088,70.29,0,active
holland-secret-starter-pack-2,Holland Secret Starter Pack,hmh01486,49.95,0,active
hortilux-1000-w-blue-daylight-metal-halide,Hortilux- 1000 W Blue Daylight Metal Halide,hmh01520,110.0,0,active
hortilux-lu600-watt-htl-en-hps,Hortilux LU600 Watt/HTL/EN HPS,hmh01517,45.5,0,active
hortilux-lu400-watt-htl-en,Hortilux LU400 Watt/HTL/EN,hmh01518,45.5,0,active
garlic-jam-auto-seed-8pk,Garlic Jam Auto-Seed 8pk,,50.0,0,active
garlic-jam-auto-seed-8pk,,,0.0,0,
hawaiian-snow-feminised-hawaiian-sativa-x-laos,Hawaiian Snow (Feminised) Hawaiian sativa x Laos,,60.0,0,active
hawaiian-snow-feminised-hawaiian-sativa-x-laos,,,0.0,0,
holland-secret-grow-1l,Holland Secret Grow 1L,hmh00292,24.99,0,active
holland-secret-grow-10l,Holland Secret Grow 10L,hmh00294,150.0,0,active
gmo-8-auto-seed-8pk,GMO 8+ Auto-Seed 8pk,,50.0,0,active
gmo-8-auto-seed-8pk,,,0.0,0,
gmo-8-auto-seed-8pk,,,0.0,0,
holland-secret-bloom-23l,Holland Secret Bloom 23L,hmh00299,250.0,0,active
grow-natural-5-gal,Grow Natural 5 gal,hmh00400,421.2,0,active
holland-secret-grow-4l,Holland Secret Grow 4L,hmh00293,37.95,0,active
holland-secret-bloom-10l,Holland Secret Bloom 10L,hmh00298,189.0,0,active
greenpowerluminaires-630-double-240v-with-1-3k-1-4k-lamps,GREENPOWERLUMINAIRES  630 double 240V with 1-3K &1-4K lamps,hmh01671,299.0,0,active
garden-fungicide-1-gal,Garden Fungicide 1 gal,hmh00564,16.95,0,active
hard-water-flora-micro-1-qt,Hard Water Flora Micro 1 qt,hmh00166,15.94,0,active
heat-mat-dual-tray,Heat Mat Dual Tray,hmh01418,46.95,0,active
gro-pro-12-air-pot,"GRO PRO 12"" AIR POT",hmh01760,8.95,0,active
herculean-harvest-quart,Herculean Harvest Quart,hmh01394,17.0,0,active
greenpowerlunimaires-315-remote-ballast-2,GREENPOWERLUNIMAIRES -315 REMOTE ballast,hmh01710,169.0,0,active
herculean-harvest-2-5-gallon,Herculean Harvest 2.5 Gallon,hmh01396,75.0,0,active
heat-mat-single-tray,Heat Mat Single Tray,hmh01417,24.95,0,active
holland-secret-micro-4l,Holland Secret Micro 4L,hmh00286,74.0,0,active
holland-secret-grow-23l,Holland Secret Grow 23L,hmh00295,251.0,0,active
holland-secret-micro-h-w-4l,Holland Secret Micro H.W 4L,hmh00290,74.0,0,active
holland-secret-micro-10l,Holland Secret Micro 10L,hmh00287,150.0,0,active
green-sensation-500ml,Green Sensation 500ml,hmh01655,138.0,0,active
gummibears-auto-seed-8pk,Gummibears Auto-Seed 8pk,,50.0,0,active
gummibears-auto-seed-8pk,,,0.0,0,
floranova-grow-2-5-gal,FloraNova Grow 2.5 gal,hmh00188,203.5,0,active
ginormous-2-5-gal,Ginormous 2.5 gal,hmh00395,220.0,0,active
fog-dog-auto-seed-8-pk,Fog Dog Auto - Seed-  8 pk,,50.0,0,active
fog-dog-auto-seed-8-pk,,,0.0,0,
grow-natural-1-gal,Grow Natural 1 gal,hmh00398,93.6,0,active
grandma-enggys-h-2-1-lt,Grandma Enggy's H-2 (1 lt),hmh01010,29.76,0,active
floranova-bloom-1-gal,FloraNova Bloom 1 gal,hmh00191,92.5,0,active
francos-lemon-cheese-feminised-super-lemon-haze-x-exodus-cheese-5-sed,Franco's Lemon Cheese (Feminised) Super Lemon Haze x Exodus Cheese -5 sed,,50.0,0,active
grodan-gro-block-improved-gr22-jumbo-with-hole-6-x-6-x-4-case-of-64,"Grodan Gro-Block Improved  Jumbo with Hole, 6"" x 6"" x 4"" - Case of 64",,5.4,0,active
flowerbomb-kush-feminised-green-crack-x-og-kush-photo-5-seed,Flowerbomb Kush (Feminised) Green Crack x OG Kush photo 5 Seed,,50.0,0,active
flowerbomb-kush-feminised-green-crack-x-og-kush-photo-5-seed,,,0.0,0,
gardening-indoors-with-soil-hydroponics,Gardening Indoors with Soil & Hydroponics,hmh00003,24.95,0,active
holland-secret-bloom-4l,Holland Secret Bloom 4L,hmh00297,89.96,0,active
gardening-indoors-with-rockwool,Gardening Indoors with Rockwool,hmh00009,14.95,0,active
gaia-mania-2-5-gallon,Gaia Mania 2.5 Gallon,hmh01392,100.0,0,active
heat-mat-thermostat,Heat Mat Thermostat,hmh01419,34.95,0,active
greenpowerlunimaires-315-remote-ballast,GREENPOWERLUNIMAIRES -315 REMOTE ballast,hmh01696,80.0,0,active
guano-filtration-220u-washer-bag-5-gallon,Guano Filtration 220U Washer Bag - 5 gallon,hmh00817,33.0,0,active
floranectar-natural-sugar-2-5-gal,FloraNectar Natural Sugar 2.5 gal,hmh01153,132.3,0,active
floralicious-plus-16-oz,Floralicious Plus 16 oz,hmh00220,36.39,0,active
floranova-bloom-2-5-gal,FloraNova Bloom 2.5 gal,hmh00192,203.5,0,active
flowmaster-gallon-meter-3-8-in,Flowmaster - Gallon Meter 3/8 in,hmh00583,54.0,0,active
floranova-grow-1-gal,FloraNova Grow 1 gal,hmh00187,92.3,0,active
floranova-grow-1-qt,FloraNova Grow 1 qt,hmh00186,29.09,0,active
floranectar-pineapple-1-qt,FloraNectar Pineapple 1 qt,hmh00226,22.19,0,active
floranova-grow-16-oz,FloraNova Grow 16 oz,hmh00185,15.89,0,active
floranectar-natural-sugar-1-gal,FloraNectar Natural Sugar 1 gal,hmh01152,62.0,0,active
fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed,Fullgas! (Feminised) Exodus Cheese X Sherbert OG Photo -5 Seed,,66.0,0,active
fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed,,,0.0,0,
floranova-bloom-1-qt,FloraNova Bloom 1 qt,hmh00190,29.09,0,active
floranova-bloom-16-oz,FloraNova Bloom 16 oz,hmh00189,15.89,0,active
floranectar-fruitnfusion-2-5-gal,FloraNectar FruitnFusion 2.5 gal,hmh00225,139.95,0,active
floranectar-pineapple-1-gal,FloraNectar Pineapple 1 gal,hmh00227,62.0,0,active
floralicious-plus-32-oz,Floralicious Plus 32 oz,hmh00221,64.2,0,active
floralicious-plus-8-oz,Floralicious Plus 8 oz,hmh00219,23.09,0,active
floranectar-coconut-1-gal,FloraNectar Coconut 1 gal,hmh01149,62.0,0,active
floralicious-grow-1-gal,Floralicious Grow 1 gal,hmh00217,84.9,0,active
floranectar-coconut-1-qt,FloraNectar Coconut 1 qt,hmh01148,21.0,0,active
floralicious-grow-2-5-gal,Floralicious Grow 2.5 gal,hmh00218,194.5,0,active
floranectar-fruitnfusion-1-qt,FloraNectar FruitnFusion 1 qt,hmh00223,22.99,0,active
floranectar-coconut-2-5-gal,FloraNectar Coconut 2.5 gal,hmh01150,139.5,0,active
floralicious-grow-1-qt,Floralicious Grow 1 qt,hmh00216,28.39,0,active
floranectar-fruitnfusion-1-gal,FloraNectar FruitnFusion 1 gal,hmh00224,62.99,0,active
floralicious-plus-1-gal,Floralicious Plus 1 gal,hmh00222,224.5,0,active
floralicious-bloom-2-5-gal,Floralicious Bloom 2.5 gal,hmh00215,194.5,0,active
floralicious-bloom-1-qt,Floralicious Bloom 1 qt,hmh00213,28.39,0,active
flora-shield-1-gal,Flora Shield 1 gal,hmh00230,80.5,0,active
flora-bloom-1-gal,Flora Bloom 1 gal,hmh00182,40.99,0,active
floraduo-a-1-qt,FloraDuo A 1 qt,hmh00204,15.89,0,active
florakleen-6-gal,FloraKleen 6 gal,hmh00234,131.5,0,active
floraduo-a-1-gal,FloraDuo A 1 gal,hmh00205,35.89,0,active
flora-micro-16-oz,Flora Micro 16 oz,hmh00170,11.22,0,active
flavor-ful-5-gal,Flavor-Ful 5 gal,hmh00413,234.0,0,active
floraduo-a-6-gal,FloraDuo A 6 gal,hmh00207,158.5,0,active
floraduo-b-1-gal,FloraDuo B 1 gal,hmh00210,35.89,0,active
flora-micro-1-gal,Flora Micro 1 gal,hmh00172,46.9,0,active
flavor-ful-2-5-gal,Flavor-Ful 2.5 gal,hmh00412,134.56,0,active
floralicious-bloom-1-gal,Floralicious Bloom 1 gal,hmh00214,84.9,0,active
florakleen-2-5-gal,FloraKleen 2.5 gal,hmh00233,57.65,0,active
florakleen-1-gal,FloraKleen 1 gal,hmh00232,24.29,0,active
flavor-ful-1-qt,Flavor-Ful 1 qt,hmh00410,17.56,0,active
flora-shield-1-pt,Flora Shield 1 pt,hmh00228,14.95,0,active
extension-fitting-bag-of-10,Extension Fitting (bag of 10),hmh00838,4.5,0,active
float-valve-3-8-in-qc-tall-boy,FLOAT VALVE 3/8 in. QC -TALL BOY,hmh00946,19.0,0,active
floraduo-b-1-qt,FloraDuo B 1 qt,hmh00209,15.89,0,active
flora-bloom-275-gal,Flora Bloom 275 gal,hmh01828,3215.95,0,active
ej-meta-k-quart,EJ Meta K Quart,hmh01287,12.34,0,active
floragro-55-gal,FloraGro 55 gal,hmh01826,1219.95,0,active
flora-bloom-2-5-gal,Flora Bloom 2.5 gal,hmh00183,73.2,0,active
flashgro-50-roll,Flashgro 50' Roll,hmh01369,51.0,0,active
flora-micro-2-5-gal,Flora Micro 2.5 gal,hmh00173,84.3,0,active
floragro-2-5-gal,FloraGro 2.5 gal,hmh00178,73.23,0,active
florablend-6-gal,FloraBlend 6 gal,hmh00014,151.5,0,active
ecoplus-396-gph,EcoPlus 396 GPH,hmh01263,27.95,0,active
eye-hortilux-e-start-metal-halide-lamps-2,Eye Hortilux e-Start Metal Halide Lamps,hmh01713,50.0,0,active
floragro-16-oz,FloraGro 16 oz,hmh00175,10.39,0,active
floragro-1-gal,FloraGro 1 gal,hmh00177,40.99,0,active
floragro-15-gal,FloraGro 15 gal,hmh01825,369.5,0,active
final-phase-1-gal,Final Phase (1 gal),hmh01039,50.54,0,active
eye-hortilux-lu-1000-de-htl-double-ended-2,Eye Hortilux® LU 1000 DE/HTL Double-Ended,hmh01788,60.5,0,active
flora-micro-55-gal,Flora Micro 55 gal,hmh01830,1200.0,0,active
floragro-6-gal,FloraGro 6 gal,hmh00179,147.5,0,active
florablend-gal,FloraBlend gal,hmh00012,31.69,0,active
flora-bloom-16-oz,Flora Bloom 16 oz,hmh00180,10.39,0,active
floragro-275-gal,FloraGro 275 gal,hmh01827,4908.76,0,active
equinox-gallon,Equinox Gallon,hmh01451,56.6,0,active
floraduo-b-2-5-gal,FloraDuo B 2.5 gal,hmh00211,79.1,0,active
etoh-pro-rev2-ethanol-botanical-extractor-odorless-closed-loop-high-volume,EtOH Pro REV2 Ethanol Botanical Extractor - Odorless Closed-Loop High Volume,,1900.0,0,active
etoh-pro-rev2-ethanol-botanical-extractor-odorless-closed-loop-high-volume,,,0.0,0,
f-h-d-super-saucer-8,"F.H.D. Super Saucer 8""",hmh01190,1.0,0,active
flora-micro-1-qt,Flora Micro 1 qt,hmh00171,15.94,0,active
flora-shield-1-qt,Flora Shield 1 qt,hmh00229,28.75,0,active
face-fat-auto-8-seed-pk,Face Fat Auto –  8 Seed pk,,50.0,0,active
face-fat-auto-8-seed-pk,,,0.0,0,
face-fat-auto-8-seed-pk,,,0.0,0,
flora-bloom-1-qt,Flora Bloom 1 qt,hmh00181,13.19,0,active
floraduo-b-6-gal,FloraDuo B 6 gal,hmh00212,170.0,0,active
florablend-2-5-gal,FloraBlend 2.5 gal,hmh00013,73.8,0,active
flashgro-100-roll,Flashgro 100' Roll,hmh01370,93.8,0,active
floraduo-b-16-oz,FloraDuo B 16 oz,hmh00208,11.09,0,active
final-phase-1-lt,Final Phase (1 lt),hmh01038,20.8,0,active
floraduo-a-2-5-gal,FloraDuo A 2.5 gal,hmh00206,79.1,0,active
floraduo-a-16-oz,FloraDuo A 16 oz,hmh00203,11.09,0,active
flora-micro-6-gal,Flora Micro 6 gal,hmh00174,120.0,0,active
florablend-qt,FloraBlend qt,hmh00011,13.07,0,active
ecoplus-633-gph,EcoPlus 633 GPH,hmh01264,48.95,0,active
eye-hortilux-cmh-315-lamp-4,Eye Hortilux® CMH 315 Lamp,hmh01934,99.0,0,active
floragro-1-qt,FloraGro 1 qt,hmh00176,13.19,0,active
flavor-ful-1-gal,Flavor-Ful 1 gal,hmh00411,58.5,0,active
flora-bloom-6-gal,Flora Bloom 6 gal,hmh00184,147.5,0,active
flora-bloom-15-gal,Flora Bloom 15 gal,hmh01823,240.0,0,active
eye-hortilux-e-start-metal-halide-1000watt,Eye Hortilux e-Start Metal Halide  1000Watt,hmh01712,45.5,0,active
flora-micro-15-gal,Flora Micro 15 gal,hmh01829,250.0,0,active
float-kit-merlin-garden-pro,FLOAT KIT MERLIN GARDEN PRO,hmh00948,42.0,0,active
dyna-bloom-quart,Dyna Bloom Quart,hmh01277,19.0,0,active
flora-series-performance-pack-complete-8-week-grow-bloom-starter-kit,Flora Series Performance Pack (Complete 8 week grow/bloom starter kit),hmh01422,52.95,0,active
eco-commercial-air-5,Eco Commercial Air-5,hmh01317,78.95,0,active
ecoplus-264-gph,EcoPlus 264 GPH,hmh01262,23.95,0,active
ecoplus-264-gph,,,0.0,0,
equilibrium-natural-1-gal,Equilibrium Natural 1 gal,hmh00386,75.0,0,active
dyna-gro-pro-tekt-1gal,Dyna-Gro Pro Tekt 1gal,hmh2012,55.0,0,active
equinox-quart,Equinox Quart,hmh01450,19.7,0,active
dutch-lighting-innovations-diode-series-led-multilayer-600-fs-dc-208-400v,"Dutch Lighting Innovations Diode-Series LED Multilayer 600 FS-DC, 208-400V",,1099.0,0,active
dutch-lighting-innovations-diode-series-led-multilayer-600-fs-dc-208-400v,,,0.0,0,
dutch-lighting-innovations-diode-series-led-multilayer-600-fs-dc-208-400v,,,0.0,0,
dutch-lighting-innovations-diode-series-led-multilayer-600-fs-dc-208-400v,,,0.0,0,
dutch-lighting-innovations-diode-series-led-multilayer-600-fs-dc-208-400v,,,0.0,0,
equinox-2-5-gallon,Equinox 2.5 Gallon,hmh01452,110.74,0,active
ecoplus-small-pump-filter-bag,EcoPlus Small Pump filter Bag,hmh01309,10.8,0,active
ebb-gro-monster-system-controller,Ebb & Gro Monster System Controller,hmh00508,329.95,0,active
ecoplus-185-gph,EcoPlus 185 GPH,hmh01261,14.99,0,active
dual-diaphragm-air-pump,Dual Diaphragm Air Pump,hmh00571,115.0,0,active
e-papillon-630-watt-led,E-Papillon 630 Watt LED,,659.0,0,active
eco-air-2-two-outlet,Eco Air-2 Two Outlet,hmh01314,15.95,0,active
e-papillon-600-watt-240v-w-lamp-2,E-Papillon 600 Watt 240V. W / Lamp,hmh01633,199.0,0,active
ecoplus-large-pump-filter-bag,EcoPlus Large Pump Filter Bag,hmh01310,12.5,0,active
dual-diaphram-rebuild-kit-2-diaphrams-nylock-nuts,Dual Diaphram Rebuild Kit 2 diaphrams & nylock nuts,hmh00912,115.0,0,active
dyna-gro-pro-tekt-1qt,Dyna-Gro Pro Tekt 1qt,hmh2011,25.0,0,active
down-to-earth-kelp-meal-5-lb,Down To Earth Kelp Meal - 5 lb,hmh01811,20.19,0,active
dyna-grow-quart,Dyna Grow Quart,hmh01275,19.0,0,active
eco-commercial-air-3,Eco Commercial Air-3,hmh01316,60.95,0,active
drive-wheel-o-ring-kit-tension-spring-o-ring-nut-bolt,Drive wheel O-ring Kit ( tension spring O-ring Nut Bolt),hmh00906,4.0,0,active
dual-diaphram-air-pump,Dual Diaphram Air Pump,hmh00911,115.0,0,active
dyna-grow-gallon,Dyna Grow Gallon,hmh01276,56.0,0,active
drying-rack-4-tier-2,Drying Rack - 4 Tier,hmh01490,29.95,0,active
down-to-earth-kelp-meal-20-lb,Down To Earth Kelp Meal - 20 lb,hmh01812,65.49,0,active
dyna-bloom-gallon,Dyna Bloom Gallon,hmh01279,56.0,0,active
down-to-earth-neem-seed-meal-5-lb,Down To Earth Neem Seed Meal - 5 lb,hmh01799,15.95,0,active
down-to-earth-vegan-mix-6-lb,Down To Earth Vegan Mix - 6 lb,hmh01808,10.95,0,active
down-to-earth-vegan-mix-25-lb,Down To Earth Vegan Mix - 25 lb,hmh01809,35.95,0,active
drying-rack-scale,Drying Rack Scale,hmh00819,19.95,0,active
down-to-earth-high-nitrogen-bat-guano-2-lb,Down To Earth High Nitrogen Bat Guano - 2 lb,hmh01796,10.49,0,active
down-to-earth-high-nitrogen-bat-guano-10-lb,Down To Earth High Nitrogen Bat Guano - 10 lb,hmh01797,34.39,0,active
carbo-blast-650-gm,Carbo blast 650 gm,hmh00319,36.98,0,active
cyc-4p-repeat-cycle-timer,CYC-4P - Repeat Cycle Timer,hmh00630,190.0,0,active
clonex-solution-32oz,Clonex Solution 32oz,hmh01356,25.0,0,active
down-to-earth-bone-meal-6-lb,Down To Earth Bone Meal - 6 lb,hmh01805,12.95,0,active
down-to-earth-bone-meal-25-lb,Down To Earth Bone Meal - 25 lb,hmh01806,42.95,0,active
diamond-nectar-1-gal,Diamond Nectar 1 gal,hmh00200,48.95,0,active
doktor-doom-total-fogger-5-5-oz,Doktor Doom Total Fogger 5.5 oz,hmh00547,12.99,0,active
control-wizard-accurate-handheld-ph3-meter,Control Wizard Accurate Handheld pH3 Meter,hmh00977,64.95,0,active
cocotek-bloom-a-qts,CocoTek Bloom A Qts.,hmh01558,15.89,0,active
doktor-doom-spider-mite-knock-out,Doktor Doom Spider Mite Knock Out,hmh00151,14.99,0,active
dli-cri-series-uv-150w-de,DLI CRI-Series UV 150W DE,,599.0,0,active
cocotek-grow-a-qts,CocoTek grow A Qts.,hmh01556,15.89,0,active
cocotek-grow-b-qts,CocoTek Grow B Qts.,hmh01557,15.89,0,active
cri-series-dli-cri-series-630w-cmh-240v,CRI-Series DLI CRI-Series 630W CMH 120V-240V,,395.0,0,active
cri-series-dli-cri-series-630w-cmh-240v,,,0.0,0,
com-100-waterproof-ec-tds-temp-combo-meter-2,COM-100: Waterproof EC / TDS / Temp Combo Meter,hmh00973,74.95,0,active
double-super-b-4-liter,Double Super B+ 4 liter,hmh00330,109.99,0,active
diamond-nectar-6-gal,Diamond Nectar 6 gal,hmh00202,194.0,0,active
down-to-earth-granular-humic-acid-5-lb,Down To Earth Granular Humic Acid - 5 lb,hmh01802,8.95,0,active
double-super-b-23-liter,Double Super B+ 23 liter,hmh00332,448.98,0,active
cannabis-growers-handbook-the-complete-guide-to-marijuana-and-hemp-cultivationcannabis-growers-handbook-the-complete-guide-to-marijuana-and-hemp-cultivationcannabis-growers-handbook-the-compl,Cannabis Grower's Handbook: The Complete Guide to Marijuana and Hemp CultivationCannabis Grower's Handbook: The Complete Guide to Marijuana and Hemp CultivationCannabis Grower's Handbook: The Complete Guide to Marijuana and Hemp Cultivation,,34.95,0,active
clonex-mist-750ml-rtu,Clonex mist 750ml RTU,hmh01746,45.0,0,active
clonex-solution-gallon,Clonex Solution Gallon,hmh01357,70.0,0,active
cocotek-bloom-b-gal,CocoTek Bloom B Gal.,hmh01563,34.0,0,active
clonex-mycorrhizae-root-maximizer-4-oz-soluble,Clonex Mycorrhizae Root Maximizer 4 OZ Soluble,hmh01749,28.95,0,active
dli-diode-series-led-toplighting-led-fixture-long,DLI-DIODE-Series-LED Toplighting LED Fixture (Long),,799.0,0,active
dli-diode-series-led-toplighting-led-fixture-long,,,0.0,0,
dli-diode-series-led-toplighting-led-fixture-long,,,0.0,0,
cloudray-s9-gen-2-grow-tent-clip-fan-9,"CLOUDRAY S9, Gen 2 Grow Tent Clip Fan 9”",,38.0,0,active
can-fan-6-high-output-440-cfm,"Can-Fan 6"" high output 440 CFM",hmh00794,226.66,0,active
double-super-b-10-liter,Double Super B+ 10 liter,hmh00331,205.99,0,active
diamond-black-1-qt,Diamond Black 1 qt,hmh00255,16.98,0,active
co2d-0-5000-ppm-dual-zone-co2-controller,CO2D: 0-5000 ppm Dual Zone CO2 Controller,hmh00652,500.0,0,active
diamond-black-6-gal,Diamond Black 6 gal,hmh00685,209.98,0,active
demeters-destiny-quart,Demeter's Destiny Quart,hmh01387,20.0,0,active
clonex-mycorrhizae-root-maximizer-4-oz-soluble-2,Clonex Mycorrhizae Root Maximizer 4 OZ Soluble,hmh01752,28.95,0,active
diamond-black-1-gal,Diamond Black 1 gal,hmh00256,52.3,0,active
decision-quart,Decision Quart,hmh01446,61.53,0,active
clonex-mist-concentrate-qt,Clonex Mist Concentrate Qt.,hmh01747,90.0,0,active
